,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum scores
ghf6,.,0.7506089450608399,0.5425752114485723,0.7372575532035612,0.5710059171597633,0.553072625698324,0.6248308896658142
icd,.,0.7561099768464036,0.5723742907105493,0.6412698939159444,0.6103542234332425,0.5707317073170731,0.6230129902160184
tRNA-synt_2b,.,0.7506472607051174,0.46170729096036817,0.6231677973181173,0.717607973421927,0.5955056179775281,0.6219241989572821
thymid_phosphorylase,.,0.8023131701816709,0.6327575746761464,0.6259487235594691,0.5852417302798982,0.5,0.6207511409391222
KAS,.,0.7885906958668367,0.5871132365012136,0.42091788038227723,0.6565349544072948,0.6778523489932886,0.6132170256157703
RNA_dep_RNA_pol,.,0.7560333455578485,0.6743513793226624,0.6561576235634571,0.5575620767494357,0.46511627906976744,0.6024541407850009
DAO,.,0.7717646543655202,0.5223047000464106,0.5884569531561251,0.6309148264984227,0.5862068965517241,0.597725499501085
chorismate_bind,.,0.8811393977875454,0.6284393847471648,0.5369602940362533,0.5534441805225653,0.49809885931558934,0.5969519803307077
AP_endonucleas1,.,0.6548143607034753,0.5756040112772678,0.6557986101571068,0.5655430711610487,0.64,0.5938290525331829
CoA_trans,.,0.7826791393211564,0.5944291781164226,0.5280525788048703,0.6238805970149254,0.5290697674418605,0.5772074611427429
Pept_C1-like,.,0.6288035119024813,0.592484208272381,0.7210681021353621,0.5725190839694656,0.5432098765432098,0.5771943817895973
Cytidylyl_trans,.,0.7640686835291993,0.39730916098641866,0.5642515530128412,0.6188524590163934,0.7062937062937062,0.5735838252561729
cat3,.,0.6985927211223201,0.32527390171658055,0.4309596286909612,0.6722689075630253,0.9235668789808917,0.5735277470998088
Cu_nir,.,0.6700530397990071,0.6221762249741403,0.5756324254872743,0.5805471124620061,0.601063829787234,0.5729402129936232
sugbp,.,0.7535209340259343,0.5441811498519115,0.5858648559401506,0.5964912280701754,0.5605095541401274,0.5685414286107584
hormone_rec,.,0.6951333658104033,0.33838906534385993,0.6288280163730233,0.6708333333333333,0.7050359712230215,0.5673815951070289
aconitase,.,0.841083128527092,0.7965989793369329,0.3162263111141803,0.5717439293598234,0.5067264573991032,0.5644963259486301
OTCace,.,0.7840530288516802,0.5298882980621841,0.49678324101366433,0.6132075471698113,0.6035502958579881,0.562077639658227
citrate_synt,.,0.659625710892043,0.5701795082259898,0.5820922085827425,0.5994318181818182,0.6039603960396039,0.5560547422782857
phosfruc,.,0.7506253660512446,0.5790121694443596,0.5471328574057785,0.5467836257309941,0.5894736842105263,0.554937405689915
laminin_G,.,0.7322885934326986,0.37898361942829695,0.4420198359728899,0.6793478260869565,0.7757009345794392,0.5526222074312883
Fe-ADH,.,0.7439529702834812,0.6379679526069887,0.541905398322311,0.5271739130434783,0.5508021390374331,0.5493923971896136
Peptidase_S11,.,0.833731998489269,0.47478676706757383,0.43525496901046423,0.5609756097560976,0.6818181818181818,0.5418667956837621
Fapy_DNA_glyco,.,0.6935624243950235,0.45628278790908455,0.5909760223632866,0.5977443609022557,0.6470588235294118,0.5414009263705659
hexapep,.,0.7157471824317297,0.33867456550445163,0.3180506498594589,0.7544910179640718,0.8543689320388349,0.5392807594978767
arginase,.,0.7907746875906576,0.48369080332609427,0.40342160236196256,0.5912408759124088,0.7121212121212122,0.5392396775081708
S_T_dehydratase,.,0.6909295922668084,0.48336961564542646,0.5396783655128992,0.6233766233766234,0.6380368098159509,0.5363458980128295
ricin,.,0.7454746487276469,0.4633489168837819,0.5069429460077383,0.6428571428571429,0.6099290780141844,0.5329679759663929
serpin,.,0.6399643117141872,0.6183041290460859,0.6679663017529048,0.5558739255014327,0.48598130841121495,0.5327393870148703
dNK,.,0.7183526462426038,0.3678848006852126,0.6105727916510719,0.6061946902654868,0.6642857142857143,0.5323445380351587
bv,.,0.701247447904408,0.35191463545199464,0.4388492253178614,0.7598039215686274,0.7096774193548387,0.5294804864025823
HMG-CoA_red,.,0.8010268592666385,0.5644516612540759,0.2452904167151771,0.6839378238341969,0.6650485436893204,0.5286222851485154
OMPdecase,.,0.8888408422873345,0.32002783626566833,0.5244130912708858,0.6271929824561403,0.5984848484848485,0.5282292289452158
Binary_toxA,.,0.6619629651929742,0.3518075728917695,0.5024420607747712,0.6363636363636364,0.8014705882352942,0.5258024501317449
rasgap,.,0.6019059296196352,0.4451125941258497,0.7726047734941381,0.5408163265306123,0.5901639344262295,0.5241015704325988
Phage_integrase,.,0.6917506417870417,0.22169087470112184,0.42500862125709943,0.7411764705882353,0.8672566371681416,0.5222638368118491
cyclo,.,0.6152452474916938,0.3623889225937824,0.37960571644797436,0.7303370786516854,0.8571428571428571,0.5211951644102922
ENTH,.,0.6143858823271828,0.38590699832269837,0.5805324498217498,0.6291666666666667,0.7341772151898734,0.5209231779963541
Peptidase_M17,.,0.6783894292611102,0.6914992327183334,0.5146915921484415,0.5650887573964497,0.4879518072289157,0.5176884490846486
oxidored_q6,.,0.7112040417531051,0.4431854680418444,0.4668420221315711,0.6630824372759857,0.6484848484848484,0.5153065112732341
ptpase,.,0.6631890658098559,0.5269797651761332,0.6137212026990714,0.5653710247349824,0.5586206896551724,0.5128776121770998
Nitroreductase,.,0.7058070095734374,0.28350165946969125,0.45212027898363394,0.585,0.8936170212765957,0.5090069498766348
Glu_syn_central,.,0.4149474801990225,0.786535098675997,0.7399802763866202,0.5655577299412916,0.4028268551236749,0.5039691530245471
tms,.,0.5688231076176975,0.44643303236859666,0.6078272637609625,0.6693227091633466,0.6172839506172839,0.503891413152161
NTP_transf_2,.,0.6212662773067387,0.5218586060454811,0.6060011475343715,0.5520231213872833,0.6038647342995169,0.5015815084987677
CASc,.,0.6399095750795051,0.4418293422790201,0.5164880206552405,0.6536796536796536,0.6518518518518519,0.500961353675513
FAA_hydrolase,.,0.6754445983152064,0.5280682345383959,0.5235174676019522,0.6267605633802817,0.5470588235294118,0.49952450697334494
tyrosinase,.,0.6932613729042711,0.4672388565718746,0.5996072068849642,0.5902777777777778,0.5460122699386503,0.4973252392398502
Peptidase_S21,.,0.712090775234957,0.35573320009993575,0.4612726815361046,0.6666666666666666,0.696,0.49503608955629663
TyrKc,.,0.655597094579431,0.40826522964920736,0.5724415818002856,0.6287878787878788,0.6265060240963856,0.49495432981858767
tRNA-synt_1_edit,.,0.6315567646269973,0.32554155811713825,0.38065376859413275,0.6507936507936508,0.8888888888888888,0.48795810387615607
ech,.,0.6528821574991927,0.37609293030228735,0.46964654727375116,0.6334661354581673,0.7169811320754716,0.4739462029807837
NiFeSe_Hases,.,0.5780352832347163,0.5615074408479535,0.7510661626007002,0.4987012987012987,0.4584837545126354,0.47331640596304736
tubulin,.,0.5855177811957766,0.7455836693908209,0.3578592536972415,0.6164079822616408,0.5398230088495575,0.47203096772075126
aldedh,.,0.7020137607899591,0.714160807965465,0.3599116206036482,0.5825688073394495,0.48638132295719844,0.47195421631746476
NO_synthase,.,0.5493861286420388,0.5542985617929549,0.5801050601129998,0.5944444444444444,0.5594713656387665,0.46833302008207617
Extradiol_dioxy,.,0.8400814481124073,0.5154705399521933,0.5098353997467543,0.516728624535316,0.453416149068323,0.4672594197859239
blmb,.,0.7487150575008348,0.393454908818399,0.38769575245690935,0.6919431279620853,0.6126126126126126,0.4667107630752207
biopterin_H,.,0.6199361770839606,0.4417758109989115,0.6732076781368608,0.5517241379310345,0.5476190476190477,0.4666324152297394
Flavoprotein,.,0.5766613937041923,0.2511509225224001,0.45989328040019195,0.6890243902439024,0.8484848484848485,0.46216294039533895
hemocyan,.,0.531000093052279,0.806984047678535,0.5252781952074982,0.556420233463035,0.40483383685800606,0.4618179353548892
GAF,.,0.639860312108291,0.25746761357553904,0.32684515465874353,0.6714285714285714,0.9285714285714286,0.4616483416589027
CPS,.,0.7048655394569032,0.4517504728596565,0.4510257286827186,0.6356877323420075,0.5789473684210527,0.46071165120363294
NMT,.,0.6856584543469099,0.5617929410085468,0.4533308950323728,0.5741239892183289,0.5462184873949579,0.4601425575021113
START,.,0.5764971838001457,0.32786124692196117,0.4678338567038814,0.592964824120603,0.8467741935483871,0.45560123653747947
Trypan_glycop,.,0.6795388985894371,0.48122836444097294,0.539572510827934,0.5258358662613982,0.5852534562211982,0.45535315902689466
Peptidase_C15,.,0.653133946018731,0.3755040862210604,0.44181777038454806,0.6804123711340206,0.6460176991150443,0.4481692008726378
Haloperoxidase,.,0.8803292955942482,0.47551836122909774,0.34934810589227683,0.6666666666666666,0.4225352112676056,0.44694008160539517
cah,.,0.6468501803572114,0.46188572856073895,0.4218209543452223,0.6007905138339921,0.6594202898550725,0.44514697300032996
Zn_dep_PLPC,.,0.6464013399528171,0.40501766532245254,0.49268209998222706,0.5992366412213741,0.6408450704225352,0.44189423557778906
DUF28,.,0.7317740690666857,0.36842011348632603,0.4328660341266201,0.5967078189300411,0.6540880503144654,0.44173283933206486
glnasn,.,0.8463980557547361,0.4852075229292477,0.3161576700805212,0.5852090032154341,0.5493827160493827,0.44099132778443295
aminotran_4,.,0.7504009458490475,0.37873380678777885,0.4340344444488776,0.57421875,0.6410256410256411,0.4390443929481517
leukocidin,.,0.5647944913050856,0.5304057671032592,0.4863411812221806,0.6175438596491228,0.5780346820809249,0.4384053862804515
fibrinogen_C,.,0.6928234798268134,0.4267870525677335,0.39608858429834654,0.6363636363636364,0.6232876712328768,0.4375312730565706
Mur_ligase,.,0.7771288445643786,0.45614003782878737,0.4091009577050402,0.5663082437275986,0.5657894736842105,0.437095160800365
Plectin,.,0.7144608715166973,0.4541236929445934,0.5052263528849912,0.5542168674698795,0.543046357615894,0.43541890574078307
Transpeptidase,.,0.6520501606520228,0.44910959637416503,0.4516622939050601,0.5851063829787234,0.6277777777777778,0.43276729346733317
Ala_racemase_N,.,0.7251399889431999,0.39336569001821575,0.45399037841801854,0.6244725738396625,0.5581395348837209,0.4275321462409286
ribonuclease_T2,.,0.5465069816577538,0.31727989721995226,0.41318833271099425,0.7105263157894737,0.7672413793103449,0.4273517179917424
int,.,0.6923417974416097,0.32598765211806535,0.46409029196624396,0.6067415730337079,0.6631578947368421,0.42615447718182614
RuvA,.,0.7109303585796939,0.29137075764606013,0.40621323130994,0.625,0.71875,0.4261273769591996
lipocalin,.,0.7104705708483632,0.3179044288212492,0.3817291447881251,0.69375,0.6464646464646465,0.4251663247325076
COX3,.,0.44125938049076874,0.32593412083795353,0.6873935295784898,0.6127819548872181,0.6825396825396826,0.42496373529153314
Fimbrial,.,0.6646560076193396,0.22998822311838116,0.32710574476476445,0.6333333333333333,0.8947368421052632,0.4249200100989112
peroxidase,.,0.6622475956933216,0.4810856143606792,0.5639135290134777,0.5606060606060606,0.4816753926701571,0.4247757904662365
PAP2,.,0.802882431182366,0.7469754826737178,0.12490450528922656,0.5766990291262136,0.49122807017543857,0.4213976709444948
Dwarfin,.,0.6355525389587998,0.3742014917383516,0.41334388123520355,0.625,0.6837606837606838,0.41604748870945835
GEL,.,0.6466914441166329,0.18043610149531134,0.2770208029038145,0.744,0.8765432098765432,0.4125071665674366
eIF6,.,0.7261799850021622,0.39033225081190626,0.4518568335618878,0.5953488372093023,0.5585585585585585,0.41131417597119957
cytochr_c552,.,0.6773986961733619,0.7091645551550715,0.22889221559433898,0.5460251046025104,0.5605536332179931,0.4111945059005439
proteasome,.,0.7581297586661777,0.326344527318806,0.3291122753445624,0.639269406392694,0.6666666666666666,0.40995385822930813
Bacteriofer,.,0.5585380939609071,0.2254023767888422,0.49898572945346475,0.7018633540372671,0.7272727272727273,0.40626864614447433
TonB_dep_Rec,.,0.4227419769777715,0.8153706148959765,0.37182004574972166,0.5650485436893203,0.536986301369863,0.40622181809199304
UPP_synthetase,.,0.6537141543463626,0.3322151243710177,0.4157064186306212,0.6591928251121076,0.6503496503496503,0.40583192041145033
Topoisomerase_I,.,0.5137744741177823,0.3009707005460276,0.540094636508759,0.6244343891402715,0.7278481012658228,0.403828429970126
BChl_A,.,0.3929761950375767,0.564630098854445,0.449572618800469,0.580110497237569,0.7125984251968503,0.4002547996553764
annexin,.,0.5934764878785723,0.34167231719068863,0.5913711148584031,0.5833333333333334,0.5898876404494382,0.40018221457893605
VAT-N,.,0.6420661984859848,0.2675136504764364,0.31245247246610536,0.6486486486486487,0.825,0.3981767223607957
Ald_Xan_dh_1,.,0.5607494540020691,0.2571999571749817,0.2932513251359551,0.6580645161290323,0.9120879120879121,0.3910991748196088
hemopexin,.,0.6730854493604025,0.3626922665144107,0.42725036556077767,0.6684491978609626,0.5478260869565217,0.39008663003690575
Hint,.,0.5839906290881425,0.3334106562935038,0.3183573410233478,0.6689655172413793,0.7727272727272727,0.3891718169992532
TNF,.,0.6169201885129698,0.2528103922058521,0.3369559978261025,0.7278911564625851,0.7358490566037735,0.38570184279065906
Hydrolase,.,0.685242455923325,0.3354626886977737,0.4306520487864161,0.6179245283018868,0.5968992248062015,0.3836045104100554
IF4E,.,0.6503861669576831,0.2719389029656397,0.39735878378980155,0.6781609195402298,0.6666666666666666,0.38277981940893774
gluts,.,0.6504244826019607,0.302344670068887,0.44386157134377907,0.6428571428571429,0.6234567901234568,0.3820058711165491
ATP-synt_g,.,0.6177795536774808,0.31049926840584613,0.4227680871534637,0.5813008130081301,0.7305389221556886,0.3819772144674175
SIS,.,0.6980672494293706,0.25172192284358685,0.39935967937565175,0.5932203389830508,0.7184466019417476,0.3809542698015743
Ribosomal_L1,.,0.6502657463613823,0.28137825202527444,0.4393550511168643,0.5555555555555556,0.7293233082706767,0.3785150913115807
Peptidase_M24,.,0.710957726897035,0.5058884408122649,0.35775625432800157,0.6411290322580645,0.43609022556390975,0.3765114219338217
pilin,.,0.5662066964798871,0.17188894043753306,0.2640124193753859,0.6976744186046512,0.9405940594059405,0.3708578302850143
PH,.,0.5677666905683305,0.16155740337604285,0.2642109678198543,0.85,0.7945205479452054,0.36971135645138
SRP54,.,0.7697777145265554,0.4260554584062114,0.34564198171845345,0.5782312925170068,0.5159235668789809,0.36851317794745536
mutT,.,0.5696824727822084,0.21546340244816845,0.24115262931370368,0.7674418604651163,0.8372093023255814,0.3662012135466771
DNA_ligase_N,.,0.7125177209854784,0.485439491809731,0.36385651346397657,0.6043360433604336,0.45901639344262296,0.3633443192156777
LysR_substrate,.,0.7014335524623275,0.3011134506263256,0.39262291174546227,0.5982142857142857,0.6231884057971014,0.35909933515233733
RNA_pol_K,.,0.5217714964448557,0.10053174404910853,0.23164927820360326,0.8452380952380952,0.9117647058823529,0.35632454788154966
Endonuclease_3,.,0.7393660402971105,0.3240962135541296,0.4463528059499636,0.5958333333333333,0.4930555555555556,0.3502727026553704
ung,.,0.5907943927791431,0.25352414260733663,0.44222515397384593,0.6345177664974619,0.6594202898550725,0.3412714283533546
lipase,.,0.6554055163580433,0.5431997430498698,0.3609393640803437,0.5561797752808989,0.46408839779005523,0.3409409856053718
Cys-protease-3C,.,0.6631562238290466,0.38629956104351604,0.3492712014614527,0.6701570680628273,0.5098039215686274,0.34038535472377796
uce,.,0.5712479405341201,0.1979586738517586,0.33604188078776986,0.6870748299319728,0.7857142857142857,0.34006409197201315
aspg,.,0.5525280114727987,0.2306305984797168,0.19072794270020477,0.6737588652482269,0.9302325581395349,0.339985236718368
Rhodanese,.,0.6442228218924644,0.21012811819707106,0.2877717851655154,0.7101449275362319,0.7252747252747253,0.3398194604163909
subt,.,0.8404864992090556,0.5114735377038842,0.017802576814658563,0.6557971014492754,0.546875,0.33729641340803684
PA_phosphatase,.,0.7777692631901607,0.5557260625959256,0.05239634357722917,0.7048192771084337,0.4808743169398907,0.33687680726300845
HSP20,.,0.5017488354780971,0.17804503765033766,0.2578631093189393,0.7008547008547008,0.9302325581395349,0.33547341942443326
formyl_transf,.,0.6558269884450965,0.2742764355305024,0.37789700853487906,0.5977011494252874,0.6601941747572816,0.33406634517556477
DSBA,.,0.7344561641661148,0.31522786481568216,0.4149078378775935,0.5145631067961165,0.5746268656716418,0.3280823983817197
Histidine_kinase,.,0.6433634567279536,0.22411762606617,0.2493050284435774,0.772972972972973,0.6567164179104478,0.32447326586263603
fkbp,.,0.5449031982615646,0.17974019485386353,0.28683866420464077,0.6074766355140186,0.9264705882352942,0.3239564610241087
phoslip,.,0.5581823058354727,0.15916633953107012,0.278426525890651,0.6984126984126984,0.85,0.3233432374450269
Aldolase_II,.,0.6897965439288862,0.2832340030691341,0.4065800353790637,0.6084905660377359,0.5546875,0.32265206007520764
dhfr,.,0.6248734215322974,0.3004532315049506,0.41908249856161106,0.5872093023255814,0.6048387096774194,0.3195244782119331
cryst,.,0.6283218295172777,0.33922772206560503,0.23682463250242952,0.5813953488372093,0.75,0.31918480729667975
SRP19,.,0.5528400102904873,0.11728703472395961,0.192479102161665,0.7619047619047619,0.9066666666666666,0.31691650493133133
DAP_epimerase,.,0.571122046274351,0.2175332786124741,0.31324920010031804,0.7153846153846154,0.7125,0.3162306554934971
rnasemam,.,0.5626542888890106,0.2245101887869865,0.2652542169845941,0.6532258064516129,0.8214285714285714,0.31488899161234607
Recep_L_domain,.,0.5874718790539321,0.2446914813889641,0.25933645223314905,0.610738255033557,0.8210526315789474,0.3130206017585817
Ribosomal_L4,.,0.6426683014674892,0.2338067877663241,0.2600961364004366,0.7606382978723404,0.6260162601626016,0.3129885352023561
RhoGEF,.,0.5546846348792784,0.2941543842118495,0.5862353662469044,0.5,0.5833333333333334,0.31060854170186875
Pro_CA,.,0.7405483516062467,0.21712287213162004,0.32744172655155634,0.518348623853211,0.7134502923976608,0.3098696312987824
PTS_EIIA_2,.,0.673517868774392,0.20382927090396988,0.2562643026972012,0.6802721088435374,0.7,0.30837372562189347
GP120,.,0.4608715166974105,0.459994289996806,0.36445060822857744,0.6707692307692308,0.5566037735849056,0.30778385681307263
Amidase_2,.,0.601851192984953,0.210163805717145,0.23633547531807414,0.7027027027027027,0.7590361445783133,0.30649947889669144
NHase_alpha,.,0.5724795148144702,0.2666928375147277,0.3940318493261616,0.6138613861386139,0.6617647058823529,0.30587755337981737
Levi_coat,.,0.584789783954503,0.16004068377288794,0.2517586333921913,0.6183206106870229,0.8938053097345132,0.30582061206982974
Hpr_kinase,.,0.6548690973381576,0.3033260768709263,0.30924693619422605,0.5988700564971752,0.6396396396396397,0.3044556587647621
lacI,.,0.5381979605129918,0.058884408122480844,0.19095409883314213,0.7368421052631579,0.9777777777777777,0.30282779281910815
EF_TS,.,0.6061808607883171,0.16514399914350283,0.27440909666527674,0.7142857142857143,0.7419354838709677,0.3024814211238196
Clp_N,.,0.6757182814886177,0.1666071874665467,0.3833209171221163,0.5673758865248227,0.7040816326530612,0.3000850353795107
transcript_fac2,.,0.6706113534727659,0.23917775953749512,0.35273078519537326,0.5813953488372093,0.6495726495726496,0.29829882513452505
dutpase,.,0.5692172113874095,0.16282431033867797,0.26073555693850325,0.7105263157894737,0.788235294117647,0.29733596920016325
Ald_Xan_dh_2,.,0.6971750422840504,0.8339459690946079,0.0,0.5730994152046783,0.38686131386861317,0.29711024921598195
Ribosomal_L22,.,0.49328107809275673,0.1549016808821992,0.2870059176323858,0.6944444444444444,0.8589743589743589,0.29588803163805716
B_lectin,.,0.6036903439102758,0.21521358980764882,0.23169988914756703,0.6521739130434783,0.7848101265822784,0.29538436821568087
Topoisom_bac,.,0.6563141444937682,0.3439563184754403,0.23707190095329536,0.6413043478260869,0.6033519553072626,0.2926234571828914
transketolase_C,.,0.6494446968411489,0.19977873737554458,0.2992162498703053,0.6753246753246753,0.65625,0.2916432629974157
GroEL,.,0.662209280049044,0.3360872202990738,0.37075166602472487,0.5294117647058824,0.5808823529411765,0.2913112759725462
RuBisCO_small,.,0.5432501518941614,0.16637521858606444,0.27865487551116536,0.6260162601626016,0.8602150537634409,0.2889250292175295
sh2,.,0.5677557432413941,0.1143963455979473,0.24349387475212408,0.6857142857142857,0.863013698630137,0.2888570526290413
CBD_6,.,0.5874718790539321,0.24965204667928215,0.27303304248885657,0.6688311688311688,0.6947368421052632,0.28853647964530316
Isochorismatase,.,0.7068032163246539,0.3007208879055092,0.35093830874808796,0.56,0.5535714285714286,0.2877011035100199
Arginosuc_synth,.,0.7108646746180752,0.5389886156811093,0.09347291205463054,0.5813333333333334,0.5470085470085471,0.287520428551168
GATA,.,0.49245455490905515,0.062756504050535,0.1771960152877764,0.7727272727272727,0.9661016949152542,0.2873070121048937
Sua5_yciO_yrdC,.,0.6292414049799391,0.23145141144142367,0.29189344286954766,0.6648936170212766,0.6521739130434783,0.28652542224479594
Flavin_Reduct,.,0.5645481764490157,0.2697262767210367,0.2500384853068195,0.6144578313253012,0.77,0.2860892345223259
parv,.,0.5450236188578654,0.09128867634988318,0.3098530384123734,0.5925925925925926,0.9264705882352942,0.2843394564010712
PBP,.,0.5851619930703421,0.33797865886300654,0.39646669617411706,0.5444444444444444,0.5979381443298969,0.2827396868749522
intb,.,0.6076970655690148,0.21805074765354998,0.31426678924228224,0.6742424242424242,0.6463414634146342,0.2820523498949958
RNA_pol_A_bac,.,0.6042322365936299,0.4120302630170373,0.2175361994942158,0.6269230769230769,0.5961538461538461,0.2802133540523478
Mur_ligase_C,.,0.7333997471167479,0.20688055387031595,0.2652242267147915,0.5769230769230769,0.6712328767123288,0.27862516163140255
Heme_oxygenase,.,0.5542522154652889,0.2761678740944357,0.4442578362201867,0.6378600823045267,0.541095890410959,0.2786120304281314
LMWPc,.,0.6033564504387142,0.23946325969808885,0.35243965644765557,0.6516129032258065,0.6043956043956044,0.2774432785674546
MMOB,.,0.5494025496324435,0.12096284929160557,0.1624987692360115,0.6808510638297872,0.9365079365079365,0.2769272222676148
BIR,.,0.5252965357183911,0.1124335319938648,0.22870604333624242,0.6966292134831461,0.8870967741935484,0.2768970554554385
DNA_PPF,.,0.5164346745633386,0.16046893401377904,0.24946906727745968,0.7456140350877193,0.7777777777777778,0.27670064689134927
IF3,.,0.5178140377573306,0.1231576317761707,0.28500829336852546,0.6363636363636364,0.8870967741935484,0.276540542738622
PAN,.,0.5645974394202296,0.14403483101959583,0.19004312075116966,0.6847826086956522,0.864406779661017,0.2757622420576262
L15,.,0.556764626997203,0.15213589807644615,0.1871999259357574,0.6827586206896552,0.868421052631579,0.2754734382292907
Skp1,.,0.5371743854444342,0.1729417222797227,0.2717111447643371,0.6311475409836066,0.8333333333333334,0.27499329780081444
P53,.,0.42313608074748355,0.008118910816887518,0.1424757069832646,0.8709677419354839,1.0,0.2741981563930792
PDZ,.,0.5613734516374465,0.16221762249741656,0.272841471604008,0.5729166666666666,0.875,0.2740256471896525
dCMP_cyt_deam,.,0.5771102341085865,0.14601548838371559,0.20327363271551926,0.6030534351145038,0.9125,0.2728418796429209
adeno_fiber,.,0.5903564997016854,0.33571250133829095,0.19527222495031987,0.581151832460733,0.734375,0.2703301599357636
Ribosomal_L14,.,0.5293360993579393,0.2196388422968535,0.2601742888500545,0.7063492063492064,0.7160493827160493,0.267702106149989
