,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum_scores
Bac_DNA_binding,.,0.8978023657425802,0.4012999518536351,0.6746737192424633,0.9347826086956522,0.8444444444444444,0.7873705262680035
VPR,.,0.9461625454656599,0.5529610014443913,0.5094826376550003,0.7368421052631579,1.0,0.7842406659377713
SRF-TF,.,0.9062689121863252,0.6586422725084263,0.531228979473827,0.7924528301886793,0.8541666666666666,0.7831268002537636
NHase_alpha,.,0.7526301311244918,0.6458834857968224,0.5521561743405665,0.8979591836734694,0.8936170212765957,0.7829139952707058
COX3,.,0.6642479444936883,0.6153105440539245,0.7163766738559787,0.8461538461538461,0.9,0.7828489572257025
Colicin_Pyocin,.,0.9219610599993886,0.8013962445835331,0.517592990940251,0.7924528301886793,0.7083333333333334,0.7827029003200467
cat,.,0.4624140355167038,0.7879152623976895,0.8067603940271049,0.7692307692307693,0.9024390243902439,0.7773267005926648
e3,.,1.0,0.6584015406836785,0.4798453374700799,0.7027027027027027,0.8857142857142857,0.77645851154479
PARATHYROID,.,0.9410214873001803,0.360375541646606,0.4453701434092401,0.9705882352941176,1.0,0.7726021320601512
Dehydratase_SU,.,0.8170064492465691,0.6112181030332208,0.6442699659016925,0.8333333333333334,0.8,0.7678264080259708
ENTH,.,0.7143870159244429,0.8928743379874821,0.6325734856159093,0.8461538461538461,0.6078431372549019,0.7628566016486925
UCR_14kD,.,0.8939511568909129,0.5991815117958595,0.7113672472692796,0.75,0.7307692307692307,0.7593091907231552
RuvA,.,0.921661521533148,0.7987481945113138,0.574235623519589,0.7169811320754716,0.6666666666666666,0.7564191166538031
Clp_N,.,0.8918605006571507,0.6901781415503128,0.6311790848228575,0.8679245283018868,0.5909090909090909,0.7538332193455872
RRF,.,0.8002995384662408,0.5500722195474245,0.8552834638156941,0.82,0.6458333333333334,0.7536000619574326
Ald_Xan_dh_1,.,0.8416664119570865,0.8642272508425609,0.6761229687653043,0.660377358490566,0.625,0.7519037342395458
FN1,.,0.8549500259803772,0.7982667308618202,0.3245538504965171,0.6739130434782609,1.0,0.7453951348620336
SUI1,.,0.9356970382370021,0.7431391429947035,0.4409714703583446,0.7843137254901961,0.7391304347826086,0.7419019281950867
SRP54,.,0.6769874988538069,0.8945594607607131,0.6541078953907241,0.8653846153846154,0.5333333333333333,0.7340805884544145
Bac_rhodopsin,.,0.7491762692178378,0.7072701011073665,0.6706991597982129,0.8653846153846154,0.6222222222222222,0.7300949607245298
protg,.,0.9771800592963902,0.6596051998074146,0.43086247291191815,0.775,0.7631578947368421,0.7263884365130538
KSI,.,0.782865177125042,0.6504573904670198,0.675782897567207,0.8490566037735849,0.6470588235294118,0.7261461883234976
uce,.,0.8782590090778493,0.5382763601348102,0.729567770686761,0.75,0.7,0.7223688161258779
RGS,.,0.8394901733043983,0.7347135291285518,0.6425085458993814,0.7924528301886793,0.58,0.7194944630464822
Skp1,.,0.8841947611333556,0.6061627347135288,0.6944242977060211,0.7843137254901961,0.6170212765957447,0.7182315971230865
Bcl-2,.,0.8237857994314881,0.6059220028887822,0.5966239767524861,0.92,0.6304347826086957,0.7143579107570157
phero,.,0.9164776721582052,0.35676456427539766,0.35500491029964326,0.9473684210526315,1.0,0.7138810682115743
DHHA2,.,0.862701347923098,0.8533943187289356,0.5239613866756965,0.76,0.575,0.7136496825744192
transcript_fac2,.,0.8060213344744322,0.7407318247472312,0.5959889291763169,0.9423076923076923,0.4878048780487805,0.7127372577227965
Trypan_glycop,.,0.630883027172418,0.9910929224843524,0.6478977398285662,0.9019607843137255,0.4,0.7123146077045645
FYVE,.,0.8866644252223613,0.8158401540683676,0.47713824189088294,0.6666666666666666,0.7209302325581395,0.7104110581619919
neur_chan_memb,.,0.9110126234067915,0.23423206547905662,0.4629548095009251,0.9565217391304348,1.0,0.7093676818277131
SAM_PNT,.,0.9290827398600117,0.645883485796822,0.5941220308474882,0.75,0.6428571428571429,0.7082176863872439
RuBisCO_small,.,0.8652504814011064,0.6064034665382768,0.5671344142752235,0.8085106382978723,0.7111111111111111,0.7067530603711741
Propep_M14,.,0.9583641531925299,0.5161290322580648,0.7148786547843177,0.7142857142857143,0.6530612244897959,0.7060523621732494
cytb,.,0.919185744414219,0.577515647568609,0.6162291539100271,0.6956521739130435,0.7333333333333333,0.6999197757963523
HMG-CoA_red,.,0.5671791423419017,0.7558979297063075,0.6635326674089619,0.7547169811320755,0.7959183673469388,0.6979846526426561
CARD,.,0.8744994956750314,0.5512758786711606,0.5393450263203584,0.8627450980392157,0.7083333333333334,0.6975512017554985
GLUCAGON,.,0.9441146804413606,0.2556571978815602,0.4254143925879722,0.896551724137931,1.0,0.6915602557164525
S-AdoMet_syntD2,.,0.8665647828346119,0.49350024073182486,0.5597273859344901,0.7631578947368421,0.8378378378378378,0.6911667433691797
KH,.,0.9830241159030473,0.6730861819932598,0.33666758262684404,0.7547169811320755,0.7727272727272727,0.6909322533773921
RING,.,0.9109514931075587,0.7922484352431385,0.3085639373094897,0.725,0.7647058823529411,0.6831633714711933
rasgap,.,0.6420454198123299,0.6283100625902743,0.8603901119308781,0.8867924528301887,0.4791666666666667,0.6811892767018167
Ribosomal_L4,.,0.8563437968028853,0.4995185363505053,0.5704064653813554,0.8301886792452831,0.7391304347826086,0.6807265997395062
CH,.,0.9531497386679707,0.5414058738565243,0.6006924912996259,0.8431372549019608,0.5555555555555556,0.6800442687074568
ricin,.,0.7019347739707185,0.9128550794415018,0.49829950790844735,0.7058823529411765,0.6666666666666666,0.6766046317528732
Dala_Dala_ligas_C,.,0.8054161445120273,0.48916706788637465,0.7511783516917794,0.8113207547169812,0.6274509803921569,0.6761468100505214
Zn_dep_PLPC,.,0.7127487239050034,0.5710158883004328,0.8772964956742771,0.8301886792452831,0.4897959183673469,0.6747019430819868
Hydrolase,.,0.769508206742672,0.8367838228213774,0.4696195653086185,0.8125,0.5897435897435898,0.6735044360078798
parv,.,0.8852951065195463,0.5337024554646114,0.6075914543592106,0.8113207547169812,0.6363636363636364,0.6718962636932249
Band_41_M,.,0.9070452669865818,0.4838709677419355,0.6814466073474705,0.8113207547169812,0.5882352941176471,0.6709208166019447
gluts,.,0.7862456826726166,0.6227732306210887,0.7612897989574023,0.6792452830188679,0.6170212765957447,0.66870702127511
BIR,.,0.8950148240975639,0.8122291766971595,0.353125762874832,0.7692307692307693,0.6363636363636364,0.6684538490200101
proteasome,.,0.7961426781184093,0.7229176697159374,0.6011163553876492,0.74,0.6046511627906976,0.667983092626939
hpr,.,0.9329217226518323,0.6646605681271063,0.45853842062787686,0.7115384615384616,0.6888888888888889,0.6645528720884746
IF3,.,0.8673227985450989,0.5943668753009148,0.5603782212343704,0.6888888888888889,0.7435897435897436,0.6637236611758708
hormone_rec,.,0.7410520524497967,0.5050553683196926,0.7344183673288845,0.7708333333333334,0.7021276595744681,0.663284621276769
Flavoprotein,.,0.8565944310297399,0.6155512758786711,0.7220431510245938,0.6938775510204082,0.5652173913043478,0.6632005288614036
MurB_C,.,0.8982852951065194,0.33293211362542163,0.5593343260545122,0.7777777777777778,0.8809523809523809,0.6615425883593677
P,.,0.893150349970963,0.5736639383726531,0.43331267772814475,0.7254901960784313,0.8222222222222222,0.6609449746493501
WD40,.,0.5254271479658893,0.6913818006740493,0.39630151249568846,0.875,0.9534883720930233,0.6583595914394198
zf-CCHH,.,0.9361249503316318,0.4167067886374583,0.3378595330835153,0.75,1.0,0.6579836000610182
PH,.,0.876859125225418,0.7308618199325947,0.5342625134609625,0.6730769230769231,0.625,0.6577222299836066
WW,.,0.9193385701623008,0.4138180067404914,0.37129148978631815,0.7352941176470589,1.0,0.6575904047501717
DMRL_synthase,.,0.8391295045389248,0.6191622532498798,0.537659505346118,0.7924528301886793,0.6470588235294118,0.655817557120711
capsid_n,.,0.8082281382767368,0.5344246509388544,0.6333894568764451,0.84,0.6190476190476191,0.65566300640653
OMPdecase,.,0.7951707063606076,0.7676937891189214,0.6361573442653339,0.6923076923076923,0.5434782608695652,0.6555461473730245
GTP_cyclohydroI,.,0.7060610691689336,0.5450168512277326,0.5715904539256379,0.8113207547169812,0.7906976744186046,0.6513531465264805
DUF50,.,0.8463184277287037,0.7043813192103997,0.5890894217124663,0.7254901960784313,0.5581395348837209,0.6508278696342634
Endonuclease_3,.,0.7458813460891891,0.6911410688493029,0.5332398727309854,0.8867924528301887,0.5652173913043478,0.6503527779039648
ATP-gua_Ptrans,.,0.5580890668459821,0.9133365430909972,0.6063591045693075,0.8867924528301887,0.4523809523809524,0.6481512483740364
TFIIS,.,0.8589357214903566,0.5474241694752051,0.3541363813439372,0.68,0.975609756097561,0.6477982374754149
TyrKc,.,0.7038726044563988,0.6018295618680793,0.7049161928194619,0.6538461538461539,0.7450980392156863,0.6450873561581016
Nitroreductase,.,0.7420668154170614,0.5310544053923928,0.4993648390062753,0.9215686274509803,0.7142857142857143,0.64458103424736
MoCF_biosynth,.,0.7963933123452639,0.6990852190659602,0.5161861822666389,0.7735849056603774,0.6170212765957447,0.6420665130845667
zf-TAZ,.,0.8817434361341199,0.3459316321617722,0.42882383772071,0.9117647058823529,0.8333333333333334,0.6417873036384221
P53,.,0.9418528593697466,0.1788637457871933,0.48297883769054095,0.782608695652174,1.0,0.6354516828176924
GroEL,.,0.675275850475288,0.5553683196918637,0.6740243810543142,0.7924528301886793,0.6862745098039216,0.6342468319112149
PAP2,.,0.3358131858055445,0.6092922484352439,0.7136561950052451,0.8235294117647058,0.9,0.6337891061271667
PGAM,.,0.7434728122994161,0.8115069812229173,0.5657593852006332,0.7735849056603774,0.4772727272727273,0.6293586190788666
DAP_epimerase,.,0.8624568267261669,0.6993259508907074,0.5721433418246789,0.673469387755102,0.5581395348837209,0.6268473028629697
LMWPc,.,0.8657884280343552,0.6851227732306211,0.6312602464254983,0.7358490566037735,0.44680851063829785,0.6265548045416349
SpoU_methylase_N,.,0.9442186019500566,0.7409725565719795,0.3945989335211165,0.7209302325581395,0.5641025641025641,0.6265522665208048
subt,.,0.6960540391845218,0.757583052479538,0.6284853725151972,0.76,0.5217391304347826,0.6261540142603294
DSBA,.,0.8812971849497203,0.40924410207029405,0.7572543116023936,0.7450980392156863,0.5686274509803921,0.6251843716362776
SCP2,.,0.859638719931534,0.6324025036109778,0.4351705253360528,0.8125,0.6153846153846154,0.6225226876582023
PTS_EIIA_2,.,0.8527187700583794,0.5235917188252286,0.6885134283890402,0.7551020408163265,0.5333333333333333,0.6217616110851891
PAN,.,0.810361585719962,0.7144920558497824,0.35900805096785326,0.76,0.7045454545454546,0.6197514276546108
hip,.,0.8800929180548338,0.6268656716417904,0.42414413865105605,0.6730769230769231,0.7441860465116279,0.619734255785366
GGL,.,0.9109637191674054,0.2484352431391434,0.4494519731773833,0.7380952380952381,1.0,0.6191461643885828
GATA,.,0.8707277562123665,0.4260953298026008,0.42662605501577117,0.6956521739130435,0.926829268292683,0.6187254178616001
MIP,.,0.7097594522725188,0.5344246509388546,0.6404317797260495,0.7924528301886793,0.6666666666666666,0.6178159722060855
SAP,.,0.9880245743802916,0.7116032739528161,0.0,0.8461538461538461,0.7948717948717948,0.6165391830893225
transketolase_C,.,0.8697496714246415,0.537313432835821,0.5197517580061339,0.8235294117647058,0.5882352941176471,0.6156799831643461
Egg_lysin,.,0.8126906501207323,0.39118921521425165,0.6405720999255845,0.8723404255319149,0.6170212765957447,0.6137055293824433
C1,.,0.8870128679279885,0.7472315840154063,0.26759336521818383,0.6938775510204082,0.7368421052631579,0.6131851037575193
gln-synt_N,.,0.8104838463184276,0.5999037072701017,0.4586402015420886,0.7735849056603774,0.68,0.6090650907859677
cytc,.,0.9278845859950484,0.716177178623014,0.277513352308544,0.7659574468085106,0.6341463414634146,0.6086782473845886
thionin,.,0.9351652046336766,0.5772749157438607,0.09326355635806793,0.8,0.9142857142857143,0.6079783025422056
arginase,.,0.6700797750404988,0.6263842079922962,0.7687383381234104,0.7547169811320755,0.5,0.6079492656463565
Phage_integrase,.,0.876406761011095,0.685122773230621,0.4617754257093917,0.8461538461538461,0.4489795918367347,0.6073357452785251
GEL,.,0.8886083687379649,0.5789600385170924,0.580357721691738,0.7115384615384616,0.5510204081632653,0.6040407502499257
DNA_PPF,.,0.783843261912767,0.6449205584978338,0.5563597918796932,0.7169811320754716,0.6041666666666666,0.602295112977632
S4,.,0.9443102973989057,0.5182956186807894,0.4080065217816374,0.6842105263157895,0.7428571428571429,0.598735841913815
START,.,0.7438579331845829,0.5274434280211843,0.6151945136026892,0.7551020408163265,0.6530612244897959,0.597484292656068
TIL,.,0.8788030687410213,0.5669234472797302,0.32448526690076956,0.6511627906976745,0.8717948717948718,0.5968671305532508
ech,.,0.7133233487177919,0.5743861338468944,0.7340352428267592,0.7169811320754716,0.5531914893617021,0.5963484015843792
MBD,.,0.9017391570131735,0.6119402985074629,0.3401024900007681,0.625,0.8055555555555556,0.5932081651711606
pilin,.,0.8040773909588287,0.4872412132883972,0.2641492937057839,0.8163265306122449,0.9111111111111111,0.5926149212609548
Pep_deformylase,.,0.828211633095944,0.425613866153106,0.6011990594690434,0.851063829787234,0.574468085106383,0.5916417322232134
PCI_1,.,0.848347953663233,0.7775637939335579,0.12123638303159047,0.6226415094339622,0.9069767441860465,0.5900715450428943
tcl1_mtcp1,.,0.7694042852339762,0.6800674049109298,0.49001038587238266,0.6346153846153846,0.7021276595744681,0.5898473060402571
Pro_CA,.,0.7084512638689365,0.4817043813192103,0.20025252815670205,0.9056603773584906,0.9791666666666666,0.589437201529352
Ribosomal_L1,.,0.7528563132316533,0.5016851227732301,0.6013252705246873,0.7777777777777778,0.6363636363636364,0.5872716799702768
DNA_polymeraseX,.,0.7705046306201669,0.7161771786230141,0.4476809807333969,0.8461538461538461,0.4883720930232558,0.5868079298995689
Isochorismatase,.,0.7609560778800012,0.41718825228695267,0.5961334231418904,0.8043478260869565,0.6888888888888889,0.5862385906064677
ANATO,.,0.9132927835681756,0.6027924891670675,0.17854713007537323,0.8431372549019608,0.725,0.5842728742290454
SRP19,.,0.9014946358162423,0.6921039961482908,0.33859143925199214,0.6981132075471698,0.6304347826086957,0.5834312089744433
Fz,.,0.8895069841366873,0.493018777082331,0.49591406451635145,0.7906976744186046,0.5897435897435898,0.5826618886433161
DNA_topoisoIV,.,0.4996485007794113,0.44631680308136745,0.8960281308201636,0.9056603773584906,0.5094339622641509,0.5819189401568806
Amino_oxidase_D2,.,0.8783079133172357,0.460279248916707,0.5507748392498962,0.6739130434782609,0.6888888888888889,0.5798790539126608
cks,.,0.8072439404590885,0.4520943668753008,0.3987560498625311,0.7045454545454546,0.8809523809523809,0.5763278874924742
ghf22,.,0.8511843995476357,0.3750601829561871,0.5028461908691337,0.9361702127659575,0.574468085106383,0.5747274440214944
Plectin,.,0.7058899043310817,0.7376023110255177,0.5323848858313935,0.6792452830188679,0.5833333333333334,0.5741999093192484
B_lectin,.,0.791185010850628,0.8009147809340397,0.34875934577669093,0.6346153846153846,0.6530612244897959,0.5700901879903282
MutS_D2,.,0.8841580829538159,0.47255657197881634,0.6677552937303728,0.6730769230769231,0.5294117647058824,0.5694368107178808
PX,.,0.8647430999174741,0.42537313432835855,0.5696158089191837,0.6938775510204082,0.6666666666666666,0.5666683850989812
blmb,.,0.8193110615276461,0.6509388541165141,0.6186305664939227,0.6530612244897959,0.4772727272727273,0.5662284833164336
GAL4,.,0.9209585230919705,0.3444872412132885,0.24663992552912578,0.8181818181818182,0.8888888888888888,0.5662044393064894
Mur_ligase,.,0.6707705474218295,0.43837265286470883,0.6724569958057734,0.7619047619047619,0.675,0.5659345562182357
LDLa,.,0.9512119081822904,0.2847857486759751,0.36992349260016233,0.6666666666666666,0.9411764705882353,0.5639705546968256
Aldolase_II,.,0.744554818595837,0.39552238805970175,0.70945933715242,0.7872340425531915,0.574468085106383,0.5629242235153638
IF4E,.,0.8229911055414615,0.6162734713529133,0.41405895889126265,0.6666666666666666,0.6904761904761905,0.5626042780614731
ldh,.,0.6089617018675305,0.6133846894559466,0.6640333378654989,0.7547169811320755,0.5686274509803921,0.5622967806718597
Fe_hyd_lg_C,.,0.5328422532628296,0.7339913336543091,0.5704868103775974,0.7924528301886793,0.5714285714285714,0.5587660712644605
dNK,.,0.7893938930831067,0.6509388541165144,0.5972240009875494,0.7115384615384616,0.45098039215686275,0.5582995017541649
toxin,.,0.8695357153773267,0.4029850746268657,0.3508852217515091,0.66,0.9166666666666666,0.5582982906007663
fbpase,.,0.6450163523550447,0.7631198844487235,0.18163950509024793,0.8679245283018868,0.7380952380952381,0.5565263118782877
Dwarfin,.,0.7824678301800287,0.6964371689937412,0.5229365229616336,0.6346153846153846,0.5555555555555556,0.5549590426826393
voltage_CLC,.,0.4732157593911422,0.4017814155031301,0.6680240933366597,0.9318181818181818,0.7045454545454546,0.5497276015906017
Spermine_synth,.,0.6780389400006113,0.5534424650938855,0.4960995475864449,0.72,0.7291666666666666,0.5486350069078226
KAS,.,0.5601185927805116,0.7183437650457395,0.564545091485549,0.8085106382978723,0.5227272727272727,0.5475983519259098
glnasn,.,0.6119142953204755,0.7722676937891183,0.5259850734331036,0.75,0.5116279069767442,0.5465831852953675
STAS,.,0.8563743619525017,0.43957631198844527,0.5262927979444021,0.7428571428571429,0.6060606060606061,0.5463206310348858
S_T_dehydratase,.,0.6788336338906379,0.5869041887337512,0.6159979635651094,0.7358490566037735,0.5490196078431373,0.5444328174733802
Mur_ligase_C,.,0.8529388391356175,0.3919114106884926,0.5577823202264831,0.7857142857142857,0.575,0.5430832361797432
aspg,.,0.8267017147048934,0.4350024073182476,0.4092122184460225,0.6666666666666666,0.825,0.5427667831333732
Levi_coat,.,0.869584619616713,0.39118921521425165,0.4949012684301826,0.5641025641025641,0.8421052631578947,0.5424767500445667
phycoerythr_ab,.,0.885894183452028,0.25517573423206563,0.4034035156629417,0.6451612903225806,0.967741935483871,0.5406098575111778
formyl_transf,.,0.7686768346731057,0.5890707751564759,0.6748188937133692,0.7142857142857143,0.4090909090909091,0.5400159628241429
ACPS,.,0.8252834917626921,0.31126624939817094,0.5597586891797792,0.7777777777777778,0.6818181818181818,0.5399999145708599
int,.,0.864547482959929,0.5589792970630718,0.5542473672269449,0.7647058823529411,0.4117647058823529,0.5393123402438512
PEPCK_ATP,.,0.3401962282605373,0.5782378430428501,0.7099438115820466,0.8235294117647058,0.7021276595744681,0.539225430460324
kunitz,.,0.931051135495308,0.7773230621088099,0.007700518948829765,0.6862745098039216,0.75,0.5385270542391599
HIT,.,0.8244521196931258,0.4569090033702456,0.5738407489587247,0.7272727272727273,0.5681818181818182,0.5378257444420381
SIS,.,0.7840388788703121,0.39142994703899875,0.5558005979645723,0.7169811320754716,0.7021276595744681,0.5377104888113705
DUF28,.,0.7153589876822446,0.47616754935002437,0.44727943722027547,0.8,0.7058823529411765,0.535353238399326
citrate_synt,.,0.5484732707766604,0.6239768897448247,0.637912186049432,0.7169811320754716,0.6153846153846154,0.5345411380271493
RNA_pol_A_bac,.,0.7112082403643365,0.5409244102070302,0.537894506520897,0.660377358490566,0.6923076923076923,0.5345345565954895
Fapy_DNA_glyco,.,0.6828437815203106,0.5560905151661055,0.5281821302656878,0.7391304347826086,0.6363636363636364,0.5344924194856556
Ribosomal_S7,.,0.8200323990585934,0.2874337987481945,0.6040844020782996,0.8780487804878049,0.5526315789473685,0.5343351812607327
PBP,.,0.7810740593575205,0.5849783341357728,0.43933852976278537,0.68,0.6458333333333334,0.5297752403546373
Astacin,.,0.7492190604273007,0.5228695233509871,0.4416064498839806,0.7924528301886793,0.625,0.5297435917872532
RNA_pol_H,.,0.8523581012929058,0.49759268175252724,0.3063428359551616,0.6666666666666666,0.8048780487804879,0.5283724946590211
phosfruc,.,0.6597670935599229,0.6461242176215702,0.7400960501519728,0.7254901960784313,0.35294117647058826,0.5269557964087498
galpha,.,0.6674206070238714,0.6357727491574382,0.6567004392389718,0.8076923076923077,0.35294117647058826,0.525343614988252
icd,.,0.6915059449216003,0.5864227250842564,0.6338376376883451,0.7307692307692307,0.4772727272727273,0.5250457364379506
END,.,0.8983586514655989,0.31343283582089587,0.24624223821288774,0.7142857142857143,0.9473684210526315,0.5249958541766522
phoslip,.,0.8454381514197511,0.3213769860375546,0.6746181446403196,0.75,0.5227272727272727,0.5227059596092473
Pept_C1-like,.,0.3897484488186569,0.47376023110255217,0.5509345311678928,0.7924528301886793,0.9056603773584906,0.5220413858123224
Haloperoxidase,.,0.7378549377999205,0.6001444390948488,0.6651772219621935,0.6470588235294118,0.45652173913043476,0.5196388252625688
hormone,.,0.7505272488308831,0.2818969667790083,0.5359322920785141,0.8536585365853658,0.675,0.5156027864946642
Heme_oxygenase,.,0.8079591649601123,0.35267212325469455,0.6349675487422152,0.82,0.48,0.5150160693066859
oxidored_q6,.,0.686786685820827,0.6357727491574385,0.34772105342406917,0.7647058823529411,0.6590909090909091,0.5143857070010682
Ala_racemase_N,.,0.7523000275086346,0.7412132883967257,0.30794847694513716,0.7884615384615384,0.5,0.5126647774633246
mutT,.,0.8470275391998043,0.7053442465093883,0.3388597851880574,0.7058823529411765,0.48936170212765956,0.5112364357497708
pgk,.,0.5365956536357245,0.7479537794896483,0.5750538177642106,0.7021276595744681,0.5238095238095238,0.5108489973898912
CASc,.,0.7063789467249442,0.4845931632161777,0.6523568644364873,0.6923076923076923,0.5490196078431373,0.5104827009350891
ribonuclease_T2,.,0.7416144512027386,0.7265286470871455,0.4477632084610585,0.6730769230769231,0.4888888888888889,0.5076721090298204
ATP-synt,.,0.47014701836965483,0.7395281656234955,0.5369837181840507,0.6938775510204082,0.6363636363636364,0.5072694093643063
UPP_synthetase,.,0.7240639422929975,0.46148290804044306,0.5110959796969873,0.8541666666666666,0.5217391304347826,0.5054666522609096
Peptidase_M17,.,0.6038512088516673,0.44824265767934546,0.467207264639405,0.9230769230769231,0.6274509803921569,0.5043399587036145
DEFSN,.,0.8540269584619615,0.3926336061627349,0.23315783327646578,0.7333333333333333,0.8518518518518519,0.5023408337644152
DISIN,.,0.8691933857016231,0.44583533943187276,0.23058180302428366,0.7,0.8181818181818182,0.5018390333502922
FAA_hydrolase,.,0.6267506189442797,0.7250842561386619,0.48447182102274233,0.6538461538461539,0.5652173913043478,0.49834985930567594
eIF6,.,0.711825656386588,0.611218103033221,0.4402091002344885,0.74,0.5476190476190477,0.49648625513290734
pot,.,0.8732157593911422,0.407318247472316,0.3293825575504494,0.6792452830188679,0.7608695652173914,0.4961380485984616
dCMP_cyt_deam,.,0.8422654888895681,0.42224362060664417,0.4616744160345566,0.7619047619047619,0.5555555555555556,0.4934917574346836
lyase_1,.,0.5168627930433718,0.7951372171401059,0.5708768306670907,0.7142857142857143,0.43902439024390244,0.4904024569166264
Ribosomal_L6_D,.,0.899489562001406,0.2467501203659125,0.48783079534332924,0.64,0.76,0.4895256305192256
actin,.,0.5356420209676925,0.6579200770341832,0.7467493507865711,0.6666666666666666,0.425531914893617,0.4888791564632422
tRNA-synt_2b,.,0.6468013570926429,0.44752046220510366,0.47165731584289455,0.7735849056603774,0.6923076923076923,0.4886147178056179
Peptidase_S21,.,0.7533209035058226,0.5698122291766975,0.5369897973650198,0.660377358490566,0.5094339622641509,0.4878120428320065
RNA_dep_RNA_pol,.,0.4540391845218082,0.615792007703418,0.6104060697809222,0.660377358490566,0.6888888888888889,0.4876335919867552
Binary_toxA,.,0.6604517529113304,0.49566682715455024,0.4383099459529055,0.8043478260869565,0.6304347826086957,0.48751246477404203
OTCace,.,0.6539841672524986,0.6350505536831973,0.4312884692499829,0.7924528301886793,0.5106382978723404,0.4851109153561322
EF_TS,.,0.9057615307026928,0.3757823784304289,0.4604113527706525,0.7169811320754716,0.56,0.48325576667619885
HSP20,.,0.7637191674053244,0.47087144920558527,0.34277331464574956,0.5952380952380952,0.8461538461538461,0.48318097892003253
intb,.,0.7772473026255463,0.5563312469908513,0.4643257555435212,0.6346153846153846,0.5813953488372093,0.48117548120826925
