,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum scores
cytochrome_b,.,0.13496825716321853,0.6463581919769974,0.7659627494737188,0.5591397849462365,0.7962264150943397,0.5396785656573424
Cytidylyl_trans,.,0.7086948716414337,0.4616414065375381,0.5763479223008284,0.5774058577405857,0.5782312925170068,0.5395242443225676
Glu_syn_central,.,0.4437686662568477,0.7820101040516683,0.5934815278005111,0.6557017543859649,0.4225352112676056,0.53729564326604
Peptidase_M17,.,0.6168283275577872,0.6421760513901603,0.3332905080090036,0.6633333333333333,0.6351351351351351,0.5341847550682932
lipase,.,0.7482006952415665,0.7610324868680908,0.36151524899338405,0.547979797979798,0.4690265486725664,0.5327948714677134
hemocyan,.,0.6891160422367412,0.6889658402756955,0.5198159704759188,0.5681293302540416,0.41935483870967744,0.5316987208141671
lipoxygenase,.,0.11043895964008463,0.8080732041888431,0.877946696035713,0.5227272727272727,0.5614035087719298,0.5294847672726959
aconitase,.,0.7451651334722366,0.8343872327612274,0.3869416690943005,0.475,0.43842364532019706,0.5291743391296747
aakinase,.,0.6640808177520523,0.5431095051691399,0.46148578891890146,0.5714285714285714,0.6388888888888888,0.5287474253594983
ENTH,.,0.5545394704631136,0.5318511827093722,0.6104441673737799,0.6052631578947368,0.5654761904761905,0.5234719619900875
ptpase,.,0.6650437110014633,0.5656596072133687,0.5442978001135139,0.5551601423487544,0.5337423312883436,0.5217762521665557
START,.,0.5403191147910196,0.40444645187193995,0.47105046948837115,0.6030150753768844,0.8333333333333334,0.5163530755581812
ribonuclease_T2,.,0.5486968300683818,0.3692160995684156,0.44531671246751775,0.6789473684210526,0.808,0.5154349332683482
Zn_dep_PLPC,.,0.5223124670195461,0.47527518485062986,0.578917061053606,0.6410256410256411,0.6159420289855072,0.5077178355270648
blmb,.,0.6829197969764064,0.508046438489093,0.429893770600992,0.6387665198237885,0.5702479338842975,0.5060556898405627
Endonuclease_3,.,0.5723339553152251,0.401602596272891,0.5418686406429589,0.6071428571428571,0.7062937062937062,0.5057633972163705
GTP_cyclohydroI,.,0.5892308278161907,0.3995951687912076,0.5018186076195504,0.5707762557077626,0.7672955974842768,0.5055207232683155
OMPdecase,.,0.7545275022984317,0.4253236976814357,0.4673713169748916,0.6133333333333333,0.5615384615384615,0.502461466513434
Spermine_synth,.,0.6468249003106283,0.5863361102746948,0.5514198924266508,0.4689655172413793,0.5654761904761905,0.5010424215530301
Binary_toxA,.,0.6382622224881814,0.3709725986148861,0.42828614778945523,0.5685279187817259,0.8129496402877698,0.50103129594907
formyl_transf,.,0.6480434770782446,0.40309143832180316,0.3658762564744798,0.6329787234042553,0.7606837606837606,0.4971854244649071
urease,.,0.49986671816604195,0.760028773127246,0.6332670769821437,0.5286458333333334,0.3879310344827586,0.49675383950334623
rasgap,.,0.5742162212152039,0.5921074642845363,0.6116353490307906,0.5552238805970149,0.47619047619047616,0.49658473646411333
DUF28,.,0.5522002382752786,0.4812807387333266,0.49448440744905703,0.6088709677419355,0.6666666666666666,0.49387277908926674
MIP,.,0.4852492370295015,0.4304091806350299,0.3867247997838148,0.6026785714285714,0.8918918918918919,0.49084715747842006
tms,.,0.5467329630455715,0.5455351467095093,0.48483859618213115,0.6749116607773852,0.5433526011560693,0.4901159858276164
KAS,.,0.8009095805158278,0.597995918230805,0.31138773061839603,0.5966101694915255,0.48344370860927155,0.4877950947108991
fibrinogen_C,.,0.6776048438426513,0.4985111579510989,0.30838766175801613,0.6385542168674698,0.6666666666666666,0.4875074882212777
lipocalin,.,0.6480217167788229,0.33335006189568933,0.33729697322625046,0.689873417721519,0.780952380952381,0.48740123589402373
Peptidase_S21,.,0.5693147137704614,0.4521563116865885,0.44103069787320404,0.5781990521327014,0.7480916030534351,0.4870768509069567
FAA_hydrolase,.,0.5977880655637822,0.6070460704607205,0.42503563765414487,0.5217391304347826,0.631578947368421,0.4844877071092245
PARP,.,0.659130349633611,0.4351768209040266,0.5412781832561083,0.4719626168224299,0.6692307692307692,0.48152686642878434
Rhodanese,.,0.6558064638969432,0.23757904245709682,0.25476380463050596,0.7851851851851852,0.8426966292134831,0.48118148824790774
aminotran_4,.,0.7439737570788975,0.5415704774331841,0.4012736430126403,0.5724381625441696,0.50625,0.4763191761929852
gluts,.,0.6461176905794225,0.3529893940914854,0.5038693059640538,0.6157407407407407,0.6455696202531646,0.47575589706475885
RuvA,.,0.5922228689866773,0.341848171568146,0.32808244545602633,0.6855670103092784,0.8074074074074075,0.4715247506911285
COX1,.,0.07093857611480733,0.7487871792298274,0.898749856744912,0.5810185185185185,0.4432234432234432,0.4657915053200052
phosfruc,.,0.7015901338802422,0.5734718458295824,0.4261220673423172,0.5643564356435643,0.47191011235955055,0.4633582999224261
GAF,.,0.5497957251891785,0.2978018669075658,0.2508391396900615,0.7285714285714285,0.9080459770114943,0.4622511996239043
PA_phosphatase,.,0.773279440325099,0.6067449563384628,0.36631806724645893,0.5974842767295597,0.3902439024390244,0.46179685117874986
leukocidin,.,0.5259627572475397,0.6280236876442981,0.3966527643474875,0.5190311418685121,0.6626506024096386,0.4609885407098675
Pro_CA,.,0.6659957241011637,0.3674428719595957,0.3912601954857608,0.6349809885931559,0.6666666666666666,0.45822847605136735
dNK,.,0.5301026542125219,0.44474555856671155,0.5511397850667954,0.5665236051502146,0.6274509803921569,0.45527929938181594
Cys-protease-3C,.,0.634639132634465,0.39762119843422,0.3268477411415082,0.5166666666666667,0.8431372549019608,0.4547939546676516
CPS,.,0.6009813895039195,0.42390176988191164,0.3844062697008043,0.6722689075630253,0.636986301369863,0.45462424598752865
laminin_G,.,0.6601694039309981,0.38723276121651357,0.22255763325665853,0.5405405405405406,0.9047619047619048,0.45310786631363226
hexapep,.,0.6094189456046916,0.3657700157248593,0.22428064690886884,0.6227544910179641,0.8910891089108911,0.4522074632560426
tRNA-synt_2d,.,0.6041094325457919,0.47515808491419737,0.5193255408036301,0.5730337078651685,0.5414012738853503,0.45207572308413263
tRNA-synt_1_edit,.,0.6106157620728861,0.36839640001339513,0.3135928599993455,0.544973544973545,0.8672566371681416,0.44829084885075515
Ribosomal_L1,.,0.5398621485031634,0.3602663187125817,0.4967850448839811,0.5871559633027523,0.7152777777777778,0.4457555600871934
Hydrolase,.,0.6189608369011157,0.3699521563116988,0.41668527642798464,0.5668202764976958,0.7251908396946565,0.4449527111696474
PBP,.,0.611790818241659,0.36205627488374936,0.29828543916947725,0.6195652173913043,0.8053097345132744,0.44467464847638133
GP120,.,0.410007561704049,0.5312991401519086,0.44451756951774696,0.6040955631399317,0.685,0.434470736382086
Ald_Xan_dh_2,.,0.48612508908122576,0.802653149988297,0.4593573449725259,0.5393258426966292,0.3754646840148699,0.42892995206723267
pilin,.,0.5781385151859689,0.1960252935862738,0.20994136341599892,0.7286821705426356,0.9489795918367347,0.4283944432162988
TyrKc,.,0.518134489530576,0.435728863461491,0.45793434006629624,0.6115384615384616,0.6369426751592356,0.42770697800835894
psaA_psaB,.,0.0,0.6316872427983662,0.8109576631681688,0.5968819599109132,0.6193353474320241,0.4270525385411489
DNA_polymeraseX,.,0.5317074762948738,0.3374652882331403,0.36031089894256346,0.5614973262032086,0.8650793650793651,0.42575815372356945
hemopexin,.,0.6140375691569515,0.37622536719195526,0.3667183269001169,0.546875,0.752,0.4256638688269446
GroEL,.,0.5795638147980916,0.48850747766738534,0.4492354999892561,0.5486381322957199,0.5894039735099338,0.42542947957243327
PH,.,0.5230087966010412,0.19426879453980153,0.22443684489081211,0.83,0.8805970149253731,0.4240262589620295
Phage_integrase,.,0.6059481778469271,0.2726086520124539,0.40378103167015095,0.6534090909090909,0.7154471544715447,0.42351007545697505
UPP_synthetase,.,0.6051049662443355,0.34927565325037013,0.38753949185396,0.6484018264840182,0.6594202898550725,0.4228393455165902
oxidored_q6,.,0.684889104074072,0.4245207266887654,0.4182593086756503,0.5725806451612904,0.5471698113207547,0.42176635084684166
eIF6,.,0.6023196479183553,0.4921710328214541,0.3862739124918085,0.5627705627705628,0.6033057851239669,0.42149902758072505
Peptidase_C15,.,0.591929104944484,0.414684332028519,0.3647980849315781,0.5906976744186047,0.6833333333333333,0.42085299833312745
THAUMATIN,.,0.5256472329059247,0.37597443875674624,0.34207866253106534,0.5728155339805825,0.8264462809917356,0.41970712791028425
SCP,.,0.5350422421812524,0.21770551038844188,0.25435634699887566,0.7333333333333333,0.9024390243902439,0.4196675405227177
phc,.,0.5119219240456749,0.24880390779216968,0.411026586974969,0.7584269662921348,0.7086614173228346,0.4178031743242032
Dwarfin,.,0.5485390678975742,0.38000602228245844,0.3324259322775614,0.5894736842105263,0.7863247863247863,0.41684628394907547
uce,.,0.5188580194863481,0.23868312757202173,0.3185177648865566,0.7162162162162162,0.8425925925925926,0.4159677152906669
RNA_pol_A_bac,.,0.6134772414468423,0.4145839606544359,0.36200936135207723,0.49333333333333335,0.7450980392156863,0.4130268904886617
MutS_D2,.,0.5421959406161428,0.2900565425407421,0.27121291404403997,0.7152777777777778,0.8020833333333334,0.40948104516096295
adeno_fiber,.,0.5847318859107501,0.34967713874670736,0.3537667652018136,0.478494623655914,0.8503937007874016,0.40774291827636483
DMRL_synthase,.,0.4806306134772414,0.3028538927364675,0.24744865027252858,0.7012987012987013,0.8842105263157894,0.40745569530713216
IF4E,.,0.5257451542533226,0.37199304091807567,0.32256816194868915,0.6055555555555555,0.788135593220339,0.40632622600472384
Plectin,.,0.7006163604811201,0.5586837967145266,0.2147533697856587,0.6070038910505836,0.5323741007194245,0.40606475485895477
int,.,0.6559479058431844,0.4183813443072831,0.370021250218699,0.6224489795918368,0.543859649122807,0.40478398389143605
DSBA,.,0.48978625945893006,0.3675934290207218,0.26858753062617585,0.6732673267326733,0.7967479674796748,0.39800377417041827
Recep_L_domain,Fold,0.6617252653396511,0.3046773060323287,0.2205020432630422,0.5369127516778524,0.8709677419354839,0.39745060458255027
Ala_racemase_N,.,0.6532550687897465,0.440379403794054,0.34691778686424896,0.6611570247933884,0.4927536231884058,0.397301756295132
MoCF_biosynth,.,0.5651040958323585,0.2878316437485455,0.2735126587065024,0.6928104575163399,0.7731958762886598,0.39637403220929174
Bac_rhodopsin,.,0.422405492299574,0.4043293519355096,0.5112927089830112,0.6751054852320675,0.5735294117647058,0.39369815062186747
NHase_alpha,.,0.44379042655626944,0.2994747231423015,0.381917815259252,0.6461538461538462,0.8148148148148148,0.3934621632620334
Amidase_2,.,0.5422557814395526,0.2533373481883034,0.2333658900669844,0.7847222222222222,0.7659574468085106,0.3904533579061427
EF_TS,.,0.5637712774927783,0.24530763826157376,0.28921769807149605,0.7762237762237763,0.696969696969697,0.3866889186523197
Peptidase_S11,.,0.6406504153497151,0.5674495633845374,0.23290897656086168,0.5579710144927537,0.5673758865248227,0.3843170393646875
NusB,.,0.4383122711768514,0.18541938505805272,0.29810673588172887,0.776,0.8641975308641975,0.38232134400558354
cryst,.,0.5522872794729655,0.36307671718693696,0.26064429224197283,0.5942857142857143,0.7876106194690266,0.380412792125097
Ald_Xan_dh_1,.,0.5304181785541369,0.28905282879990124,0.3045109089396824,0.6666666666666666,0.7659574468085106,0.3798128764318915
Aldolase_II,.,0.5721217923958634,0.3576399344240474,0.38388634133842725,0.5939086294416244,0.6434108527131783,0.3772080475102814
msb,.,0.5019285065362499,0.21430961223192938,0.21650413378188654,0.7027027027027027,0.9130434782608695,0.37606276087936175
Nitroreductase,.,0.655436538806774,0.32087055438456635,0.40372813490179577,0.518918918918919,0.648,0.37535396094762136
intb,.,0.5045397424668564,0.25243400582154524,0.25044654300003305,0.6666666666666666,0.8717948717948718,0.37485857863057487
Topoisomerase_I,.,0.48508059470898324,0.3559670781893111,0.4121286773800735,0.6277056277056277,0.6609195402298851,0.3729735822265282
PTS_EIIA_2,.,0.5171117554577551,0.2573020174646263,0.3133081771806239,0.684931506849315,0.75,0.36412768251930366
RhoGEF,.,0.45844054814194235,0.34792063970023424,0.5157210091884068,0.5970149253731343,0.5971223021582733,0.36115532910657744
VAT-N,.,0.5549583562269818,0.3009301080665232,0.2701700814110802,0.5297297297297298,0.8571428571428571,0.3596362248636757
E2_N,.,0.5206750044880617,0.3341697614507111,0.38935185715004456,0.5223880597014925,0.7448275862068966,0.35893454991529306
mutT,.,0.5002203230316449,0.21482819766469702,0.14474830045026876,0.7674418604651163,0.8809523809523809,0.357446437429427
MCR_alpha,.,0.38099020242518533,0.50142192779954,0.46950857704932636,0.6610738255033557,0.49382716049382713,0.3568138249021614
SRP19,.,0.4576952578867485,0.16785439459333265,0.16351827417481202,0.7692307692307693,0.948051948051948,0.35659621252326446
RRF,.,0.4443235538921015,0.30546354846265333,0.46020049416488756,0.5706521739130435,0.7251908396946565,0.3563559706070121
Ribosomal_L4,.,0.6051593669928897,0.25711800327880463,0.3030893175898504,0.7212121212121212,0.6190476190476191,0.3562616439008808
fkbp,.,0.4730580292784829,0.21260329887249915,0.17908677515144591,0.719626168224299,0.9154929577464789,0.35360104580125257
Topoisom_bac,.,0.5702340864210291,0.35822543410620494,0.38563930006695674,0.5213675213675214,0.6627906976744186,0.35285718062113774
Astacin,.,0.5860864645497522,0.36650607246814504,0.3289949705084318,0.5841121495327103,0.6287878787878788,0.3511157692056482
Pep_deformylase,.,0.4936378324565746,0.29233162701998283,0.375714980990836,0.6049382716049383,0.7256637168141593,0.3500989157941802
Sua5_yciO_yrdC,.,0.6161537582757138,0.34045970089331606,0.28495874564242735,0.5957446808510638,0.6545454545454545,0.3499029980004219
ung,.,0.5628355846176444,0.39469370002343324,0.39862549389700314,0.6043478260869565,0.5306122448979592,0.3495576770020665
CH,.,0.4936541526811409,0.18379671451035925,0.26574760282611176,0.6296296296296297,0.9117647058823529,0.3465446645480297
BIR,.,0.4383177112517068,0.15186188898926367,0.15679914773185766,0.8539325842696629,0.8833333333333333,0.3463838330636793
transketolase_C,.,0.5095119708847193,0.26319047141089347,0.25475941516590267,0.5797101449275363,0.8764044943820225,0.34607515668367533
COX3,.,0.2623639301276785,0.41478470340260615,0.3862045738306172,0.6735395189003437,0.7448979591836735,0.34525015891124233
Levi_coat,.,0.49333318826467054,0.16982836495032005,0.24585706016644965,0.6201550387596899,0.9396551724137931,0.33926212075502044
UreE,.,0.5092508472916587,0.24861989360635,0.21868759483121378,0.6940298507462687,0.7956989247311828,0.3380879161681434
C2,.,0.4844767464000304,0.24858643648165463,0.24070658143725143,0.6507936507936508,0.8390804597701149,0.33686681064184726
TIMP,.,0.5600665865162304,0.29984275151394424,0.2861536099858425,0.5141242937853108,0.8,0.3352699372485134
transcript_fac2,.,0.6299171476599518,0.3262906085851095,0.42952207966610817,0.5508021390374331,0.5234375,0.3351693347012135
PGAM,.,0.5600448262168087,0.2988390377731032,0.34671029166461104,0.7309644670050761,0.5196850393700787,0.3334481073164417
L15,.,0.49689099722012176,0.18361270032453875,0.21882058072915309,0.7034482758620689,0.853448275862069,0.33343755951946075
HSP20,.,0.45642772044543334,0.17411087691124263,0.1762948152717714,0.7130434782608696,0.9354838709677419,0.33304023070314936
Heme_oxygenase,.,0.5385946110618481,0.30462712034528655,0.48214766838603795,0.5656565656565656,0.5602836879432624,0.33116872534881425
Ribosomal_L5_NC,.,0.5070421769003541,0.3337850045167231,0.38389772418731377,0.5277777777777778,0.696,0.32987197917394945
MBD,.,0.4334434041812415,0.09587139081267575,0.10329864199947107,0.8133333333333334,1.0,0.32869121469654194
B_lectin,.,0.5049640683055798,0.19657733614373601,0.17076507564119123,0.6697247706422018,0.8888888888888888,0.3217493072971818
Ribosomal_L14,.,0.45737973354513356,0.23440061561109976,0.16044631853183977,0.7049180327868853,0.8734177215189873,0.32158405117989175
Flavoprotein,.,0.542185060466432,0.333450433269776,0.3902443320209146,0.5562130177514792,0.6057692307692307,0.3203365616954434
CBD_6,.,0.4996164747226922,0.28423500284386316,0.20232863683688426,0.618421052631579,0.822429906542056,0.31995266127048
RNA_pol_K,.,0.42238373200015233,0.12584897453913124,0.1853148302419047,0.7857142857142857,0.9076923076923077,0.31991711545226265
Frataxin_Cyay,.,0.5025921956686125,0.1936832948576445,0.2824167248531736,0.6050420168067226,0.8414634146341463,0.3191056664238772
Flavin_Reduct,.,0.5190049015074447,0.27924989126435207,0.31252785685025375,0.6073619631901841,0.7037037037037037,0.31755836408584776
Bacteriofer,.,0.4519124583154264,0.30024423701027825,0.4590227040948022,0.5740740740740741,0.6310679611650486,0.3150050903143284
