,benchmark,alignment,threading,secondary_structure,sum scores
Peripla_BP_2,.,0.7168674698795181,0.5654205607476636,0.34,0.5237593812750715
bv,.,0.6566265060240963,0.46261682242990654,0.4975,0.5192298316958548
RNase_HII,.,0.5481927710843374,0.42289719626168226,0.6425,0.5166538041593576
PK,.,0.6204819277108434,0.8014018691588785,0.1875,0.513217721008997
hexokinase,.,0.5421686746987951,0.8317757009345794,0.235,0.512858751272836
PPDK_N_term,.,0.5481927710843374,0.7897196261682243,0.27,0.5120157128021348
DHPS,.,0.5783132530120482,0.5186915887850467,0.51,0.511274317267617
isoamylase_NC,.,0.5903614457831325,0.7827102803738317,0.215,0.4958075738245063
ModE_C,.,0.6204819277108434,0.20093457943925233,0.765,0.49445540082730904
internalin,.,0.6987951807228916,0.34345794392523366,0.535,0.4869696975271792
ghf14,.,0.5843373493975904,0.7850467289719626,0.2075,0.4866682181395387
CBD_3,.,0.6144578313253012,0.2967289719626168,0.665,0.48609860376639963
GXGXG,.,0.5060240963855421,0.5163551401869159,0.5525,0.48503043309089255
tbpc,.,0.6566265060240963,0.35514018691588783,0.5625,0.484530037097372
tln,.,0.6626506024096386,0.6635514018691588,0.24,0.4779418731183408
flav,.,0.6144578313253012,0.3341121495327103,0.6175,0.4778340212245167
His_biosynth,.,0.608433734939759,0.5023364485981309,0.455,0.4775891123398203
Dehydratase_MU,.,0.6144578313253012,0.338785046728972,0.61,0.4755245189437596
Methyltransf_1,.,0.5963855421686747,0.32242990654205606,0.6375,0.4698653989968163
svmp,.,0.5542168674698795,0.45093457943925236,0.5475,0.466872221491456
FAD-oxidase_C,.,0.6506024096385542,0.5817757009345794,0.32,0.4666489289778031
ligase-CoA,.,0.572289156626506,0.2616822429906542,0.715,0.46386593618663285
DNA_ligase,.,0.5421686746987951,0.411214953271028,0.595,0.46338577679579135
5_3_exonuclease,.,0.5963855421686747,0.5537383177570093,0.3925,0.45868053671149683
Peptidase_C15,.,0.6325301204819277,0.5350467289719626,0.375,0.45864213315868524
rvintegrase,.,0.5542168674698795,0.2803738317757009,0.7025,0.45416041554943765
actin,.,0.4578313253012048,0.764018691588785,0.315,0.45396379855749797
Ribosomal_L7Ae,.,0.5421686746987951,0.2219626168224299,0.7725,0.453785118554297
mofe,.,0.6746987951807228,0.8037383177570093,0.0575,0.45321803375649283
Asn_synthase_NC,.,0.5,0.7990654205607477,0.235,0.4516890204472472
sodcu,.,0.5602409638554217,0.37616822429906543,0.5975,0.45156139187353217
bac_luciferase,.,0.6686746987951807,0.4696261682242991,0.395,0.4510644453009229
TGT,.,0.5843373493975904,0.7897196261682243,0.1575,0.44963983446459005
Exonuclease,.,0.536144578313253,0.37383177570093457,0.62,0.4483486012368244
pcd,.,0.5542168674698795,0.4929906542056075,0.4825,0.44812898810547674
ghf1,.,0.5481927710843374,0.7289719626168224,0.25,0.4460517468327417
igvar-h,.,0.5060240963855421,0.31542056074766356,0.705,0.4454635055866821
Ribosomal_L18p,.,0.6265060240963856,0.35046728971962615,0.5475,0.44385308594393175
ETF_beta,.,0.5481927710843374,0.4485981308411215,0.5275,0.44370407096056713
ghf15,.,0.536144578313253,0.794392523364486,0.19,0.44063753577049475
ALAD,.,0.5542168674698795,0.647196261682243,0.3175,0.4393108884880404
MM_CoA_mutase,.,0.6385542168674698,0.25934579439252337,0.615,0.4343986831490727
tRNA-synt_1c,.,0.6144578313253012,0.5023364485981309,0.395,0.4334953947931221
Rotamase,.,0.6024096385542169,0.20794392523364486,0.7,0.4323184523782147
DNA_ligase_N,.,0.5180722891566265,0.5654205607476636,0.425,0.4307984075633383
Ribosomal_L2,.,0.5602409638554217,0.2757009345794392,0.6725,0.43075678455100946
Glyco_hydro_47,.,0.463855421686747,0.8691588785046729,0.175,0.4304074731934002
gdh,.,0.7289156626506024,0.6635514018691588,0.115,0.4299604282433064
asprs,.,0.6024096385542169,0.8271028037383178,0.0775,0.42958904059186537
Asn_synthase,.,0.46987951807228917,0.677570093457944,0.3575,0.42790388349603853
DNA_pol_B_exo,.,0.5180722891566265,0.6051401869158879,0.38,0.4264847917331637
ligase-CoA_NC,.,0.5060240963855421,0.735981308411215,0.26,0.4254987172753439
reductases,.,0.6927710843373494,0.5186915887850467,0.2875,0.4230130645667205
response_reg,.,0.5783132530120482,0.2850467289719626,0.6325,0.42047843008115793
Ham1p_like,.,0.5180722891566265,0.3177570093457944,0.66,0.4204533642892032
Fe_Asc_oxidored,.,0.5843373493975904,0.5420560747663551,0.3675,0.41887191978210686
ICL,.,0.43373493975903615,0.6728971962616822,0.3825,0.41498235276261813
flavbb,.,0.5240963855421686,0.6518691588785047,0.3125,0.41443780418143394
Ala_racemase_N,.,0.5843373493975904,0.4976635514018692,0.4025,0.411199027907195
tRNA-synt_1d_N,.,0.5903614457831325,0.1985981308411215,0.6925,0.4087145250055422
CcmE,.,0.5180722891566265,0.18925233644859812,0.77,0.4053366220878838
FAD_binding,.,0.6144578313253012,0.514018691588785,0.3475,0.4042353369716291
Asp_Glu_race_D,.,0.5421686746987951,0.1939252336448598,0.735,0.4002466565912913
Methyltransf_2,.,0.5602409638554217,0.6915887850467289,0.2175,0.39880548853458475
gpr,.,0.5662650602409639,0.3364485981308411,0.565,0.39748528017116475
xia,.,0.5602409638554217,0.544392523364486,0.3625,0.3970113297379636
RuBisCO_large,.,0.4759036144578313,0.6355140186915887,0.355,0.3964265379128151
tRNA-synt_1b,.,0.4578313253012048,0.5794392523364486,0.4275,0.39508103379604625
CYCc,Fold,0.4879518072289157,0.40654205607476634,0.57,0.3948549817456644
malt_amylase_NC,.,0.40963855421686746,0.6892523364485982,0.3625,0.39232011729870797
MAAL,.,0.5060240963855421,0.7219626168224299,0.23,0.3895391941600843
Glyco_hydro_2,.,0.536144578313253,0.21495327102803738,0.705,0.3879961532057997
FTR,Fold,0.5421686746987951,0.26869158878504673,0.645,0.3878020657891951
DHquinase_II,.,0.5120481927710844,0.24532710280373832,0.6975,0.38699743087130534
RuBisCO_large_NC,.,0.37349397590361444,0.7780373831775701,0.3025,0.38630800661185
intb,.,0.572289156626506,0.31542056074766356,0.5625,0.38318605072580403
MCR_beta_N,Fold,0.46987951807228917,0.38317757009345793,0.595,0.38142753594526546
dTDP_sugar_isom,.,0.46987951807228917,0.4088785046728972,0.5675,0.3799578526756928
Sec7,.,0.4879518072289157,0.38317757009345793,0.575,0.3798527603185976
MAP1_LC3,.,0.5240963855421686,0.18691588785046728,0.735,0.3797570963786599
A2M_B,.,0.3493975903614458,0.6565420560747663,0.44,0.379697766338987
Lyase_8_NC,.,0.2891566265060241,0.883177570093458,0.2725,0.3787947079444302
RuvA,.,0.5301204819277109,0.40420560747663553,0.51,0.3783796276281137
cbp,.,0.5481927710843374,0.1822429906542056,0.7125,0.37724384830274693
HMA,Fold,0.5180722891566265,0.1378504672897196,0.7825,0.3735571072328377
DHDPS,.,0.5662650602409639,0.5794392523364486,0.2925,0.3733786571910307
Alpha_adaptinC12,.,0.6144578313253012,0.5280373831775701,0.295,0.3727993844393402
GSH_synthase_NC,.,0.42168674698795183,0.8037383177570093,0.21,0.37110824834726736
SET,.,0.6566265060240963,0.5257009345794392,0.2525,0.370620040307633
Stap_Strp_toxin,.,0.6746987951807228,0.43457943925233644,0.325,0.3701713856277808
PyrI_NC,Fold,0.608433734939759,0.21728971962616822,0.6075,0.3693097202841588
Peptidase_A6,.,0.35542168674698793,0.6985981308411215,0.3775,0.36791799392717944
TMV_coat,.,0.463855421686747,0.308411214953271,0.6575,0.3664857943648419
rrm,Fold,0.572289156626506,0.08411214953271028,0.7725,0.36577889303943656
sti,.,0.5903614457831325,0.35514018691588783,0.4825,0.3650439364239531
MAAL_C,.,0.4939759036144578,0.514018691588785,0.42,0.3650381873891009
igI,.,0.5301204819277109,0.19626168224299065,0.7,0.3637209685238042
DUF153,.,0.5662650602409639,0.22897196261682243,0.63,0.36278548557268214
UPF0076,.,0.4759036144578313,0.24532710280373832,0.7025,0.3615549621529537
pili_assembly,.,0.572289156626506,0.3808411214953271,0.47,0.3610644544993786
NADHdh_2,.,0.6204819277108434,0.3808411214953271,0.42,0.35958810234937744
Thr_dehydrat_C,Fold,0.5301204819277109,0.11448598130841121,0.775,0.3581857977682708
ppase,.,0.5602409638554217,0.34345794392523366,0.515,0.35744440223375296
biotin_lipoyl,.,0.5542168674698795,0.19158878504672897,0.6725,0.35712314616622154
GATase,.,0.6024096385542169,0.4322429906542056,0.3825,0.3561812242960653
mmp,.,0.5120481927710844,0.31542056074766356,0.5875,0.35439718380078344
Cytidylyltransf,.,0.5421686746987951,0.2102803738317757,0.6625,0.35438108650319766
RNA_pol_A_bac,.,0.5120481927710844,0.5373831775700935,0.365,0.35395818749948266
Recep_L_domain,.,0.5963855421686747,0.24299065420560748,0.575,0.3539131150662425
GAD,.,0.5783132530120482,0.27102803738317754,0.565,0.3538845998533765
Peptidase_M27,.,0.572289156626506,0.6518691588785047,0.19,0.3537351249472237
Desulfoferrodox,.,0.5,0.19626168224299065,0.7175,0.3534111093429634
Bet_v_I,.,0.4578313253012048,0.2803738317757009,0.675,0.352956475666865
cpn60_TCP1,.,0.572289156626506,0.3107476635514019,0.53,0.35281895875320457
cdh,.,0.5301204819277109,0.2219626168224299,0.66,0.3520398495500576
eIF-5a,.,0.5421686746987951,0.20093457943925233,0.6675,0.35083094250137287
PMSR,Fold,0.5542168674698795,0.3060747663551402,0.55,0.350576375238125
trans_reg_C,.,0.5301204819277109,0.14018691588785046,0.735,0.34650467879452407
Fimbrial,.,0.6144578313253012,0.2383177570093458,0.5525,0.34647869315699265
T-box,.,0.43373493975903615,0.29906542056074764,0.67,0.34445664261883713
ACT,Fold,0.5783132530120482,0.12850467289719625,0.695,0.3436540773534937
GAF,.,0.5783132530120482,0.2850467289719626,0.5375,0.3428715187294355
HSF_DNA-bind,.,0.4759036144578313,0.1705607476635514,0.7525,0.34132295870169294
RHD,.,0.5542168674698795,0.5490654205607477,0.295,0.3407657622438344
mycin,.,0.4879518072289157,0.2546728971962617,0.655,0.3402285724272608
Cohesin,.,0.5240963855421686,0.2803738317757009,0.5925,0.3396939121860221
UPF0033,.,0.5180722891566265,0.12383177570093458,0.755,0.3396398712584132
Transglutamin_NC,.,0.25301204819277107,0.8107476635514018,0.3325,0.3391134896273612
ENTH,.,0.42168674698795183,0.45093457943925236,0.5225,0.3381835257496972
P-II,Fold,0.5120481927710844,0.14485981308411214,0.7375,0.33760080357709554
Tymo_coat,.,0.5,0.3855140186915888,0.5075,0.3364620347536054
CBD_2,.,0.5240963855421686,0.24299065420560748,0.625,0.3357047718828963
Usp,.,0.5602409638554217,0.3037383177570093,0.5275,0.33520828523307505
SpoU_methylase_N,.,0.536144578313253,0.14953271028037382,0.7,0.3304685509396682
ets,.,0.4939759036144578,0.16355140186915887,0.725,0.3278952829399
PyrI,Fold,0.5542168674698795,0.16355140186915887,0.6625,0.32604984275239857
RuBisCO_large_N,Fold,0.5662650602409639,0.18925233644859812,0.6225,0.32421107144532585
IRF,.,0.5180722891566265,0.11214953271028037,0.7475,0.32396961198154056
igV,.,0.5662650602409639,0.26635514018691586,0.545,0.32388659591827734
igcon,.,0.5,0.21495327102803738,0.66,0.32170794167075234
igvar-l,.,0.5421686746987951,0.17757009345794392,0.655,0.32153271108846243
Agglutinin,.,0.4397590361445783,0.397196261682243,0.5375,0.3213011399646226
Astacin,.,0.5843373493975904,0.34813084112149534,0.44,0.31967784248380376
arrestin_NC,.,0.45180722891566266,0.6915887850467289,0.2275,0.31839350809786043
Ribosomal_L2_C,.,0.5180722891566265,0.07009345794392523,0.7825,0.31820539967750205
TIMP,.,0.5180722891566265,0.4088785046728972,0.4425,0.3172128863006478
Furin-like,.,0.6265060240963856,0.21261682242990654,0.53,0.3169449812765433
tRNA_bind,.,0.572289156626506,0.1939252336448598,0.6025,0.31661130729373155
XPG_C,.,0.5120481927710844,0.102803738317757,0.7525,0.31549829414637864
TIG,.,0.5120481927710844,0.17523364485981308,0.675,0.31135645947758284
CBS,.,0.5120481927710844,0.04439252336448598,0.805,0.31066933483206843
Glyco_hydro_20b,.,0.5903614457831325,0.24299065420560748,0.5275,0.31018848555704454
EFTU_2,.,0.5120481927710844,0.26869158878504673,0.58,0.31009673096080625
Dehydratase_SU,.,0.45180722891566266,0.2336448598130841,0.675,0.3098617104160553
pp-binding,.,0.5602409638554217,0.1308411214953271,0.6675,0.3083340768751742
igC1,.,0.45180722891566266,0.20093457943925233,0.705,0.30764764211384177
CAT_RBD,.,0.4759036144578313,0.08411214953271028,0.7975,0.30746298311439463
RA,.,0.4819277108433735,0.10981308411214953,0.765,0.30682989939648925
sh3,.,0.536144578313253,0.10046728971962617,0.72,0.30672457707800005
HTH_AraC_2,.,0.5301204819277109,0.20327102803738317,0.6225,0.30613610587054646
fer2,.,0.5903614457831325,0.1542056074766355,0.61,0.30505413751139454
dpo1,.,0.30120481927710846,0.7850467289719626,0.2675,0.30438793935274155
gln-synt_N,.,0.5060240963855421,0.1425233644859813,0.705,0.30422121734203256
KSI,.,0.5481927710843374,0.21728971962616822,0.5875,0.3037596848241116
Staphylokinase,.,0.536144578313253,0.21962616822429906,0.595,0.30195287815081595
PEP-utilizers_C,.,0.35542168674698793,0.7920560747663551,0.2025,0.30130507690368935
acyo,Fold,0.5180722891566265,0.19158878504672897,0.64,0.30104637033534803
parv,.,0.4759036144578313,0.1425233644859813,0.73,0.3000382195836962
eIF-1a,.,0.4819277108433735,0.12149532710280374,0.745,0.3000350001241791
ndk,.,0.5421686746987951,0.2523364485981308,0.5525,0.2988766845821923
fkbp,.,0.4939759036144578,0.2827102803738318,0.57,0.2986161383226983
Pertussis_S2S3,.,0.4457831325301205,0.18457943925233644,0.715,0.2975348598477287
PBP_GOBP,.,0.5240963855421686,0.19158878504672897,0.6275,0.29575610846451084
ltb,.,0.4879518072289157,0.14485981308411214,0.71,0.29545094969456526
PAS,.,0.572289156626506,0.1822429906542056,0.5875,0.2948141865943546
Alpha_adaptinC2,.,0.4819277108433735,0.21962616822429906,0.64,0.29442348218581066
MutS_D2,.,0.5421686746987951,0.2757009345794392,0.5225,0.2934560346009112
Ribosomal_L11,.,0.463855421686747,0.0630841121495327,0.8125,0.292696242154867
Transglutamin_N,.,0.536144578313253,0.24299065420560748,0.56,0.29244765388786537
Propep_M14,Fold,0.5060240963855421,0.10514018691588785,0.7275,0.2920629284755674
isoamylase_N,.,0.5,0.205607476635514,0.6325,0.291608064838075
CopC,.,0.5120481927710844,0.1985981308411215,0.625,0.28959751236962333
Arg_repressor_C,.,0.45180722891566266,0.1261682242990654,0.7575,0.28945792580341617
PKD,.,0.5060240963855421,0.17289719626168223,0.655,0.28818830894669395
cystatin,.,0.5120481927710844,0.1939252336448598,0.6275,0.28782244036871074
ARID,.,0.4879518072289157,0.17523364485981308,0.67,0.28758718986256604
Bcl-2,.,0.43373493975903615,0.29439252336448596,0.605,0.2875398178153851
YgbB,.,0.5120481927710844,0.2757009345794392,0.545,0.28723074970174006
TPK_B1_binding,.,0.5180722891566265,0.18925233644859812,0.625,0.2868839679194656
7kD_DNA_binding,.,0.4819277108433735,0.07242990654205607,0.7775,0.28650246196668494
PSI_PsaE,.,0.5120481927710844,0.07710280373831775,0.7425,0.2863336703034296
Transglutamin_C,.,0.4759036144578313,0.1939252336448598,0.66,0.2848451301995421
gln-synt_NC,.,0.3433734939759036,0.7266355140186916,0.2575,0.28295001835091926
TIR,.,0.5120481927710844,0.24766355140186916,0.5675,0.28270717911876964
UreE,Fold,0.5421686746987951,0.2733644859813084,0.51,0.2813359193258635
Filamin,.,0.5180722891566265,0.1939252336448598,0.6125,0.280489891357039
MHC_II_beta_NC,.,0.42771084337349397,0.338785046728972,0.5575,0.28008010015278634
cNMP,.,0.4879518072289157,0.20093457943925233,0.635,0.27999064517048877
profilin,.,0.5602409638554217,0.16121495327102803,0.6,0.278005158493992
CAP_GLY,.,0.5301204819277109,0.16355140186915887,0.6275,0.277773127447364
RNA_pol_A_CTD,.,0.4759036144578313,0.10981308411214953,0.735,0.27740127987313495
prenyltrans,.,0.6686746987951807,0.6518691588785047,0.0,0.2772600835771691
alpha-amylase_N,.,0.463855421686747,0.2546728971962617,0.6,0.2756135599955479
Pertussis_S2S3_NC,.,0.42771084337349397,0.2523364485981308,0.6375,0.27481214453717495
ANK,.,0.5180722891566265,0.15654205607476634,0.6425,0.27445846391307827
MCR_alpha_N,Fold,0.4759036144578313,0.2757009345794392,0.565,0.2740420038283971
UBQ,.,0.5,0.1261682242990654,0.69,0.27368556366757135
Dehydratase_LU,.,0.27710843373493976,0.5607476635514018,0.4775,0.2730221250456473
Malate_synthase,.,0.21686746987951808,0.735981308411215,0.3625,0.2730161460494013
SLT_beta,.,0.4759036144578313,0.09813084112149532,0.74,0.27194245630043623
UBX,.,0.5,0.1588785046728972,0.655,0.27181505768811526
SAM,.,0.4397590361445783,0.12149532710280374,0.7525,0.2717136447133253
igC2,.,0.4879518072289157,0.18457943925233644,0.64,0.2707144624560429
chromo,.,0.5180722891566265,0.08411214953271028,0.71,0.27043115001853474
EFG_IV,Fold,0.4819277108433735,0.19158878504672897,0.6375,0.269477040194492
MCR_gamma,Fold,0.4457831325301205,0.37149532710280375,0.4925,0.2684656699833232
rub,.,0.463855421686747,0.0630841121495327,0.7825,0.2681887964648494
PGM_PMM,.,0.4578313253012048,0.3060747663551402,0.545,0.2677530196230657
DNA_ligase_C,.,0.5,0.11214953271028037,0.6925,0.2642757733831643
Invasin,.,0.4879518072289157,0.19626168224299065,0.62,0.2639195631837328
Ribosomal_L2_N,.,0.4879518072289157,0.06775700934579439,0.7475,0.26309883096825715
DnaJ,.,0.45180722891566266,0.06775700934579439,0.7825,0.2621638079399229
HGTP_anticodon,.,0.5662650602409639,0.1705607476635514,0.565,0.2619690306391363
NTP_transf_2_2,Fold,0.4759036144578313,0.2523364485981308,0.5725,0.2610820695421651
Fe_dep_repress,.,0.46987951807228917,0.09813084112149532,0.7325,0.26089442104459504
SAM_PNT,.,0.4457831325301205,0.10747663551401869,0.745,0.25905587969891614
PAC,.,0.4879518072289157,0.17289719626168223,0.635,0.2570864903200052
Arg_repressor_N,.,0.4759036144578313,0.07242990654205607,0.7475,0.25707384244333065
ACBP,.,0.4879518072289157,0.09345794392523364,0.7125,0.25550228627617994
sodfe,.,0.42168674698795183,0.34579439252336447,0.525,0.254335232201218
scorptoxin,.,0.5180722891566265,0.08878504672897196,0.685,0.2538256377519342
EF1BD,Fold,0.5542168674698795,0.11682242990654206,0.62,0.2531573699407343
PAF-AH,.,0.572289156626506,0.411214953271028,0.3075,0.2531286247664743
Huristasin,.,0.4578313253012048,0.037383177570093455,0.7925,0.25044129591524167
Terpene_synth_N,.,0.43373493975903615,0.34813084112149534,0.505,0.24974796231208704
UPF0044,.,0.5301204819277109,0.16121495327102803,0.595,0.24931471504563807
csp,.,0.45180722891566266,0.04906542056074766,0.785,0.2489366585137687
HPPK,Fold,0.536144578313253,0.2897196261682243,0.46,0.24892975967194617
fn3,.,0.5421686746987951,0.18457943925233644,0.5575,0.24760955130852616
Apocytochrome_F,.,0.41566265060240964,0.2733644859813084,0.595,0.24742903161417265
Colicin,.,0.3674698795180723,0.40654205607476634,0.51,0.2474166136988923
CBM_20,.,0.5060240963855421,0.21962616822429906,0.5575,0.2467127018716097
dutpase,.,0.4939759036144578,0.23130841121495327,0.555,0.24437146491846934
arrestin,.,0.42168674698795183,0.32009345794392524,0.5375,0.2435511926257821
EFG_C,Fold,0.4457831325301205,0.12850467289719625,0.7025,0.24151511444258736
Lum_binding,.,0.5240963855421686,0.1822429906542056,0.57,0.24114878594181596
LEM,.,0.4879518072289157,0.07710280373831775,0.71,0.24009924213922962
myb_DNA-binding,.,0.4457831325301205,0.0911214953271028,0.7375,0.23956826128029615
cpn10,.,0.4759036144578313,0.23598130841121495,0.5625,0.23955216398271054
Inh,.,0.4759036144578313,0.21962616822429906,0.5775,0.23844512983160385
GHMP_kinases_C,Fold,0.5,0.21962616822429906,0.5525,0.23770695375660328
Fork_head,.,0.40963855421686746,0.11448598130841121,0.7475,0.23729716255235084
EGF_Lam,.,0.4939759036144578,0.07476635514018691,0.7025,0.23698487497918852
arrestin_C,.,0.39759036144578314,0.24299065420560748,0.63,0.2364446956644918
S1,.,0.5240963855421686,0.09345794392523364,0.6525,0.2360144378961659
Rib_hydrolayse,.,0.5120481927710844,0.35046728971962615,0.4075,0.23598270322378267
NHase_beta,.,0.5240963855421686,0.34579439252336447,0.4,0.23588083032620474
PAX,.,0.42168674698795183,0.17289719626168223,0.675,0.23563017240665637
DUF170,.,0.4939759036144578,0.0630841121495327,0.7125,0.2356106256881595
GerE,.,0.4819277108433735,0.08644859813084112,0.6975,0.23260135088521341
recombinase,.,0.43373493975903615,0.05841121495327103,0.7725,0.23159641959307864
E2_C,Fold,0.45180722891566266,0.11448598130841121,0.6975,0.23089963656901277
Antifreeze,.,0.45180722891566266,0.11448598130841121,0.6975,0.23089963656901277
tetR,.,0.46987951807228917,0.08878504672897196,0.705,0.23079454421191775
VHS,.,0.4457831325301205,0.2219626168224299,0.595,0.23004395022163682
ghf9,.,0.5240963855421686,0.7242990654205608,0.0125,0.22853241397834115
TRANSTHYRETIN,.,0.4879518072289157,0.17757009345794392,0.595,0.22822725520839557
SSB,.,0.4457831325301205,0.09579439252336448,0.7175,0.22704732329536528
RNA_pol_N,.,0.42771084337349397,0.07242990654205607,0.7575,0.22587360033997483
Cucumo_coat,.,0.42771084337349397,0.2383177570093458,0.59,0.22455661143607195
CIDE-N,.,0.4939759036144578,0.11682242990654206,0.645,0.2243685030157137
STAT,.,0.40963855421686746,0.735981308411215,0.11,0.22422270749186635
cbm12,.,0.4759036144578313,0.08411214953271028,0.695,0.223729210340168
DEP,.,0.5120481927710844,0.1308411214953271,0.61,0.221992081969279
GSH_synth_ATP,.,0.5060240963855421,0.7266355140186916,0.02,0.22180443347170878
linker_histone,.,0.43373493975903615,0.10046728971962617,0.7175,0.22102233477043878
IF3,.,0.4036144578313253,0.17523364485981308,0.67,0.21869075619584988
Rho_GDI,.,0.4457831325301205,0.3177570093457944,0.485,0.21843917843072494
capsid_c,.,0.41566265060240964,0.12850467289719625,0.7025,0.21690924527590294
Urease_beta,.,0.46987951807228917,0.16355140186915887,0.6125,0.21630766626898681
A2M_A,.,0.4939759036144578,0.2266355140186916,0.5225,0.2140043729458697
hom,.,0.42771084337349397,0.08878504672897196,0.725,0.21268462450523806
rnh,.,0.5060240963855421,0.3060747663551402,0.4275,0.21113491467052514
RRF,.,0.41566265060240964,0.308411214953271,0.515,0.2107060366705638
