,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum scores
Levi_coat,.,0.7905355631054084,0.3748245381084204,0.5612953679153443,0.6201550387596899,0.9469026548672567,0.7746694445220599
MATH,.,0.8401501907620588,0.4779012860882381,0.5247581115781309,0.62,0.8279569892473119,0.7734441090294412
Phage_integrase,.,0.8687754944970368,0.3886718009029132,0.6822223102674478,0.6518987341772152,0.6964285714285714,0.7722923450541322
PTS_EIIA_2,.,0.8302712449560753,0.5032057361811832,0.6291361224160548,0.503448275862069,0.8214285714285714,0.7720815258887783
DNA_polymeraseX,.,0.8710734351463976,0.5371220456011161,0.7077337786014757,0.5402298850574713,0.6311475409836066,0.772005315068764
Haloperoxidase,.,0.9052346868093809,0.6262377176675838,0.6737979023826748,0.5806451612903226,0.5,0.7714267782827079
DNA_PPF,.,0.8272861210981738,0.30649872908683606,0.5298408943596011,0.7181818181818181,0.9027777777777778,0.7708736455648
Bacteriofer,.,0.7240767006410045,0.4960734473993647,0.7777902561298955,0.6,0.6785714285714286,0.7675162826034478
Endonuclease_3,.,0.7768798583852843,0.6344322622254219,0.8639970625832432,0.43333333333333335,0.5661764705882353,0.7668123138488753
dNK,.,0.7827456542533892,0.6019955233506515,0.7865377551545887,0.5219512195121951,0.5789473684210527,0.7657138617515646
tyrosinase,.,0.8103704192367319,0.766076103038803,0.797458577730094,0.4788135593220339,0.41935483870967744,0.7656706039982117
Sua5_yciO_yrdC,.,0.9479280051896075,0.6321180621419566,0.4762314114517448,0.5396825396825397,0.6759259259259259,0.7655926099364716
Mur_ligase,.,0.893920902463964,0.7350809970029181,0.6256389137980867,0.49099099099099097,0.524822695035461,0.7649973444208487
tRNA-synt_2b,.,0.8135259645303514,0.6224439470389559,0.6292481425466138,0.6009389671361502,0.6041666666666666,0.7649429465964472
Dala_Dala_ligas_C,.,0.9646293058899847,0.543305891725779,0.5441195892329177,0.5360824742268041,0.6821705426356589,0.7649363411590322
Sm,.,0.8098701498609141,0.2662468227170951,0.45858686320261277,0.8,0.9322033898305084,0.7635222129639517
AP_endonucleas1,.,0.7926850721817241,0.7510527713494389,0.683822848952208,0.4864864864864865,0.5507246376811594,0.7626342045342931
Isochorismatase,.,0.9869215291750502,0.6462688265867378,0.48354785093322555,0.5854922279792746,0.5619047619047619,0.7623694664906884
Cys-protease-3C,.,0.8848610790425613,0.6633028567092809,0.613240404131386,0.6342857142857142,0.46808510638297873,0.7622197457425589
START,.,0.7540049037393761,0.7414165939527281,0.5487597547300714,0.5555555555555556,0.6637931034482759,0.7621177590527742
phoslip,.,0.75067343954437,0.36943738381576985,0.5577782066023658,0.6585365853658537,0.922077922077922,0.7600275446800224
tRNA-synt_2d,.,0.8562082879792415,0.6117834515725122,0.7103669167594467,0.5,0.5782312925170068,0.759231780112219
Ribosomal_L5_NC,.,0.8494299128101944,0.6046511627906899,0.5985353629214698,0.5614035087719298,0.6396396396396397,0.7580131910210057
proteasome,.,0.8542786775296588,0.6479001479570526,0.562702199186044,0.6829268292682927,0.5039370078740157,0.7572169538234548
Ribosomal_S8,.,0.8897043462963573,0.4013050570962429,0.5469740597862554,0.7272727272727273,0.6831683168316832,0.7558361865471321
intb,.,0.8751250673439545,0.4811639288288561,0.5759457767460651,0.696,0.6197183098591549,0.7556401449727
PGAM,.,0.8412386889643874,0.5593156037785881,0.613717178529304,0.6404494382022472,0.5925925925925926,0.7553741757493124
TNF,.,0.8351145122098711,0.45513866231646977,0.573033514636822,0.6054421768707483,0.7777777777777778,0.7550386442676408
ATP-gua_Ptrans,.,0.754741564138932,0.6923252020182807,0.6935924485320232,0.5210084033613446,0.5843373493975904,0.7548300224775831
NTP_transf_2,.,0.6772272982155226,0.7031753860161566,0.8112823274039624,0.540084388185654,0.5120481927710844,0.7539204040639459
STAS,.,0.9401600862002616,0.41276224439469805,0.6171036496899637,0.5700934579439252,0.7014925373134329,0.7530031996456494
ricin,.,0.864322547305692,0.7018855040024216,0.7083740225792298,0.48205128205128206,0.4806201550387597,0.7511907349860512
Astacin,.,0.8335752218227398,0.6031715922455303,0.5935379491707945,0.5165876777251185,0.688,0.7502005685669599
KAS,.,0.7724269111939396,0.8230964755870821,0.6374936412661258,0.4957983193277311,0.5036496350364964,0.7491994284908067
ADP_PFK_GK,.,0.669970643533331,0.7973367730186988,0.7243562738019024,0.5087719298245614,0.5306122448979592,0.7486101211671362
ghf33,.,0.830820991522908,0.9017792784248246,0.5431181064626399,0.5798319327731093,0.3741496598639456,0.7480495994785819
COX3,.,0.4884718144935185,0.5595811677225924,0.9083260601009379,0.5859030837004405,0.6871508379888268,0.7479385656055872
uce,.,0.8089520730943035,0.41427975264614897,0.621934933501468,0.6458333333333334,0.73,0.7444317614959843
Amidase_2,.,0.8566315928357027,0.47543533517962855,0.5574277992728478,0.7032258064516129,0.627906976744186,0.7442768234752246
phosfruc,.,0.8603478796274918,0.6213816912629396,0.80320699666904,0.5089285714285714,0.42528735632183906,0.7436634393727237
Topoisomerase_I,.,0.6631537861046057,0.5028642968246065,0.7723007471619192,0.6205128205128205,0.6602564102564102,0.7436366443487247
tcl1_mtcp1,.,0.7260942705412804,0.41298987063241455,0.588627472162665,0.5855855855855856,0.9,0.7412285181713255
transcript_fac2,.,0.7707556816307681,0.5688379680564458,0.7377396864994554,0.5406976744186046,0.5945945945945946,0.7409492363580293
Fimbrial,.,0.8738441578432342,0.4571114230433567,0.4867844393492229,0.5894039735099338,0.8041237113402062,0.7403845544772681
PGM_PMM_III,.,0.7959505667887103,0.3574870063355923,0.5712376058134172,0.6666666666666666,0.8169014084507042,0.7391268384796954
GroEL,.,0.7273037129883123,0.7137220683637439,0.8007758082884255,0.4595744680851064,0.5031446540880503,0.7375788217054314
sh2,.,0.8413706281404272,0.36628855419400874,0.5548328087674802,0.6513761467889908,0.7887323943661971,0.7367803162835146
fkbp,.,0.8662081780299281,0.37539360370271585,0.5015928545218603,0.6226415094339622,0.8260869565217391,0.7323401139307858
Pep_deformylase,.,0.8016019614957505,0.4809363025911378,0.5529202716910974,0.5886075949367089,0.7628865979381443,0.7302731873139477
DAP_epimerase,.,0.8649877406515597,0.40654046056374893,0.576142952128544,0.6356589147286822,0.7023809523809523,0.729756823765421
TIMP,.,0.808001011533683,0.567737774574143,0.5201378275163626,0.5885714285714285,0.7,0.7292316150768687
BIR,.,0.8209805279766028,0.2559277666072275,0.48346267192809733,0.7528089887640449,0.8709677419354839,0.7291067168102031
icd,.,0.7286011148860374,0.5885655753253121,0.8048985101417648,0.5186915887850467,0.5419354838709678,0.7285014796005927
GTP_cyclohydroI,.,0.7304042836252487,0.5360977275313867,0.6658582737270323,0.5595854922279793,0.6891891891891891,0.7278538746170239
biopterin_H,.,0.7427021143252961,0.6565499449903228,0.7656368795733239,0.5109170305676856,0.5,0.7256378147391874
oxidored_q6,.,0.8646688876427966,0.6781364998672146,0.5879823350239917,0.47619047619047616,0.5664335664335665,0.7246421864360485
GEL,.,0.8904959813525964,0.40430213589285946,0.555234499273817,0.6134453781512605,0.7073170731707317,0.7235540345557443
mofe,.,0.7532737408054887,0.6870518608444881,0.7141560760611936,0.47368421052631576,0.5419354838709678,0.7232655616356337
Cytidylyl_trans,.,0.8937944607535925,0.6383398459729088,0.5603711068253989,0.5555555555555556,0.52,0.7224170613723911
RuvA,.,0.8109146683378962,0.5087825790052664,0.6869161817686715,0.4311377245508982,0.7301587301587301,0.7223542326543021
UPP_synthetase,.,0.8639762069685873,0.49683220152508867,0.6915365370900648,0.5284090909090909,0.5867768595041323,0.7221966308135407
E2_N,.,0.7235434464711767,0.4891687848552606,0.6486559864640917,0.5988700564971752,0.7063492063492064,0.7218043121485708
ldh,.,0.796549790546558,0.7669866079896754,0.5723649805879281,0.5251141552511416,0.5036496350364964,0.7210049202736604
phc,.,0.718804631065079,0.4187564019879302,0.7737031840890749,0.46794871794871795,0.782258064516129,0.7196766268341063
GATase_2,.,0.7693703202823499,0.7624720209416108,0.6946732907713845,0.5252100840336135,0.4088050314465409,0.7192856235957051
FAA_hydrolase,.,0.8765324185550462,0.7759399066732371,0.5330166033026081,0.42616033755274263,0.5483870967741935,0.7190800340734231
protg,.,0.7914811272003606,0.16810197655449494,0.41050749537239994,0.8571428571428571,0.9318181818181818,0.7186705369173408
SRP54M,.,0.7895020395597628,0.24056299556128521,0.619631869926671,0.6631578947368421,0.8461538461538461,0.7186526586597228
Trypan_glycop,.,0.7727732515310443,0.5914109032967806,0.7030341825770406,0.5560538116591929,0.532608695652174,0.7173519645521923
msb,.,0.8801827357588151,0.3592321408247611,0.48004887270123575,0.7642276422764228,0.6708860759493671,0.7168099559874429
Fe_hyd_lg_C,.,0.7185792349726776,0.744793049812204,0.7776062162716318,0.4788135593220339,0.43312101910828027,0.7161178213083527
PBP,.,0.8457850930720937,0.6362153344208761,0.5909731964996512,0.5425531914893617,0.5338983050847458,0.7146673558559713
L15,.,0.8830908950973602,0.3089267422891569,0.44419612444552886,0.6808510638297872,0.8317757009345794,0.7144242528329606
Hint,.,0.839836835218964,0.5067339428658071,0.4648987795031475,0.6338028169014085,0.7023809523809523,0.7139305565976323
zf-TAZ,.,0.7018999241349737,0.19435486930459941,0.5720654288774785,0.7471264367816092,0.921875,0.7096341392625941
subt,.,0.9491704324306495,0.7130391896505924,0.4060630919418286,0.6483050847457628,0.4188034188034188,0.70882720791366
ptpase,.,0.735352002726743,0.779392237945294,0.6438841806862853,0.4868421052631579,0.484375,0.7065251944258043
PDZ,.,0.9060208243999517,0.2892370727265788,0.4802310241794359,0.6373626373626373,0.8166666666666667,0.7063890863984329
PA_phosphatase,.,0.8556585414124089,0.6189536780606211,0.666729398889908,0.5175879396984925,0.47058823529411764,0.7063889067599458
biotin_lipoyl,.,0.8411122472540158,0.2648810652907887,0.3482685075023083,0.75,0.9230769230769231,0.7054827501359102
RNA_pol_K,.,0.8366153203373246,0.22394628020789595,0.5041911704763963,0.84375,0.717948717948718,0.7051137860721394
RuBisCO_small,.,0.8200019790876405,0.3619257179710862,0.5643782968265524,0.6861313868613139,0.6915887850467289,0.7041052170036086
leukocidin,.,0.6748029158557904,0.6780985621609243,0.6960148719787582,0.5360824742268041,0.5345911949685535,0.7022604483191112
rnasemam,.,0.8226572550054424,0.35881482605561216,0.5193947558996793,0.6115702479338843,0.8048780487804879,0.7013144386543566
OTCace,.,0.827390572945872,0.725331006487344,0.6979306157382678,0.4956896551724138,0.3696969696969697,0.7007836844581993
TIR,.,0.8091005046673484,0.3807428202890799,0.6493662073936327,0.6571428571428571,0.6161616161616161,0.6993178926841125
hip,.,0.8168079515343426,0.24151143821844231,0.4521808841970285,0.6341463414634146,0.9636363636363636,0.6975584230174225
Clp_N,.,0.8852788864333541,0.3760006070032964,0.6057151264421285,0.48226950354609927,0.7553191489361702,0.6960199023930099
CARD,.,0.6984200283669229,0.28392579384650124,0.5231813736081332,0.7378640776699029,0.859375,0.6952643045927701
PK,.,0.6148365603456806,0.7222959899844407,0.6717858156101144,0.5234042553191489,0.5686274509803921,0.6945090384814183
cat3,.,0.7866928346032478,0.531583140483319,0.34717594899293047,0.5863636363636363,0.8489208633093526,0.6944201928966889
Ribosomal_L30,.,0.8501061010873986,0.1635115140938557,0.4652907311940624,0.6666666666666666,0.9545454545454546,0.6941640479253604
SCP,.,0.8226957372651208,0.2896543874957296,0.41733163773430876,0.792,0.775,0.6927340646453002
Mur_ligase_C,.,0.9817759013094962,0.4787359156265347,0.5349282615102822,0.47580645161290325,0.6216216216216216,0.6911481770641345
ku,.,0.648360105991138,0.5859858112978409,0.7766294368380338,0.5502183406113537,0.531578947368421,0.6911084594697745
CASc,.,0.8612384690657606,0.589172578625889,0.5385576329794866,0.5440414507772021,0.5596330275229358,0.6910546139919379
Hydrolase,.,0.8630526327363086,0.6047649759095498,0.6715137226085127,0.47317073170731705,0.4765625,0.6895664571647391
RNA_pol_H,.,0.852667920088839,0.1830873705375751,0.4821332523633967,0.625,0.9444444444444444,0.6888463826058738
Heme_oxygenase,.,0.7084254158832778,0.5454683409840978,0.7676834084979858,0.5076923076923077,0.5578231292517006,0.6887464186077592
CODH,.,0.5618574837000143,0.7589058765507004,0.7021584255385375,0.5258215962441315,0.5367647058823529,0.6880874993259057
pilin,.,0.8638442677925475,0.36594711483743225,0.42414302462333586,0.7278911564625851,0.7,0.6865561240282666
Hpr_kinase,.,0.9071533023276269,0.47733222049394153,0.5354085513830353,0.48322147651006714,0.6770833333333334,0.6858796703444863
SRF-TF,.,0.7716737583973787,0.19268561022800312,0.4731280785345677,0.6904761904761905,0.9459459459459459,0.6832642688290345
UreE,.,0.8592978636848412,0.40665427368260715,0.4973559591193983,0.5546875,0.7555555555555555,0.683115215305967
NMT,.,0.7566271948631681,0.6235820782275487,0.6850314596992616,0.43722943722943725,0.5670731707317073,0.6814485695825424
Fe-ADH,.,0.6336763751910369,0.6620509124018323,0.6981314253616236,0.5286343612334802,0.5466666666666666,0.6812890498146403
GFP,.,0.6908830029356466,0.832429151333507,0.4913357678471631,0.5757575757575758,0.4766355140186916,0.6804079777513448
SCP2,.,0.865564974546734,0.3456125042679876,0.4707631140988213,0.5555555555555556,0.8271604938271605,0.6794164392027544
Propep_M14,.,0.8884069443986322,0.27573124928866466,0.49564201074139086,0.5483870967741935,0.855072463768116,0.6788272316869455
MBD,.,0.807280843531132,0.20672256155392565,0.3562521508530157,0.7066666666666667,0.9836065573770492,0.6776998703392783
Desulfoferrodox,.,0.7848072038790118,0.39079631245494406,0.4479781102783553,0.559322033898305,0.8674698795180723,0.6734768203980258
CUB,.,0.7728007388593858,0.3633673508099658,0.4961503056467837,0.5412844036697247,0.8767123287671232,0.6734525296910977
Ribosomal_S7,.,0.7484854482083759,0.27618650176410053,0.6110676031511576,0.5882352941176471,0.8172043010752689,0.669653338573951
ATP-sulfurylase,.,0.7042913217006959,0.6083690580067492,0.7401740103035717,0.49783549783549785,0.48484848484848486,0.6672993087069627
NusB,.,0.7276885355850952,0.37987025304449656,0.647200603635533,0.5433070866141733,0.7349397590361446,0.666254639089876
Beta_elim_lyase,.,0.7714153775109674,0.5886414507378812,0.6048240248310339,0.5614035087719298,0.5058823529411764,0.6659055239444605
Cu_nir,.,0.816544073182263,0.6669448765127592,0.6210630007295085,0.4714285714285714,0.45394736842105265,0.6649745102218502
DHHA2,.,0.88456971336214,0.3530103569938111,0.5183895438756912,0.5263157894736842,0.7466666666666667,0.664568716149083
Fz,.,0.7586832470231223,0.39015137144807743,0.5657639877418242,0.5625,0.75,0.663797954281929
HSP20,.,0.7809864652395246,0.23498615273720286,0.3990457884896513,0.7358490566037735,0.8734177215189873,0.6626279947262381
myb_DNA-binding,.,0.760392958845972,0.1654083994081693,0.46520701301124745,0.7272727272727273,0.9047619047619048,0.6621114344436387
SpoU_methylase_N,.,0.8797704258336907,0.29272734170491715,0.4854490814824358,0.7272727272727273,0.6363636363636364,0.6615043814526707
toxin,.,0.798248507438071,0.07667210440456652,0.4128437421792562,0.7704918032786885,0.9607843137254902,0.6604469839961438
Dehydratase_MU,.,0.8369011885520775,0.46826510869152205,0.5425915928464458,0.5443037974683544,0.6263736263736264,0.66019532981148
chorismate_bind,.,0.5256511748084133,0.733715239576611,0.745778769838442,0.49107142857142855,0.5192307692307693,0.6589528002681209
VAT-N,.,0.8508372640212861,0.5237300352820615,0.47642074827546954,0.5730337078651685,0.5897435897435898,0.6582533263410568
Bac_DNA_binding,.,0.7993370056403998,0.13589286391744554,0.49987811041137326,0.7571428571428571,0.819672131147541,0.65748717509172
Peptidase_M16,.,0.5981462545766402,0.5923972836602233,0.7478341349566086,0.5258215962441315,0.5448275862068965,0.656282828541012
PBD,.,0.7662477597827401,0.13350278842141014,0.4718668069246113,0.7164179104477612,0.9206349206349206,0.6561345077888414
ACPS,.,0.8035260744796648,0.23703478887666146,0.4857232528897678,0.66,0.8192771084337349,0.6548416481543992
arginase,.,0.8508427614869545,0.5823817292006466,0.7178449493173042,0.4293193717277487,0.4224137931034483,0.653694477883407
EFTU_C,.,0.6980736880298183,0.3363177662278494,0.534239584740711,0.5384615384615384,0.8947368421052632,0.6532897794203303
MIF,.,0.7933777528559334,0.34181873363935933,0.5269522429394539,0.5486725663716814,0.7857142857142857,0.6510883403065396
Bcl-2,.,0.7266879968334597,0.4530141507644386,0.6203123755925712,0.6027397260273972,0.5930232558139535,0.6507730946908111
MurB_C,.,0.8447955492517949,0.3453090026176971,0.5347693050400317,0.5725190839694656,0.6947368421052632,0.6492561918455974
Bacterial_PQQ,.,0.5835669756242373,0.8160779999241209,0.7065451680558493,0.47478991596638653,0.4090909090909091,0.6484000352461582
THAUMATIN,.,0.7845708128552736,0.6142494024811206,0.3923813092559412,0.5594059405940595,0.6379310344827587,0.6477627590106382
dCMP_cyt_deam,.,0.8788798363954217,0.3538449865321096,0.42575979862600044,0.6102941176470589,0.7195121951219512,0.6476598091219806
glnasn,.,0.8438060054314961,0.58958989339504,0.5420425849419481,0.5113122171945701,0.5,0.6470193040794273
planttoxin,.,0.797154511770074,0.07560984862855077,0.3315680171577025,0.8085106382978723,0.972972972972973,0.6466306046445786
hpr,.,0.8797099537113391,0.2540308812929138,0.35196952458618586,0.5909090909090909,0.9074074074074074,0.6458865957129839
S-AdoMet_syntD2,.,0.755181361392398,0.3357107629272696,0.5145349919913683,0.5166666666666667,0.8604651162790697,0.6452761460613784
LysR_substrate,.,0.9308528768237843,0.43362798285215126,0.6208906474497511,0.46835443037974683,0.5283018867924528,0.6450552988845236
C2,.,0.7764125738034765,0.44280890777342913,0.4781612171105951,0.546875,0.7375,0.6449429673248228
S4,.,0.8051588217831579,0.12815357183504514,0.3906529189272595,0.7083333333333334,0.9487179487179487,0.6446347796698404
SRP19,.,0.8045925828193202,0.2647293144656442,0.4475738663021214,0.7203389830508474,0.7411764705882353,0.6435513351818161
UCR_14kD,.,0.6838352519488515,0.2383626085966812,0.5911091836174313,0.5754716981132075,0.8888888888888888,0.6432421154010742
PAP2,.,0.4966575408736572,0.6376569672597531,0.6919925036774717,0.5021097046413502,0.6477272727272727,0.6426085098705987
Ribosomal_L22,.,0.7735868764499566,0.27432755415607246,0.45221915061567364,0.711864406779661,0.759493670886076,0.6406738413391481
NHase_alpha,.,0.7336587833008983,0.38783717136461526,0.641010161242479,0.5,0.7083333333333334,0.6404026203812561
pot,.,0.8087816516585853,0.13107477521908836,0.3503372605225288,0.75,0.9272727272727272,0.638999946145916
Band_41_M,.,0.7487493265604557,0.3220531886642105,0.5812251173265973,0.576271186440678,0.7380952380952381,0.6385540069401052
AMP-binding,.,0.5840892348627283,0.693387457794298,0.6948118907420825,0.5588235294117647,0.43452380952380953,0.6382387370954952
phero,.,0.7134226121757868,0.04324898516635629,0.35542786701699797,0.9473684210526315,0.9032258064516129,0.6370152124642362
CPS,.,0.7907059845411266,0.6604195910315213,0.6201176942969687,0.4521276595744681,0.43859649122807015,0.6367131930608915
p450,.,0.5544304075821046,0.6173223566903101,0.7862478234935193,0.4388185654008439,0.5611111111111111,0.6350343441954418
NO_synthase,.,0.6252817451155017,0.6835615918661485,0.5356966778002705,0.5462184873949579,0.5621301775147929,0.6329378045184895
ATP-synt_g,.,0.6619003639322273,0.5758564437194064,0.6836364575263181,0.4642857142857143,0.5657894736842105,0.6323472042323282
