,benchmark,alignment,threading,secondary_structure,sum scores
LEM,.,0.8035714285714286,0.22395833333333334,0.8564356435643564,0.6367128390175764
cdh,.,0.8154761904761905,0.5,0.5643564356435643,0.63429428730325
Dehydratase_LU,.,0.4107142857142857,0.609375,0.8564356435643564,0.6323585837030137
alpha-amylase_N,.,0.7261904761904762,0.5260416666666666,0.6237623762376238,0.6320481813439559
Bcl-2,.,0.7976190476190477,0.4479166666666667,0.6287128712871287,0.6310264402453903
Asn_synthase,.,0.7976190476190477,0.7291666666666666,0.3465346534653465,0.6304832361170388
cNMP,.,0.8988095238095238,0.5885416666666666,0.3811881188118812,0.6276853037416418
profilin,.,0.8571428571428571,0.4114583333333333,0.599009900990099,0.6271420996132903
cystatin,.,0.8273809523809523,0.5052083333333334,0.5346534653465347,0.6269265424195
fn3,.,0.7976190476190477,0.5,0.5693069306930693,0.6267411632328405
DAHP_synth_1,.,0.7678571428571429,0.671875,0.42574257425742573,0.6258918678893068
cytprime,.,0.8452380952380952,0.4895833333333333,0.5297029702970297,0.6253357303293282
UPF0044,.,0.8333333333333334,0.3020833333333333,0.7277227722772277,0.6245252352806769
TPK_B1_binding,.,0.7976190476190477,0.4010416666666667,0.6633663366336634,0.6238742525554306
ghf2,.,0.7559523809523809,0.7447916666666666,0.3564356435643564,0.6210375198851509
Ham1p_like,.,0.7857142857142857,0.5208333333333334,0.5495049504950495,0.620377914872153
GXGXG,.,0.6488095238095238,0.8645833333333334,0.3415841584158416,0.6197484878662856
Integrase_Zn,.,0.7797619047619048,0.18229166666666666,0.8910891089108911,0.6186750130412102
sti,.,0.6845238095238095,0.4010416666666667,0.7673267326732673,0.6185284341494328
PyrI,.,0.8333333333333334,0.484375,0.5346534653465347,0.6182180317903749
QRPTase,.,0.7261904761904762,0.640625,0.48514851485148514,0.6179852300210814
tRNA_bind,.,0.7857142857142857,0.4010416666666667,0.6633663366336634,0.6169074440521302
Invasin,.,0.7738095238095238,0.421875,0.6534653465346535,0.6163383730605241
GATase,.,0.7678571428571429,0.5208333333333334,0.5594059405940595,0.6157218794862841
UreE,.,0.7857142857142857,0.515625,0.5445544554455446,0.6144328474674183
CPS,.,0.7619047619047619,0.75,0.3316831683168317,0.6130834594342917
Rho_GDI,.,0.6726190476190477,0.5,0.6683168316831684,0.6115314476390019
MAAL,.,0.6488095238095238,0.765625,0.42574257425742573,0.611087399819794
TBCA,.,0.8452380952380952,0.25,0.7425742574257426,0.6097035226356609
UBX,.,0.7916666666666666,0.3177083333333333,0.7277227722772277,0.6092853416797077
XPG_C,.,0.8511904761904762,0.21354166666666666,0.7722772277227723,0.6092336079531981
Ferrochelatase,.,0.7797619047619048,0.6354166666666666,0.4207920792079208,0.6086257366667096
Asp_Glu_race_D,.,0.8809523809523809,0.3697916666666667,0.5841584158415841,0.608000620804718
mle,.,0.5952380952380952,0.7291666666666666,0.5099009900990099,0.6076514181507778
Lipoprotein_4,.,0.7857142857142857,0.4479166666666667,0.599009900990099,0.606677099634846
ARM,.,0.6011904761904762,0.8489583333333334,0.3811881188118812,0.6059140271688287
hexokinase,.,0.5773809523809523,0.6979166666666666,0.5544554455445545,0.6049871312355307
mycin,.,0.6964285714285714,0.5677083333333334,0.5643564356435643,0.604249925632768
fer2,.,0.8333333333333334,0.4895833333333333,0.504950495049505,0.6038834784033247
trans_reg_C,.,0.8154761904761905,0.4479166666666667,0.5643564356435643,0.6038145001013119
Lyase_8_N,.,0.7619047619047619,0.7864583333333334,0.27722772277227725,0.6025513349457011
GerE,.,0.8630952380952381,0.22916666666666666,0.7326732673267327,0.6021676431407545
Cytidylyltransf,.,0.8571428571428571,0.4270833333333333,0.5396039603960396,0.6015209715593838
bac_luciferase,.,1.0,0.7083333333333334,0.11386138613861387,0.6005638976189552
UBQ,.,0.7916666666666666,0.20833333333333334,0.8217821782178217,0.60032247356191
igV,.,0.7916666666666666,0.4791666666666667,0.5495049504950495,0.5994774893622524
Transglutamin_N,.,0.7440476190476191,0.3177083333333333,0.7574257425742574,0.5988006397737511
cpa,.,0.8095238095238095,0.6927083333333334,0.31683168316831684,0.5987316614717382
Arg_repressor_N,.,0.8035714285714286,0.296875,0.7178217821782178,0.5982660579331514
LRR,.,0.7083333333333334,0.7135416666666666,0.39603960396039606,0.5980591230271126
PPDK_N_term,.,0.6607142857142857,0.4427083333333333,0.7128712871287128,0.5971106713744356
ANK,.,0.8571428571428571,0.4635416666666667,0.49504950495049505,0.5967830244398745
Lum_binding,.,0.8630952380952381,0.4375,0.5148514851485149,0.5966148898287182
pili_assembly,.,0.6428571428571429,0.5364583333333334,0.6336633663366337,0.5951706566303238
Fork_head,.,0.7559523809523809,0.25,0.806930693069307,0.5951146117599382
CBS,.,0.8452380952380952,0.13020833333333334,0.8366336633663366,0.5946446970774756
SAM,.,0.9047619047619048,0.296875,0.6089108910891089,0.5937479791513082
MM_CoA_mutase_N,.,0.5952380952380952,0.640625,0.5742574257425742,0.5934979328065115
Filamin,.,0.7678571428571429,0.484375,0.5544554455445545,0.5914889397603865
Thr_dehydrat_C,.,0.8809523809523809,0.3802083333333333,0.5445544554455446,0.5909198687687803
Desulfoferrodox,.,0.7440476190476191,0.5104166666666666,0.5495049504950495,0.5898981276702145
SLT_beta,.,0.7797619047619048,0.3645833333333333,0.6584158415841584,0.5891911000745828
xia,.,0.7619047619047619,0.8020833333333334,0.2376237623762376,0.5885185616299572
CcmE,.,0.7380952380952381,0.3645833333333333,0.698019801980198,0.5879839797893573
gln-synt_N,.,0.7678571428571429,0.421875,0.6089108910891089,0.5867811706480079
Dala_Dala_ligas_C,.,0.8035714285714286,0.6875,0.3069306930693069,0.586406101130813
protg,.,0.8035714285714286,0.2864583333333333,0.7079207920792079,0.5863759231236823
Transglutamin_C,.,0.75,0.4270833333333333,0.6188118811881188,0.5851731139823327
Asp_Glu_race,.,0.7976190476190477,0.6458333333333334,0.35148514851485146,0.5846126652784781
E2_C,.,0.7857142857142857,0.17708333333333334,0.8316831683168316,0.5843453743581782
tRNA-synt_1b,.,0.7619047619047619,0.65625,0.37623762376237624,0.5842936406316687
RHD,.,0.6071428571428571,0.5677083333333334,0.6188118811881188,0.583866837387964
A2M_A,.,0.6845238095238095,0.375,0.7326732673267327,0.5830089197566789
7kD_DNA_binding,.,0.7678571428571429,0.15104166666666666,0.8712871287128713,0.5818319774785844
ModE_C,.,0.8035714285714286,0.4010416666666667,0.5841584158415841,0.5810042378544299
PEP-utilizers_C,.,0.6547619047619048,0.6770833333333334,0.45544554455445546,0.5801376979353932
MCR_gamma,.,0.6904761904761905,0.6458333333333334,0.4504950495049505,0.57985316243959
Antifreeze,.,0.7976190476190477,0.3020833333333333,0.6831683168316832,0.5775510116099104
hemery,.,0.9285714285714286,0.5208333333333334,0.3316831683168317,0.5765077147919657
Exonuclease,.,0.7976190476190477,0.7552083333333334,0.22772277227722773,0.576193001289032
S1,.,0.8095238095238095,0.3072916666666667,0.6633663366336634,0.5759774440952419
DEP,.,0.8154761904761905,0.3541666666666667,0.6089108910891089,0.575024681298689
intb,.,0.7380952380952381,0.4791666666666667,0.5594059405940595,0.573921028466483
PSI_PsaE,.,0.7738095238095238,0.2552083333333333,0.7475247524752475,0.5738477390205943
sodcu,.,0.7678571428571429,0.4375,0.5693069306930693,0.5727483973322641
Ribosomal_L2_C,.,0.7797619047619048,0.3854166666666667,0.6089108910891089,0.5724121281099512
ghf5,.,0.8273809523809523,0.8229166666666666,0.12376237623762376,0.5723948835344482
ARID,.,0.875,0.4479166666666667,0.4504950495049505,0.5720155028733773
TPR,.,0.8571428571428571,0.3072916666666667,0.6089108910891089,0.5719767025784951
ghf18,.,0.8690476190476191,0.625,0.27722772277227725,0.570765271149394
eIF-5a,.,0.7619047619047619,0.578125,0.4306930693069307,0.5704419353587086
PAF-AH,.,0.9107142857142857,0.671875,0.18811881188118812,0.5704333130709569
SPEC,.,0.9107142857142857,0.3541666666666667,0.504950495049505,0.5699202869497363
mofe,.,0.5833333333333334,0.71875,0.46534653465346537,0.568514854046224
RA,.,0.75,0.3229166666666667,0.6881188118811881,0.5647727811620257
Band_41_M,.,0.8630952380952381,0.3697916666666667,0.5247524752475248,0.5627853438352798
Ala_racemase_N,.,0.7738095238095238,0.75,0.23267326732673269,0.5621084942467783
T-box,.,0.6726190476190477,0.4895833333333333,0.594059405940594,0.5619791599305043
acyo,.,0.8333333333333334,0.4427083333333333,0.4801980198019802,0.5619662264988768
aldosered,.,0.7916666666666666,0.7552083333333334,0.2079207920792079,0.5611212422992191
rvintegrase,.,0.8690476190476191,0.6822916666666666,0.20297029702970298,0.5608367068034159
SSB,.,0.7083333333333334,0.3177083333333333,0.7277227722772277,0.5605176821566066
HMA,.,0.8392857142857143,0.265625,0.6485148514851485,0.5603193695383196
DnaJ,.,0.8333333333333334,0.16666666666666666,0.7524752475247525,0.5597632319783408
EFG_C,.,0.8333333333333334,0.3385416666666667,0.5792079207920792,0.5589484257858137
Inh,.,0.7261904761904762,0.3020833333333333,0.7227722772277227,0.5589268700664346
Methyltransf_1,.,0.875,0.6875,0.18811881188118812,0.558676823721638
GHMP_kinases_C,.,0.8035714285714286,0.359375,0.5841584158415841,0.5566204080928792
MCR_alpha_N,.,0.7559523809523809,0.4583333333333333,0.5297029702970297,0.5547967942334138
dpo1,.,0.48214285714285715,0.6822916666666666,0.5792079207920792,0.554594170471251
ndk,.,0.7440476190476191,0.578125,0.4207920792079208,0.554197545234677
tim,.,0.7797619047619048,0.65625,0.3069306930693069,0.5541846118030496
His_biosynth,.,0.7916666666666666,0.578125,0.3712871287128713,0.5530938924024709
ghf15,.,0.6607142857142857,0.7447916666666666,0.3316831683168317,0.5508176084360462
Recep_L_domain,.,0.7916666666666666,0.8385416666666666,0.10396039603960396,0.5490500394469664
NTP_transf_2_2,.,0.7738095238095238,0.4895833333333333,0.47029702970297027,0.5487698150950391
RuBisCO_large_NC,.,0.5654761904761905,0.7552083333333334,0.41089108910891087,0.5475325168026831
HSF_DNA-bind,.,0.7738095238095238,0.3229166666666667,0.6336633663366337,0.5468384226386785
OMPdecase,.,0.7261904761904762,0.484375,0.5198019801980198,0.5468254892070513
GSH_synth_ATP,.,0.7916666666666666,0.5989583333333334,0.33663366336633666,0.5450061864914617
MAP1_LC3,.,0.7797619047619048,0.4114583333333333,0.5346534653465347,0.5441956914428104
HTH_AraC,.,0.8392857142857143,0.1875,0.698019801980198,0.5435705755808188
sh3,.,0.8214285714285714,0.234375,0.6683168316831684,0.5431696392003689
cbm12,.,0.8214285714285714,0.21354166666666666,0.6881188118811881,0.5425660790577563
RNA_pol_N,.,0.8154761904761905,0.20833333333333334,0.698019801980198,0.5418288734549936
tetR,.,0.9166666666666666,0.21354166666666666,0.5891089108910891,0.5403587733933443
Astacin,.,0.8392857142857143,0.75,0.12871287128712872,0.5395870786395754
Lyase_8,.,0.6488095238095238,0.5885416666666666,0.4801980198019802,0.5393240988631512
Peptidase_M17,.,0.7023809523809523,0.7760416666666666,0.2376237623762376,0.5384446255124872
PBP_GOBP,.,0.8333333333333334,0.5260416666666666,0.3564356435643564,0.5383066689084613
rub,.,0.7261904761904762,0.171875,0.8168316831683168,0.5377720870678616
PK,.,0.40476190476190477,0.7604166666666666,0.5495049504950495,0.5376470638954634
eIF-1a,.,0.8452380952380952,0.3489583333333333,0.5198019801980198,0.5372461275150135
CAP_GLY,.,0.8214285714285714,0.4583333333333333,0.4306930693069307,0.5351724673107514
CBD_2,.,0.7380952380952381,0.421875,0.5495049504950495,0.5345990851752696
Ribosomal_L2_N,.,0.7440476190476191,0.3072916666666667,0.6534653465346535,0.5318658199580094
aldose,.,0.6607142857142857,0.5677083333333334,0.4752475247524752,0.5312019038011354
tln,.,0.8214285714285714,0.5989583333333334,0.27722772277227725,0.5276581435352241
FAD-oxidase_C,.,0.8928571428571429,0.6510416666666666,0.15346534653465346,0.5275115646434467
TrpBP,.,0.7083333333333334,0.2604166666666667,0.7277227722772277,0.5269899162344744
Glyco_hydro_18,.,0.6130952380952381,0.7552083333333334,0.32673267326732675,0.5261492431786927
Rotamase,.,0.7797619047619048,0.265625,0.6485148514851485,0.5254853270218186
Glyco_hydro_18_D2,.,0.7797619047619048,0.2864583333333333,0.6237623762376238,0.5231917984798907
UCR_TM,.,0.8452380952380952,0.13541666666666666,0.7079207920792079,0.5223683699996119
Transaldolase,.,0.7083333333333334,0.5,0.4801980198019802,0.5223425031363571
DHquinase_II,.,0.8035714285714286,0.46875,0.4158415841584158,0.5221269459425668
ALAD,.,0.6369047619047619,0.6145833333333334,0.43564356435643564,0.5215233857999543
A2M_B,.,0.6726190476190477,0.5885416666666666,0.42574257425742573,0.5213897403398043
Urease_beta,.,0.75,0.3177083333333333,0.6188118811881188,0.5211655608582624
igC2,.,0.7916666666666666,0.375,0.5198019801980198,0.5211353828511317
PPTA,.,0.7738095238095238,0.6302083333333334,0.28217821782178215,0.5209758705277271
Ribosomal_L11,.,0.7976190476190477,0.24479166666666666,0.6435643564356436,0.520846536211453
tRNA-synt_1d_M,.,0.7202380952380952,0.703125,0.2623762376237624,0.5207085796074272
sigma54,.,0.8452380952380952,0.171875,0.6683168316831684,0.5205275115646435
ghf1,.,0.6011904761904762,0.7552083333333334,0.32673267326732675,0.5191824346753924
Fe_dep_repress,.,0.8035714285714286,0.16666666666666666,0.7128712871287128,0.5191695012437648
Ricin_B_lectin,.,0.5714285714285714,0.7604166666666666,0.3465346534653465,0.5164017468754983
Glyco_hydro_2,.,0.7619047619047619,0.3177083333333333,0.594059405940594,0.5136469259388591
DNA_ligase_C,.,0.7976190476190477,0.3854166666666667,0.4900990099009901,0.5133322124359256
linker_histone,.,0.7738095238095238,0.2604166666666667,0.6386138613861386,0.5131597666808932
Sec7,.,0.8690476190476191,0.7083333333333334,0.09405940594059406,0.5123406493444906
TGT,.,0.625,0.6354166666666666,0.41089108910891087,0.5122630487547258
dutpase,.,0.7083333333333334,0.3489583333333333,0.6138613861386139,0.512172514733334
KSI,.,0.7678571428571429,0.515625,0.38613861386138615,0.5112757968071666
Stap_Strp_toxin,.,0.7738095238095238,0.6822916666666666,0.20297029702970298,0.5051022387770145
gdh,.,0.7678571428571429,0.7864583333333334,0.10396039603960396,0.5046366352384278
Glyco_hydro_20,.,0.6190476190476191,0.6666666666666666,0.3712871287128713,0.5038908073479134
igC1,.,0.7261904761904762,0.5,0.4306930693069307,0.5038218290459007
asprs,.,0.6011904761904762,0.6197916666666666,0.43564356435643564,0.5036709390102474
Pertussis_S2S3,.,0.7083333333333334,0.23958333333333334,0.7079207920792079,0.5032096466155365
Rib_hydrolayse,.,0.7440476190476191,0.609375,0.30198019801980197,0.5029552891268639
DNA_pol_B_exo,.,0.75,0.5885416666666666,0.31683168316831684,0.5029380445513607
cbp,.,0.8630952380952381,0.19270833333333334,0.599009900990099,0.5026103976167995
MHC_II_C,.,0.6666666666666666,0.3489583333333333,0.6386138613861386,0.5022741283944869
Alpha_adaptinC2,.,0.7321428571428571,0.4114583333333333,0.5099009900990099,0.5018430140069063
PAC,.,0.7559523809523809,0.22916666666666666,0.6683168316831684,0.5018042137120241
DNA_ligase,.,0.7440476190476191,0.6614583333333334,0.24752475247524752,0.501567100798855
MDH,.,0.7976190476190477,0.109375,0.7425742574257426,0.49954086317722673
Ribosomal_L2,.,0.6845238095238095,0.4895833333333333,0.4752475247524752,0.49941584000482836
integrase,.,0.75,0.21875,0.6782178217821783,0.49801902938906784
PKD,.,0.6904761904761905,0.2760416666666667,0.6782178217821783,0.49671275279469906
Apocytochrome_F,.,0.5595238095238095,0.4166666666666667,0.6683168316831684,0.49657910733454913
GGL,.,0.7916666666666666,0.109375,0.7425742574257426,0.4960574589255767
igcon,.,0.7857142857142857,0.3854166666666667,0.46534653465346537,0.49187996050992194
MIF4G,.,0.7738095238095238,0.6197916666666666,0.24257425742574257,0.491703203611014
TPK,.,0.6785714285714286,0.4322916666666667,0.5247524752475248,0.49137555667645294
SAP,.,0.7738095238095238,0.08333333333333333,0.7772277227722773,0.490646973361442
pec_lyase,.,0.5892857142857143,1.0,0.04455445544554455,0.4903365710023841
capsid_c,.,0.7619047619047619,0.2604166666666667,0.6089108910891089,0.4888104260703491
ghf10,.,0.8035714285714286,0.6875,0.13861386138613863,0.48790508585643017
F_bP_aldolase,.,0.7916666666666666,0.546875,0.2871287128712871,0.48555551244411665
rrm,.,0.7797619047619048,0.2708333333333333,0.5742574257425742,0.4850769754739025
CIDE-N,.,0.7738095238095238,0.3333333333333333,0.5148514851485149,0.48340425165009027
gln-synt_NC,.,0.6011904761904762,0.6875,0.3316831683168317,0.48245579999741334
SAM_PNT,.,0.8154761904761905,0.24479166666666666,0.5594059405940595,0.48204624132921187
Fe_Asc_oxidored,.,0.6904761904761905,0.5625,0.3613861386138614,0.47893790659475677
CAT_RBD,.,0.7619047619047619,0.20833333333333334,0.6435643564356436,0.47861025966019555
WW,.,0.75,0.13020833333333334,0.7326732673267327,0.4780713666757199
ACBP,.,0.8571428571428571,0.22916666666666666,0.5247524752475248,0.47700651413839623
Pectinesterase,.,0.5595238095238095,0.59375,0.45544554455445546,0.4756355703858904
CBD_3,.,0.7321428571428571,0.390625,0.48514851485148514,0.4751656557034277
ghf14,.,0.5416666666666666,0.5052083333333334,0.5594059405940595,0.4742085817629991
Staphylokinase,.,0.7797619047619048,0.2708333333333333,0.5544554455445545,0.4734886207357398
dTDP_sugar_isom,.,0.6666666666666666,0.703125,0.23267326732673269,0.4719754092353322
MHC_II_beta_NC,.,0.6666666666666666,0.4322916666666667,0.5,0.4699233047504493
isoamylase_N,.,0.7559523809523809,0.40625,0.43564356435643564,0.4692723220252028
5_3_exonuclease,.,0.7083333333333334,0.5520833333333334,0.33663366336633666,0.46880671848661604
STAT,.,0.4226190476190476,0.5208333333333334,0.6534653465346535,0.46872911789685157
ICL,.,0.625,0.5833333333333334,0.38613861386138615,0.4672978181300844
