,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum_scores
Endonuclease_3,.,0.7908859965122523,0.9087027502197697,0.6502125781091879,0.6447368421052632,0.6181818181818182,0.7759013951797932
Ribosomal_S15,.,0.883075976177115,0.5707647871405258,0.7064155910799745,0.6875,0.7647058823529411,0.7757834396684935
PABP,.,0.9680611623009481,0.5904809745070958,0.497234205648882,0.8035714285714286,0.7441860465116279,0.7716974537067732
biotin_lipoyl,.,0.9194800963052805,0.9912093432123577,0.34500035857316563,0.6533333333333333,0.6923076923076923,0.7706892795203271
fusion_gly,.,0.9289959752116483,0.16677131734270992,0.7174173170121453,0.7843137254901961,1.0,0.7689353861876207
tryp_alpha_amyl,.,0.9192206271911563,0.7084013562727615,0.5584499439829033,0.7313432835820896,0.6792452830188679,0.7685519581115118
cytb,.,0.9574832702763045,0.6618108752982556,0.48365027482641076,0.6883116883116883,0.8032786885245902,0.7675791579862207
Sm,.,0.9177120858299693,0.8361170413160885,0.6078919563273821,0.5217391304347826,0.7068965517241379,0.7656671309988475
Skp1,.,0.9346801590606012,0.4993093055381142,0.7896191634248997,0.7464788732394366,0.6129032258064516,0.762296150150896
ENTH,.,0.752056141875298,0.7356523923144538,0.8347206555673663,0.7671232876712328,0.49230769230769234,0.7617787638942152
hip,.,0.9178025983116406,0.7890242370965711,0.5445920951350387,0.6266666666666667,0.6981132075471698,0.75918790684745
phc,.,0.8615641763665878,0.5445183975888482,0.6881696672600388,0.6973684210526315,0.7777777777777778,0.7560757999795682
HLH,.,0.9580987551516689,0.3023985934949142,0.43153257358319774,0.9411764705882353,0.9347826086956522,0.7554307870247864
Ribosomal_L30,.,0.9348370473621647,0.5953786261459257,0.6393491179896954,0.6896551724137931,0.7073170731707317,0.7547663125928045
Rop,.,0.9084556760377256,0.3145799321863615,0.5527050918983182,0.847457627118644,0.9387755102040817,0.7526780179889889
PAH,.,0.9317173838272299,0.42710033906819045,0.5960161405734302,0.7586206896551724,0.8431372549019608,0.7502149955733122
Ribosomal_L4,.,0.925266860966794,0.7564988069822949,0.6032884187242126,0.7027027027027027,0.5660377358490566,0.7489348520242731
NusB,.,0.8650579581590968,0.5541881200552559,0.7268360938154894,0.7123287671232876,0.6875,0.7453270216504735
CAT_RBD,.,0.927855517942591,0.606304156724853,0.4469609091503091,0.5636363636363636,1.0,0.7447989109322262
RuBisCO_small,.,0.8824061838127478,0.5701368830842647,0.6085829347859,0.7466666666666667,0.7323943661971831,0.7427075440793323
Hydrolase,.,0.782727804830953,0.8275775461509495,0.6613062581376188,0.7123287671232876,0.5535714285714286,0.741483256680447
HMG_box,.,0.9335578042878779,0.4430491020972003,0.5349913862757316,0.8275862068965517,0.7959183673469388,0.7403808345998392
STAS,.,0.9484682271018507,0.7650383021474335,0.5778659000106775,0.5921052631578947,0.6481481481481481,0.7387896144216933
DAP_epimerase,.,0.893828858999656,0.734898907446944,0.7469012744487137,0.5844155844155844,0.5714285714285714,0.7387197587711403
SAM_PNT,.,0.9285856519614056,0.4711792038176571,0.5211831002076537,0.746268656716418,0.8571428571428571,0.7354642453889012
Dehydratase_SU,.,0.8946977788236998,0.5602159989953542,0.6321338609405454,0.6507936507936508,0.78,0.7324812768987385
SpoU_methylase_N,.,0.9792605733664007,0.7986939595629791,0.4246210997199942,0.7014925373134329,0.6122448979591837,0.7317819042567903
Isochorismatase,.,0.7994183064511263,0.7258570890367972,0.672240157963432,0.6716417910447762,0.6470588235294118,0.7317375591597199
SUI1,.,0.9741617035655885,0.6845410021348753,0.626566478668084,0.5806451612903226,0.6470588235294118,0.7302534389128533
GGL,.,0.9979001104252277,0.17581313575285681,0.5843956926597682,0.7538461538461538,1.0,0.7297875281837178
COX3,.,0.6980805319720256,0.3412030641717943,0.6814305316285437,0.9074074074074074,0.88,0.7280331457139516
Mur_ligase,.,0.7192182135249785,0.7615220394323776,0.8202261401431424,0.7027027027027027,0.5,0.725995539239725
PAN,.,0.9246031027678718,0.7107873916865505,0.7170700906951061,0.5882352941176471,0.5576923076923077,0.7235787934651763
Frataxin_Cyay,.,0.8782124388286479,0.7082757754615112,0.643146583116463,0.6268656716417911,0.6274509803921569,0.7169719904640959
RING,.,1.0,0.5882205199045594,0.33719567098601244,0.6610169491525424,0.8958333333333334,0.7162008810009914
Bacteriofer,.,0.8434677141977879,0.6120808740424468,0.6781089010608985,0.8,0.5483870967741935,0.716099336889309
transcript_fac2,.,0.8661984154281543,0.700615345975136,0.6059446012427349,0.7466666666666667,0.5555555555555556,0.7128665798821652
PX,.,0.884367287582291,0.5922391058646245,0.6447395085475874,0.6623376623376623,0.6612903225806451,0.699134367750112
ATP-synt_g,.,0.6921972206633962,0.32563104357654116,1.0,0.7466666666666667,0.68,0.6989151791713182
ghf22,.,0.8759435926214225,0.7670475951274663,0.5649885017538212,0.6363636363636364,0.5967741935483871,0.6973695465551443
lh2,.,0.8997242386391751,0.2771568504332538,0.6026240862360495,0.6607142857142857,1.0,0.6969585607024587
annexin,.,0.688154329815415,0.6742433756122072,0.6248074621466262,0.8289473684210527,0.6206896551724138,0.6954129929047091
VPR,.,0.9507129366472972,0.2728871028506843,0.4103174089662415,0.7954545454545454,1.0,0.691994345060046
MBD,.,0.912643386856381,0.6716061785759142,0.3527606946438731,0.6865671641791045,0.8035714285714286,0.690976950706256
kazal,.,0.945541656861148,0.4493281426598024,0.4062051644097806,0.7321428571428571,0.8888888888888888,0.6886694733718796
blmb,.,0.8391412175739035,0.859851814642724,0.6013474064004514,0.6486486486486487,0.4727272727272727,0.6884908343028772
ANATO,.,0.9527042112440639,0.6070576415923656,0.42527972691067706,0.7428571428571429,0.6923076923076923,0.6877998257090078
msb,.,0.8872998919884386,0.8395077232198926,0.4776038069314583,0.5846153846153846,0.6296296296296297,0.6870904962797455
Bcl-2,.,0.8618779529697146,0.5911088785633564,0.6614055749362138,0.6621621621621622,0.6363636363636364,0.6844644622248328
UPP_synthetase,.,0.8067196466392716,0.5734019841768182,0.7010178059465774,0.7662337662337663,0.5616438356164384,0.6826791393478366
CASc,.,0.7876637521647569,0.6585457742057012,0.6777601448316858,0.6619718309859155,0.6229508196721312,0.6826220641939232
Peptidase_C15,.,0.8885912033936146,0.5843275147557457,0.68264343325041,0.6883116883116883,0.5625,0.6814695104817973
lipocalin,.,0.8779831405417475,0.7242245384905204,0.6442501916374364,0.6,0.5573770491803278,0.6803076036910146
DNA_polymeraseX,.,0.8183414492858566,0.7592615848298392,0.6696774913265136,0.6176470588235294,0.5384615384615384,0.680103589884943
zf-TAZ,.,0.9204938360999982,0.44631420318975223,0.6778286721477895,0.6323529411764706,0.7222222222222222,0.6781919215549859
DUF101,.,0.833450999559506,0.5585834484490779,0.639271092468848,0.7236842105263158,0.6428571428571429,0.6775672540778296
cks,.,0.8549809018663674,0.34233329147306246,0.5121000435068774,0.8387096774193549,0.8448275862068966,0.6753269349138129
toxin,.,0.928308080350947,0.34509606932060694,0.49185506632009907,0.6557377049180327,0.9622641509433962,0.6708922243151729
TIR,.,0.8848439866524261,0.6525178952656043,0.5913854470291815,0.7297297297297297,0.5151515151515151,0.666484024971407
RhoGEF,.,0.7728197051706766,0.4960442044455609,0.778786110309855,0.78125,0.5423728813559322,0.6654059791574591
Fe-ADH,.,0.6965237172872807,0.5703880447067698,0.7539159855104568,0.7333333333333333,0.6153846153846154,0.6646155440916356
TPK_B1_binding,.,0.8930504516572836,0.7274896395830738,0.5114029772728359,0.5147058823529411,0.7222222222222222,0.6643068565186414
HIT,.,0.8412169704868968,0.5844530955669972,0.6100807825500767,0.6376811594202898,0.6949152542372882,0.6640670948953301
UcrQ,.,0.9134519650259771,0.24186864247143003,0.5156324194764195,0.696969696969697,1.0,0.6638728099310213
Nitroreductase,.,0.7674191270976268,0.5624764535978907,0.6603469394585068,0.6666666666666666,0.7083333333333334,0.6626462462135072
utg,.,0.895747723611086,0.2580685671229434,0.5881766156111601,0.8125,0.8085106382978723,0.6616216054242853
ATP-synt_DE_N,.,0.8486751989766057,0.7548662564360186,0.5365363744587537,0.5217391304347826,0.6981132075471698,0.6602151107109716
GATA,.,0.9318139304743458,0.39143538867261013,0.4358086143617318,0.6,1.0,0.6598159429295887
PDZ,.,0.971512704935344,0.6702247896521414,0.5427721689851742,0.6056338028169014,0.5636363636363636,0.6574004809954609
Zn_dep_PLPC,.,0.7152296301659999,0.59261584829838,0.754201696608854,0.7631578947368421,0.5223880597014925,0.6545692103242663
Rhodanese,.,0.8658786046595827,0.5609694838628659,0.5249106037256549,0.7083333333333334,0.6875,0.6545687051236353
PH,.,0.9095478599832252,0.5038302147431882,0.5440669527814919,0.7454545454545455,0.6444444444444445,0.6544552071016819
Ribosomal_L6_D,.,0.9345534415862615,0.34120306417179447,0.5958586552390727,0.7115384615384616,0.7608695652173914,0.6529354684976653
ptpase,.,0.7037224766628651,0.7214617606429748,0.6610550338094654,0.6753246753246753,0.5818181818181818,0.6526420951653111
proteasome,.,0.8555360450872843,0.6162250408137631,0.6264306033431768,0.6111111111111112,0.631578947368421,0.6514978254439204
il8,.,0.9305708923927276,0.5428858470425723,0.4815683830900082,0.5714285714285714,0.8125,0.65061547432987
ricin,.,0.773978264936068,0.8871028506844167,0.6121512318183484,0.6052631578947368,0.45901639344262296,0.6499556537371357
KSI,.,0.8018078359672466,0.5173929423584078,0.5808270131492764,0.7205882352941176,0.7166666666666667,0.6498507606108773
SAP,.,0.9867550068487778,0.29524048725354735,0.3502103629238534,0.7272727272727273,0.972972972972973,0.6476398480093251
pot,.,0.9287606427593033,0.44493281426597975,0.3700383752970181,0.8,0.7872340425531915,0.6469599429475177
EF_TS,.,0.9119072186721217,0.5178952656034154,0.6040549047231257,0.6133333333333333,0.6825396825396826,0.6463945446421009
dNK,.,0.8718644967807728,0.6096948386286581,0.6460806678066637,0.7083333333333334,0.49230769230769234,0.6457312547686005
DUF28,.,0.7533896924385873,0.5141278412658544,0.5735538106765559,0.8194444444444444,0.6666666666666666,0.6452285055986196
hormone_rec,.,0.7709973872063625,0.418184101469296,0.8525564354321284,0.647887323943662,0.6363636363636364,0.6446822818438862
hormone,.,0.7862396891197964,0.5502951149064427,0.5936805384015924,0.7333333333333333,0.6612903225806451,0.6441560500169334
sh2,.,0.9234807479951487,0.5847042571895027,0.5189127424153808,0.6060606060606061,0.6909090909090909,0.6438029575145449
Ald_Xan_dh_1,.,0.8277909523723322,0.5653648122566894,0.7641134238637614,0.5573770491803278,0.6086956521739131,0.6434709159356815
SCP2,.,0.8727635874320403,0.6360668089915877,0.5254854044784991,0.7236842105263158,0.5625,0.6421703637271243
S4,.,0.9709635958798719,0.388044706768805,0.2783389456674003,0.7083333333333334,0.9736842105263158,0.6416508439979676
int,.,0.8803726700578677,0.6749968604797195,0.5725793203683901,0.7066666666666667,0.4827586206896552,0.6407398446650425
pilin,.,0.8406618272659802,0.46841642597011157,0.2781500174505607,0.847457627118644,0.8823529411764706,0.6405863988958735
Clp_N,.,0.9081479336000435,0.41856084390305154,0.6281084707730997,0.7402597402597403,0.6197183098591549,0.639559668953483
ung,.,0.7861129716454566,0.6149692327012443,0.6746857225727385,0.6811594202898551,0.5576923076923077,0.6394792877760613
UreE,.,0.8364077406274326,0.6506341830968242,0.5194700129245705,0.5873015873015873,0.7083333333333334,0.6337712587545774
Ribosomal_L22,.,0.8513181634414053,0.5641090041441674,0.3936066882660517,0.7012987012987013,0.7894736842105263,0.6327001034271703
e3,.,0.9823440319086669,0.3513751098832098,0.4256950343194361,0.6486486486486487,0.8857142857142857,0.6299409426414774
tetR,.,0.9611761795284903,0.257566243877935,0.6312327426703661,0.6923076923076923,0.75,0.6292571157603633
Amino_oxidase_D2,.,0.8974493582665051,0.5909832977521042,0.6317170236196128,0.5584415584415584,0.6060606060606061,0.6257648719107305
P,.,0.9184965273377866,0.4705512997613958,0.38797018902383634,0.5901639344262295,0.9166666666666666,0.6253972845629523
aspg,.,0.8332277354380504,0.5361044832349626,0.6702719896985914,0.5921052631578947,0.6461538461538462,0.6226581826805263
UCR_14kD,.,0.8629641027497693,0.40349114655280643,0.6215683193436676,0.6774193548387096,0.711864406779661,0.6224037415824719
PARATHYROID,.,0.928670130277632,0.11955293231194276,0.3459792633154153,0.8823529411764706,1.0,0.6220595687186965
RRF,.,0.8106358200129132,0.3471053623006401,0.8237497828640274,0.6379310344827587,0.6481481481481481,0.6179476346407947
TFIIS,.,0.890739366291945,0.3100590229812881,0.34862099135121527,0.76,0.9523809523809523,0.6153071468085011
TIMP,.,0.8337949469898567,0.6031646364435517,0.5372021731127498,0.6052631578947368,0.6724137931034483,0.6107483261673742
Bac_rhodopsin,.,0.7294581922847162,0.410774833605425,0.6857046600168609,0.8275862068965517,0.5961538461538461,0.609759384328766
Flavoprotein,.,0.8409937063654411,0.5923646866758758,0.5883167300677146,0.6486486486486487,0.5735294117647058,0.6070938450905835
fkbp,.,0.8731980473440621,0.6859223910586465,0.475386868572576,0.5285714285714286,0.6792452830188679,0.606394040746802
DNA_ligase_N,.,0.7023949602650206,0.6285319603164645,0.5953796652360925,0.6363636363636364,0.6716417910447762,0.6027274408066887
oxidored_q6,.,0.6885646530656577,0.787014944116542,0.450916975172394,0.7792207792207793,0.5283018867924528,0.6025934558388921
FN1,.,0.9140372790741178,0.37310059022981235,0.31575973685510617,0.6304347826086957,1.0,0.6022791272038216
Mur_ligase_C,.,0.9278132787844777,0.5185231696596769,0.5382330470591422,0.6842105263157895,0.5645161290322581,0.6022625433479173
Hint,.,0.7926298703257847,0.6218761773201066,0.5525518138224378,0.6111111111111112,0.65,0.5999161505601069
lyase_1,.,0.534874459187922,0.6898153962074601,0.7031606391845568,0.76,0.5396825396825397,0.5996251208745217
Ribosomal_L12,.,0.9312889580806526,0.5440160743438416,0.3295069858020963,0.6666666666666666,0.7555555555555555,0.5993968537566406
aakinase,.,0.7136848838121445,0.6678387542383549,0.5803646609411829,0.7012987012987013,0.5625,0.5987803051555302
hexapep,.,0.7851535393397416,0.8151450458369971,0.41411780642467494,0.5588235294117647,0.6521739130434783,0.5986552938439085
Dwarfin,.,0.8242126922635966,0.6059274142910966,0.5911783351686967,0.5789473684210527,0.6229508196721312,0.5976497691851447
hpr,.,0.958165130971561,0.31068692703754824,0.5243135873731248,0.7358490566037735,0.6938775510204082,0.5975013219559818
IF4E,.,0.815481254865046,0.6704759512746461,0.529708408301686,0.6081081081081081,0.5964912280701754,0.5962989679427699
SRF-TF,.,0.8988432504842419,0.3286449830465901,0.5343261294656304,0.6,0.8571428571428571,0.5957005004807961
neur_chan_memb,.,0.9321035704156938,0.047092804219515304,0.36507028830876176,0.8695652173913043,1.0,0.5933549490461625
B_lectin,.,0.8486510623148266,0.7146803968353644,0.42908863450557544,0.5942028985507246,0.6271186440677966,0.5933136499138494
formyl_transf,.,0.8192164032753451,0.7135501695340968,0.48744541321174784,0.6575342465753424,0.5333333333333333,0.5920953847540393
gln-synt_N,.,0.8802399184180832,0.6816526434760769,0.5076132891996169,0.52,0.6190476190476191,0.5909393467493025
PTS_EIIA_2,.,0.872842031582822,0.5176441039809125,0.5730009067916945,0.7361111111111112,0.5087719298245614,0.5908554219157798
aminotran_4,.,0.7641425752611286,0.5398719075725243,0.7288505419235777,0.6753246753246753,0.5,0.5907728716632525
Binary_toxA,.,0.7432764311531894,0.5345975134999381,0.546394299802227,0.7230769230769231,0.6557377049180327,0.5884357921064465
Egg_lysin,.,0.8531344472402744,0.30691950269998736,0.6209262343283606,0.8387096774193549,0.5806451612903226,0.5871782711385399
SRP54M,.,0.8979260573366401,0.2609569257817402,0.540486575817507,0.66,0.8409090909090909,0.587152472637603
DSBA,.,0.819530179878472,0.4636443551425337,0.6985716676202057,0.6623376623376623,0.5526315789473685,0.5855218133888269
CBM_20,.,0.8489165655943955,0.75009418560844,0.39322099103248354,0.5657894736842105,0.6376811594202898,0.5850581944743518
RuvA,.,0.8899066514605699,0.47582569383398204,0.6199588836103378,0.527027027027027,0.676923076923077,0.5822844297213419
MoCF_biosynth,.,0.8194457015622454,0.466532713801331,0.6096556263317009,0.6610169491525424,0.6326530612244898,0.5821300771410356
DUF50,.,0.9092099467183191,0.5661182971241997,0.48999552181957556,0.6081081081081081,0.6140350877192983,0.5812893542588846
cat,.,0.47980666533915034,0.6080622880823809,0.7555284491949634,0.631578947368421,0.7096774193548387,0.5800019299836141
Trypan_glycop,.,0.6604695787549103,0.7008665075976391,0.6821559649841351,0.7631578947368421,0.37681159420289856,0.579456320385652
galpha,.,0.6913524375011315,0.6609318096194904,0.6858325989223681,0.72,0.421875,0.5778684556589947
Phage_integrase,.,0.9124563277275938,0.4601280924274772,0.5962902498378453,0.6753246753246753,0.5352112676056338,0.5776024611630116
MIF,.,0.8872757553266596,0.4978023358030884,0.5047538514742138,0.6883116883116883,0.5942028985507246,0.5743696665152278
parv,.,0.9525292204461663,0.24463142031897453,0.5769039358584321,0.7017543859649122,0.6956521739130435,0.5739690532284867
DHHA2,.,0.8990001387858052,0.42082129850558825,0.46747540586498204,0.75,0.6341463414634146,0.5739562613788105
Recep_L_domain,.,0.8626503261466423,0.7117920381765677,0.5342910371051511,0.5522388059701493,0.5098039215686274,0.5736509912108064
cytochrome_b,.,0.5264085250689404,0.6132111013437141,0.7071787622691785,0.6290322580645161,0.6923076923076923,0.5724438377046052
ATP-gua_Ptrans,.,0.6487814002884331,0.5044581187994474,0.652383395990674,0.7538461538461538,0.6078431372549019,0.5720657677184373
PGM_PMM_III,.,0.9075083120629003,0.5357277408012069,0.6137805245367633,0.5945945945945946,0.5079365079365079,0.5685124236718582
cytc,.,0.968157708948064,0.5554439281677753,0.3849081654281284,0.64,0.6071428571428571,0.5667299135021472
MutS_D2,.,0.9188706455953609,0.4500816275273132,0.5756719740807379,0.6388888888888888,0.5714285714285714,0.5664045546115053
rnasemam,.,0.8027733024384064,0.7301268366193644,0.3505442503191301,0.6710526315789473,0.6,0.5662010490391077
phero,.,0.929653699245126,0.10209719954790913,0.26088444860212245,0.8947368421052632,0.9666666666666667,0.5659913753162594
KH,.,0.9636200165336133,0.40060278789400927,0.3812635002796871,0.6065573770491803,0.8,0.5650783072310122
tcl1_mtcp1,.,0.8377231886943876,0.5283184729373348,0.5199658638346293,0.5538461538461539,0.7068965517241379,0.562655821814474
RGS,.,0.8682741683411477,0.3486123320356647,0.5434758329654639,0.7321428571428571,0.6538461538461539,0.5624732760087763
tRNA-synt_2b,.,0.7104324686374252,0.560843903051613,0.476792921606344,0.7142857142857143,0.6818181818181818,0.5614764690416368
gag_p17,.,0.8848319183215366,0.26937084013562707,0.6013480757370272,0.7272727272727273,0.66,0.5608588277038918
voltage_CLC,.,0.49208619201921283,0.5801833479844287,0.6749961035049332,0.6883116883116883,0.7049180327868853,0.5597933558145484
KAS,.,0.6308900997447549,0.7891498179078248,0.5496985594920691,0.6119402985074627,0.5576923076923077,0.5592788417277661
phycoerythr_ab,.,0.9150087797107223,0.2585708903679519,0.3759380353696571,0.6031746031746031,0.9838709677419355,0.5579938819122513
GAF,.,0.8708205861588314,0.5492904684164261,0.5534971083066262,0.5,0.6615384615384615,0.5573455678242303
thionin,.,0.9570307078679484,0.320984553560216,0.29200063108877156,0.6222222222222222,0.9393939393939394,0.5557371660997498
fbpase,.,0.647013389813122,0.6815270626648255,0.40757281027336023,0.7272727272727273,0.6666666666666666,0.555014373450188
WD40,.,0.5767696698708086,0.6757503453472313,0.4478742985910465,0.5714285714285714,0.8571428571428571,0.5545169599094175
Plectin,.,0.7515432378124944,0.5168906191134004,0.5499642223663598,0.703125,0.6065573770491803,0.5541118191736977
Syntaxin,.,0.8494596404844229,0.06040437021223169,0.6399073765671639,0.8666666666666667,0.7111111111111111,0.5538686799637742
dutpase,.,0.8036241197661158,0.522290593997238,0.5334365174099225,0.5522388059701493,0.7096774193548387,0.5509939299863901
Ribosomal_S7,.,0.8706033562028205,0.30164510862740124,0.5724371022825971,0.7966101694915254,0.5769230769230769,0.5495987544141666
BRCT,.,0.9452218460925763,0.581439156096951,0.4260569541679748,0.578125,0.5869565217391305,0.549406850489962
Pro_CA,.,0.7222292620819079,0.4557327640336555,0.46073885196027964,0.6081081081081081,0.8676470588235294,0.5478767676898568
cat3,.,0.6987684268327269,0.27502197664196887,0.39598726348115576,0.8545454545454545,0.8888888888888888,0.5473074498898924
Fimbrial,.,0.7961115837874043,0.47733266356900667,0.4280345250180482,0.7014925373134329,0.7096774193548387,0.5470496708112051
capsid_n,.,0.8295589628476434,0.3860354137887731,0.4904088849649475,0.8181818181818182,0.5869565217391305,0.5463599516407994
PGAM,.,0.8125788212861221,0.6862991334924037,0.4940460599183728,0.5466666666666666,0.5714285714285714,0.546303960184513
cryst,.,0.7960874471256254,0.733391937711919,0.4638791560621973,0.5217391304347826,0.5925925925925926,0.5447804876135697
NTP_transf_2,.,0.6163055218647985,0.3985934949139769,0.6099780871954319,0.8115942028985508,0.6666666666666666,0.5426971854993774
C1,.,0.9252004851469018,0.4068818284566113,0.39393064716878595,0.6739130434782609,0.7027027027027027,0.5424641256404309
transketolase_C,.,0.8670975060794218,0.588346100715812,0.46754036338601435,0.6533333333333333,0.5245901639344263,0.5416764206407804
P53,.,0.955413551528756,0.06316714805977651,0.36674496842165655,0.7096774193548387,1.0,0.5389743505915568
gluts,.,0.8161450130639682,0.5005651136506334,0.5500679376624535,0.6388888888888888,0.5873015873015873,0.5380432641968693
ghf33,.,0.5862734804462869,0.930177068943868,0.4815090352469454,0.6,0.4915254237288136,0.5364490666869502
DISIN,.,0.9056256524441388,0.49064422956172293,0.21768459744982765,0.6470588235294118,0.8148148148148148,0.5301991514648544
TIL,.,0.9507370733090761,0.31621248273263824,0.257456329772569,0.5918367346938775,0.9545454545454546,0.5278926352247271
Peptidase_S24,.,0.8434375433705641,0.30817531081250754,0.3504981139051486,0.7674418604651163,0.8,0.5273273392030723
LysR_substrate,.,0.7863845090904703,0.5446439784001007,0.5549376162374678,0.6753246753246753,0.5070422535211268,0.526769113930397
MMOB,.,0.9142545090301287,0.49416049227678016,0.38082406488102544,0.6,0.6785714285714286,0.5265299806500177
zf-CCHH,.,0.9567169312648216,0.20808740424463135,0.29909701714935927,0.6785714285714286,0.9230769230769231,0.5254953565097065
tyrosinase,.,0.6454686434592664,0.4803466030390556,0.668071274783382,0.7101449275362319,0.5606060606060606,0.5250779012582147
ISP,.,0.8067437833010506,0.6443551425342228,0.3948321797901789,0.6,0.6181818181818182,0.5248378308252398
Fz,.,0.8356896749395075,0.48587215873414596,0.5030440790008398,0.6857142857142857,0.5535714285714286,0.5247365569279078
PBP,.,0.8089945270119416,0.46665829461258246,0.6297989599784537,0.5945945945945946,0.5633802816901409,0.524523769304697
GLUCAGON,.,0.9475148289615806,0.0514881326133367,0.335878097872944,0.7241379310344828,1.0,0.5225066521961116
Cys-protease-3C,.,0.7681432269509966,0.7467035037046349,0.48382162498984044,0.5147058823529411,0.5454545454545454,0.5224196061879032
sugbp,.,0.7886593894631404,0.45811879944744477,0.5702836552789141,0.6875,0.5535714285714286,0.5221013139060516
CUB,.,0.8413678246230156,0.6014065050860239,0.45321413830087315,0.5692307692307692,0.5925925925925926,0.5219542093336844
VAT-N,.,0.7979399359171631,0.5461509481351247,0.5345428351503696,0.5789473684210527,0.6,0.5218486128773778
CARD,.,0.8767461366255741,0.3832726359412283,0.46536259715340716,0.711864406779661,0.62,0.5216951616882586
SIS,.,0.8321053806653271,0.27075222905939905,0.490690197565846,0.8214285714285714,0.6382978723404256,0.519877639816473
uce,.,0.9077255420189111,0.2688685168906188,0.6224648797504968,0.5555555555555556,0.6923076923076923,0.5169706922470195
kunitz,.,0.9244884536244216,0.3935702624638952,0.2886153816732458,0.6666666666666666,0.7692307692307693,0.5149796671720882
FN2,.,0.8971778208214913,0.38955167650382955,0.1338959084012896,0.6440677966101694,0.975609756097561,0.5139414804222905
ATP-sulfurylase,.,0.5095128618236454,0.5760391812131124,0.5983493203843266,0.8026315789473685,0.5373134328358209,0.5064103188056515
Sua5_yciO_yrdC,.,0.8555843184108423,0.5227929172422444,0.6205637407627569,0.5844155844155844,0.44,0.5061861610231712
LDLa,.,0.9339620933726761,0.11854828582192636,0.2823536583228019,0.7142857142857143,0.9722222222222222,0.5052779382305089
TyrKc,.,0.7220542712840101,0.2821800828833351,0.5188234337922538,0.7547169811320755,0.74,0.5036317197327278
ACPS,.,0.8712852168980769,0.405249277910336,0.32679341564048336,0.6623376623376623,0.75,0.5026664708695237
CH,.,0.9463079958726308,0.3854075097325131,0.6174426561825185,0.5454545454545454,0.5208333333333334,0.5025660045371072
Astacin,.,0.8164225846744267,0.5040813763656924,0.457365873715312,0.6103896103896104,0.6176470588235294,0.4982003478919491
biopterin_H,.,0.6749877808149743,0.3791284691699107,0.6210022837126506,0.6290322580645161,0.7,0.49739686686586077
Aldolase_II,.,0.8500871936906766,0.34635187743312784,0.6559234852674238,0.5616438356164384,0.5882352941176471,0.49652318714191673
Orbi_VP7,.,0.7602203677220423,0.665075976390809,0.31326139027581446,0.6666666666666666,0.5967741935483871,0.4964119391683142
NMT,.,0.5587938910109037,0.7164385281928947,0.36614901982033093,0.6623376623376623,0.6964285714285714,0.4955648865863008
