,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum_scores
ATP-synt_DE_N,.,0.8983062788035342,0.6595611285266445,0.8060673593513409,0.4925373134328358,0.6666666666666666,0.6881873005237803
Hint,.,0.8997446208941204,0.719278996865203,0.782137608468338,0.4647887323943662,0.6557377049180327,0.6876727438039204
S4,.,0.9724601520533067,0.41520376175548473,0.4217036423184479,0.7659574468085106,0.9459459459459459,0.6875249760386588
CUB,.,0.8953708867819297,0.7452978056426336,0.6919546152684076,0.5362318840579711,0.6363636363636364,0.6818328652240859
IF4E,.,0.8793730002641853,0.581347962382443,0.7826417396208927,0.6557377049180327,0.6037735849056604,0.6810013821645805
avi,.,0.8714944080781988,0.8216300940438851,0.7228467136548231,0.3972602739726027,0.6865671641791045,0.679910861736298
RNase_U2,.,0.7979510963689201,0.7188087774294654,0.6710475983783634,0.6666666666666666,0.639344262295082,0.6777902533709389
pot,.,0.9683506032230605,0.5409090909090883,0.45676103696493403,0.6029411764705882,0.9230769230769231,0.6771592144820219
PDZ,.,0.9322746352775413,0.934482758620689,0.5032530427534538,0.547945205479452,0.5686274509803921,0.6752246001675665
GATA,.,0.9218892183051046,0.43166144200626755,0.6366965754799702,0.6607142857142857,0.8297872340425532,0.6731557336033283
EF_TS,.,0.8397217248363518,0.6070532915360489,0.7614126913408609,0.6438356164383562,0.6119402985074627,0.6672036953755941
CAT_RBD,.,0.9487069598144833,0.5626959247648887,0.37452967791270947,0.6730769230769231,0.9047619047619048,0.6671355294472429
hormone5,.,0.900126221856929,0.7481191222570512,0.4548897011279324,0.5671641791044776,0.7872340425531915,0.6649234796900022
DUF50,.,0.9263921096662459,0.8095611285266445,0.787241728321497,0.37681159420289856,0.5490196078431373,0.6619068473608866
Me-amine-deh_L,.,0.8691754483811314,0.8100313479623832,0.6554308514643946,0.5205479452054794,0.5909090909090909,0.6608673376504576
hpr,.,0.9930900871811431,0.6415360501567378,0.3908524914106352,0.609375,0.8085106382978723,0.6598991269290104
PARATHYROID,.,0.9172160742067104,0.26536050156739766,0.3726094187162796,0.8823529411764706,1.0,0.6578334539737073
SRP54M,.,0.8267766460210761,0.38275862068965427,0.7978742571455327,0.5606060606060606,0.8620689655172413,0.6551901154390534
GAF,.,0.8702556726450817,0.7963949843260174,0.7053826695151058,0.4246575342465753,0.6290322580645161,0.6536435441193021
pilin,.,0.8956409428479173,0.6985893416927885,0.38200010983134675,0.625,0.819672131147541,0.6519341530969721
rnasemam,.,0.8596647782311327,0.7703761755485874,0.665893903224213,0.4520547945205479,0.6610169491525424,0.6477158368116595
WD40,.,0.6623359849707928,0.8122257053291522,0.6467593628622266,0.4782608695652174,0.8076923076923077,0.6471015352112893
ngf,.,0.918302169254704,0.7619122257053272,0.3950043465776279,0.547945205479452,0.7761194029850746,0.6442679546830611
ATP-synt_g,.,0.5975871077582411,0.41426332288401124,0.9231909082837373,0.7049180327868853,0.7413793103448276,0.6379047432449841
Jacalin,.,0.8541344996624299,0.700940438871473,0.6705287916050899,0.5616438356164384,0.59375,0.6377837827923839
hip,.,0.9611354096339566,0.514576802507835,0.6169434119300673,0.5,0.7872340425531915,0.6373909197736595
Amidase_2,.,0.8681950274459155,0.5843260188087751,0.8184718930861333,0.625,0.4838709677419355,0.6373817853937618
formyl_transf,.,0.915266973904365,0.507523510971785,0.8396752520943588,0.5735294117647058,0.5333333333333333,0.6336459047877325
Endonuclease_3,.,0.7115859923092729,0.7228840125391831,0.8061862623955764,0.49295774647887325,0.6346153846153846,0.6332561677257028
P53,.,0.9517949922212111,0.13636363636363613,0.5044303105054793,0.7741935483870968,1.0,0.632743090539308
P,.,0.9296269116740541,0.37272727272727185,0.3686302032236402,0.7333333333333333,0.9607843137254902,0.632147198964681
PBD,.,0.9138168902456922,0.39247648902821186,0.5661833805364456,0.6538461538461539,0.8297872340425532,0.6289586597123434
PA_phosphatase,.,0.7388440426218921,0.9241379310344809,0.5925696472292878,0.7123287671232876,0.38333333333333336,0.6272223781441627
RING,.,0.9860510171133354,0.6655172413793089,0.3603916731748698,0.6346153846153846,0.7027027027027027,0.6265359746166721
e3,.,0.9598438371444507,0.357210031347961,0.46986417463345037,0.6216216216216216,0.9354838709677419,0.6246727254247293
zf-CCHH,.,0.9473625502685883,0.21833855799372992,0.3538373301211941,0.8214285714285714,1.0,0.6235888758573914
tetR,.,0.8980127396013737,0.35642633228840015,0.6079148535466682,0.625,0.85,0.6223076696574802
MurB_C,.,0.8628584847506384,0.361912225705328,0.6208278739585008,0.6551724137931034,0.8333333333333334,0.6211553578337584
PAH,.,0.8760383949276426,0.3078369905956099,0.7066199713753266,0.5714285714285714,0.8636363636363636,0.6181256260753091
DNA_ligase_N,.,0.6797722135791234,0.6891849529780543,0.7922414820401682,0.5138888888888888,0.6461538461538462,0.6165941334375685
DHHA2,.,0.9192708486218334,0.7921630094043868,0.5857993866783454,0.46153846153846156,0.5555555555555556,0.614142373431633
ribonuclease_T2,.,0.8007808142777468,0.7222570532915351,0.6942270893620878,0.5070422535211268,0.5892857142857143,0.6138819761929424
GEL,.,0.9638946781342648,0.7656739811912212,0.686885672517463,0.38571428571428573,0.509090909090909,0.6130545490450988
YgbB,.,0.8739073003199577,0.5658307210031329,0.6682604233561478,0.625,0.5757575757575758,0.6121668012523555
leukocidin,.,0.6806997974579505,0.7040752351097163,0.9673586453020515,0.3835616438356164,0.5652173913043478,0.6093855503711975
hexapep,.,0.856247981917985,0.8366771159874592,0.4409585560609613,0.5362318840579711,0.625,0.6073298617237869
L15,.,0.8819444036751107,0.37194357366771,0.5138591887508288,0.574468085106383,0.9459459459459459,0.6048638399752312
Band_41_M,.,0.8281445387031439,0.36504702194357197,0.8659140967673533,0.6470588235294118,0.58,0.6041558008285812
lacI,.,0.9167640238353832,0.41144200626959093,0.6087813532395413,0.6041666666666666,0.7441860465116279,0.6038634726344226
EFTU_C,.,0.8817917632899874,0.7180250783699061,0.45643367907366483,0.6212121212121212,0.6078431372549019,0.6038513036504101
uce,.,0.8114128041799982,0.49310344827586094,0.7795497056268841,0.5,0.6923076923076923,0.6006839547539614
MBD,.,0.9654974021780608,0.5031347962382434,0.46800664053805097,0.5357142857142857,0.803921568627451,0.6006488643908209
SRF-TF,.,0.9520474359350691,0.2561128526645759,0.4847284422726067,0.6585365853658537,0.9166666666666666,0.5977472606098202
GLUCAGON,.,0.9342119940118002,0.15862068965517206,0.41548833661978923,0.7586206896551724,1.0,0.5973393717541062
adeno_fiber,.,0.8019197463821293,0.6482758620689644,0.7183772242356197,0.5416666666666666,0.5555555555555556,0.5969327658228026
SRP19,.,0.9290163501335603,0.5059561128526633,0.3776837018396029,0.7424242424242424,0.7090909090909091,0.596356985214321
aspg,.,0.8427099539143452,0.42131661442006135,0.5217130039218724,0.6666666666666666,0.8108108108108109,0.5960186005638591
phc,.,0.7607949041594505,0.26504702194357277,0.7168081812174498,0.631578947368421,0.8888888888888888,0.5959834573431974
SAP,.,0.8785452197140927,0.28589341692789894,0.4386218865299593,0.717948717948718,0.9411764705882353,0.5956528862504726
GGL,.,0.9121378460093345,0.19905956112852616,0.5097844984969349,0.64,1.0,0.595226014457487
CBM_20,.,0.916083012886371,0.43244514106582904,0.6340114362479314,0.6274509803921569,0.6458333333333334,0.5933969778001927
bv,.,0.8810050782281974,0.4968652037617532,0.7255433104130562,0.6301369863013698,0.5211267605633803,0.5929904039160735
Dwarfin,.,0.8141662018962633,0.6122257053291517,0.7467097168186401,0.5342465753424658,0.546875,0.5928293650996568
DAP_epimerase,.,0.8936683594093991,0.6487460815047,0.6022055377275739,0.5588235294117647,0.5471698113207547,0.5915492951727238
FN1,.,0.9163237150321425,0.4413793103448257,0.34878160652577417,0.5434782608695652,1.0,0.5913186527331118
C1,.,0.9255995538204127,0.40956112852664456,0.33835620092345164,0.6,0.9722222222222222,0.5898208901881289
PGAM,.,0.8126045733407695,0.6532915360501551,0.5937597318750224,0.6164383561643836,0.5692307692307692,0.5896740358156466
neur_chan_memb,.,0.8845803857105117,0.10893416927899661,0.37658733032579284,0.8695652173913043,1.0,0.5876677471096251
SRP54,.,0.62171603017583,0.8114420062695922,0.6270769141652767,0.5555555555555556,0.62,0.5862930990234814
dutpase,.,0.8933219831508499,0.6423197492162991,0.529652570215112,0.4383561643835616,0.7258064516129032,0.5840471975052305
LMWPc,.,0.7911057621745384,0.6954545454545443,0.613053595658158,0.5735294117647058,0.5555555555555556,0.5837783923350247
phero,.,0.8766606980362227,0.13965517241379286,0.375977806577566,0.868421052631579,0.9666666666666667,0.5833112135917646
Clp_N,.,0.8591246660991575,0.41504702194357224,0.7894545012133118,0.5454545454545454,0.6166666666666667,0.5827317960523211
Ribosomal_L6_D,.,0.9593330789326915,0.32836990595611143,0.6638438105590425,0.5106382978723404,0.7619047619047619,0.5821440272137933
thionin,.,0.9409868787976635,0.2611285266457672,0.3255420328850144,0.7555555555555555,0.9375,0.5809465861256667
DISIN,.,0.9277189068600111,0.5579937304075216,0.3305653744042832,0.59375,0.803921568627451,0.5785482675378851
Fe_hyd_lg_C,.,0.6411248422226788,0.6702194357366761,0.8011594877797785,0.532258064516129,0.5660377358490566,0.5774312668545953
SCP2,.,0.923304077259518,0.718965517241379,0.6379052473958021,0.3972602739726027,0.532258064516129,0.5770389404943007
Fz,.,0.8873983620512519,0.4932601880877725,0.6877460966698118,0.6153846153846154,0.5254237288135594,0.5768686644794613
gln-synt_N,.,0.8907623213080107,0.5967084639498419,0.6094238069722543,0.5217391304347826,0.5892857142857143,0.5764099678909836
HMG-CoA_red,.,0.4856547391904189,0.5142633228840113,0.7552719566601456,0.671875,0.7796610169491526,0.5759867856613046
annexin,.,0.5799571432764846,0.594827586206895,0.8344887934088875,0.5161290322580645,0.673469387755102,0.5732017102752801
DAO,.,0.6579622508586022,0.6523510971786814,0.8147217587618969,0.6301369863013698,0.44285714285714284,0.5729028848801601
intb,.,0.9186955117855988,0.4402821316614401,0.6298074673691804,0.6615384615384615,0.5454545454545454,0.5721046343471825
KH,.,0.960695100830716,0.19952978056426265,0.5193679007638411,0.6571428571428571,0.8571428571428571,0.5714310252041647
Plectin,.,0.8001819943053394,0.7716300940438849,0.5092334552940297,0.5205479452054794,0.5846153846153846,0.5687113631393269
TNFR_c6,.,0.9074118648545513,0.5351097178683365,0.4503921088660294,0.589041095890411,0.703125,0.5683109872240292
7kD_DNA_binding,.,0.9722253206915784,0.2396551724137923,0.5624627639068117,0.7428571428571429,0.6666666666666666,0.5678809542024258
WW,.,0.9450142366513047,0.2824451410658301,0.4804321751138342,0.5517241379310345,0.9230769230769231,0.5674644911695871
il8,.,0.9736343088619485,0.2307210031347955,0.6691489780933902,0.5151515151515151,0.7931034482758621,0.567133519925569
BRCT,.,0.8980538350896762,0.5670846394984311,0.381796232446352,0.7123287671232876,0.62,0.5662485120882492
MIF,.,0.9272609857046408,0.3757053291536038,0.5762462511452845,0.7192982456140351,0.5769230769230769,0.5648905341598053
sh2,.,0.9362374145067073,0.46379310344827446,0.6903458454281787,0.44,0.6444444444444445,0.5646731346393613
ACPS,.,0.896415886341621,0.2626959247648897,0.499807073846156,0.8222222222222222,0.6888888888888889,0.5629743041952667
Ribosomal_S7,.,0.8500777878885725,0.40548589341692637,0.8112939332495899,0.5147058823529411,0.5833333333333334,0.561154074387962
Topoisomerase_I,.,0.7721959667713624,0.6042319749216271,0.6501887974217958,0.589041095890411,0.5483870967741935,0.5608519896654094
SIS,.,0.7925617166172543,0.7471786833855794,0.5680524553846219,0.410958904109589,0.6428571428571429,0.5599881692620506
Ribosomal_L1,.,0.7943464349663898,0.45877742946708333,0.7673098495567166,0.53125,0.6,0.5564686796666876
HMG_box,.,0.8497372824140664,0.28573667711598677,0.6224082080497,0.6071428571428571,0.7843137254901961,0.5556371513053779
BIR,.,0.9022690580327003,0.4371473354231954,0.5955551789398573,0.5686274509803921,0.6428571428571429,0.5546149818561333
Pro_CA,.,0.7742859658907447,0.23416927899686446,0.4793011258573049,0.6585365853658537,1.0,0.5545571072539595
CPS,.,0.7629612234713946,0.6236677115987451,0.6970111295163616,0.4520547945205479,0.609375,0.5541233948627345
Pep_deformylase,.,0.8585023629905774,0.39153605015673876,0.8369940245116989,0.5833333333333334,0.47368421052631576,0.5537617444406745
laminin_G,.,0.925998767135351,0.5485893416927877,0.7354321264956389,0.4722222222222222,0.45588235294117646,0.551660668165718
Fimbrial,.,0.9050283265330086,0.5832288401253897,0.4530482852473489,0.5277777777777778,0.6666666666666666,0.5508185193531757
ptpase,.,0.613033140575924,0.5482758620689642,0.8047111544468843,0.4647887323943662,0.7014925373134329,0.5495956858654648
Orbi_VP7,.,0.8641911527284468,0.893416927899685,0.22706742884900508,0.5342465753424658,0.6111111111111112,0.5487913671311442
lipocalin,.,0.8902515630962514,0.6031347962382432,0.6976383805266664,0.43859649122807015,0.5,0.548645283659468
cyclo,.,0.8462089412040978,0.4967084639498421,0.69188254104794,0.6111111111111112,0.4788732394366197,0.546930098067273
Levi_coat,.,0.8732497725071183,0.2987460815047013,0.7007366842565587,0.47058823529411764,0.78,0.5464111301201954
CoA_trans,.,0.7254058179469869,1.0,0.6529302533080105,0.4722222222222222,0.2641509433962264,0.5433574637648908
mdm2,.,0.8382716411776793,0.3531347962382436,0.5042027135444647,0.717948717948718,0.696969696969697,0.5418746357300834
zf-CCHC,.,0.9173511022397041,0.14341692789968627,0.33993833825727227,0.7058823529411765,1.0,0.5404779143912763
dhfr,.,0.819808025361787,0.4575235109717853,0.672008171851685,0.6346153846153846,0.5208333333333334,0.5398395264830363
FYVE,.,0.8935979100008806,0.3402821316614411,0.3758648542339811,0.6785714285714286,0.8148148148148148,0.5392518495930647
cytc,.,0.9012123169049227,0.5296238244514083,0.4945925400601792,0.5151515151515151,0.660377358490566,0.5384810927287814
Mur_ligase,.,0.7162356532714944,0.6324451410658293,0.7902818844123977,0.4,0.5576923076923077,0.5369553941804038
tms,.,0.7539906654533713,0.5996865203761742,0.8178881973206839,0.4383561643835616,0.4857142857142857,0.5365940006299088
RNA_dep_RNA_pol,.,0.4176534476179294,0.590909090909089,0.8834082689299452,0.589041095890411,0.6142857142857143,0.5364740687662218
Binary_toxA,.,0.8290956057181436,0.6959247648902798,0.3200405546491333,0.5972222222222222,0.6515151515151515,0.5359424076880023
phycoerythr_ab,.,0.9189479554994568,0.15156739811912184,0.4510857469469958,0.5952380952380952,0.9761904761904762,0.5356698511749403
HLH,.,0.8831537851880119,0.285893416927899,0.4395907965326308,0.5384615384615384,0.9444444444444444,0.5351430226803652
PTS_EIIA_2,.,0.8481052044500543,0.4656739811912206,0.6513352990804808,0.6349206349206349,0.49122807017543857,0.5350434534269144
B,.,0.872087357266563,0.25047021943573566,0.5908387007659106,0.5952380952380952,0.7714285714285715,0.5310718262193488
Bac_DNA_binding,.,0.8731088736900813,0.3371473354231966,0.47171851837651957,0.5625,0.8333333333333334,0.5302722405527199
PBP,.,0.806827721842252,0.3330721003134787,0.6975102670739646,0.5901639344262295,0.65,0.5301892505534673
mutT,.,0.8492969736108257,0.532131661442005,0.62722869170961,0.532258064516129,0.5357142857142857,0.5298543835329939
phoslip,.,0.8810579152845863,0.3706896551724127,0.7107214883309881,0.5517241379310345,0.5614035087719298,0.5294880899857151
GAL4,.,0.9343000557724483,0.22648902821316558,0.2011785463203995,0.7878787878787878,0.9230769230769231,0.5285401102351736
BChl_A,.,0.6179469868200899,0.5840125391849513,0.6001139149977228,0.5342465753424658,0.734375,0.5277499422231348
Ribosomal_S8,.,0.8887369008131036,0.4343260188087762,0.5797601884283119,0.5,0.6666666666666666,0.5273225613800326
Transpeptidase,.,0.6107083100948132,0.6829153605015663,0.6536591239755796,0.5573770491803278,0.5636363636363636,0.5268993202647073
capsid_n,.,0.8118472421991957,0.4369905956112835,0.7231527100565773,0.45161290322580644,0.64,0.5252352604654486
GBP_PSP,.,0.915384389585229,0.03793103448275853,0.3268813150510239,0.782608695652174,1.0,0.524952282446486
Amino_oxidase_D2,.,0.9157425074118648,0.4686520376175534,0.581235629283334,0.47692307692307695,0.6065573770491803,0.520096079503936
Recep_L_domain,.,0.8642792144890951,0.517868338557992,0.6191069979116093,0.49056603773584906,0.5555555555555556,0.519481028354244
parv,.,0.8216279684151818,0.30329153605015535,0.6553310350497517,0.625,0.6410256410256411,0.5190909792500428
Dehydratase_SU,.,0.7506443185487421,0.3329153605015664,0.5032405865082691,0.625,0.8333333333333334,0.5186858177480749
SAM_PNT,.,0.8503008776822145,0.33981191222570356,0.6570865610971682,0.5106382978723404,0.6842105263157895,0.5175917209706036
Histidine_kinase,.,0.8554789092083248,0.493260188087773,0.56048874033807,0.45714285714285713,0.671875,0.5162433545950192
blmb,.,0.8435494760325242,0.6554858934169266,0.6012858562484666,0.40625,0.5306122448979592,0.5158666879952138
lh2,.,0.810309096779875,0.0,0.22283139302808977,1.0,1.0,0.5144330397564636
DMRL_synthase,.,0.7700355182434615,0.5163009404388699,0.6793875955023301,0.47058823529411764,0.5964912280701754,0.5143135487890363
SNAP-25,.,0.798708427510494,0.0,0.22662266555851396,1.0,1.0,0.5116638136661538
PARP,.,0.7945343000557723,0.528840125391848,0.6438088140585122,0.4657534246575342,0.5915492957746479,0.5113641279422072
TFIIS,.,0.9223236563243021,0.2504702194357358,0.275712537103971,0.6862745098039216,0.8863636363636364,0.5101792611876481
E2_N,.,0.8008982299586109,0.42539184952977943,0.4726046318006747,0.603448275862069,0.7169811320754716,0.5095337299677283
RNA_pol_A_bac,.,0.7281944403675111,0.19231974921630057,0.570809974001264,0.75,0.7727272727272727,0.5076640271494229
Heme_oxygenase,.,0.7019755188305398,0.34514106583072,1.0,0.4852941176470588,0.47761194029850745,0.5062354096755336
MutS_D2,.,0.8375730178765374,0.3578369905956104,0.8002048788782045,0.47761194029850745,0.532258064516129,0.5046263152300988
proteasome,.,0.7924090762321307,0.43949843260187954,0.7272891266925113,0.4393939393939394,0.6065573770491803,0.5045068356325039
FAA_hydrolase,.,0.7518537000616432,0.6109717868338547,0.5168989841932052,0.4657534246575342,0.6567164179104478,0.5034594701891817
Mur_ligase_C,.,0.8533830393048991,0.5123824451410637,0.5712513800527881,0.5166666666666667,0.5454545454545454,0.5023757230543943
END,.,0.9115625091731001,0.12884012539184925,0.24038979010408468,0.8095238095238095,0.9,0.4992474819071728
DUF28,.,0.7730648428097573,0.3039184952978048,0.6692978427073352,0.543859649122807,0.6981132075471698,0.4985162232558391
RuvA,.,0.7268265476854434,0.18181818181818132,0.6817837165554498,0.6857142857142857,0.7096774193548387,0.49765316278842403
p450,.,0.5891801450083659,0.4755485893416914,0.8705210765008898,0.4931506849315068,0.5555555555555556,0.496992149659435
aakinase,.,0.658126632811812,0.5926332288401253,0.7109174591906429,0.5652173913043478,0.45454545454545453,0.4961000124516883
dCMP_cyt_deam,.,0.901781782957114,0.3271159874608138,0.6381552600497105,0.4411764705882353,0.6730769230769231,0.49605258710018274
DUF101,.,0.9129949804796431,0.6600313479623804,0.27130286679095816,0.4657534246575342,0.6666666666666666,0.49443661794233873
Spermine_synth,.,0.6867290926703261,0.462225705329152,0.6956667427866238,0.41935483870967744,0.711864406779661,0.4941144621129769
lipase,.,0.5858983767282121,0.8661442006269573,0.3792612755824817,0.4861111111111111,0.6545454545454545,0.49273847677351607
cah,.,0.7746558252854668,0.4879310344827569,0.640585698197025,0.49230769230769234,0.5714285714285714,0.49094717145498573
ech,.,0.6440308803240672,0.3145768025078357,0.8225862269355039,0.6617647058823529,0.5161290322580645,0.48817376919994526
ISP,.,0.9178736020195497,0.5173981191222553,0.33988856876092166,0.5571428571428572,0.6229508196721312,0.4868143389739689
Aldolase_II,.,0.7635013356033699,0.3652037617554852,0.8372316086626167,0.41935483870967744,0.5689655172413793,0.48646083476331026
SCP,.,0.8956409428479173,0.45219435736676933,0.3024295393002234,0.676056338028169,0.6271186440677966,0.48617103986529286
Flavin_Reduct,.,0.8335104353186368,0.4666144200626944,0.704921871669853,0.4,0.546875,0.485632720811622
PCI_1,.,0.9230457627616168,0.45219435736676955,0.12046029682122587,0.5471698113207547,0.9047619047619048,0.4841116230788416
VAT-N,.,0.842422285496228,0.3476489028213152,0.5443218379714098,0.5517241379310345,0.660377358490566,0.4837082244183803
DNA_PPF,.,0.9586638095517657,0.4435736677115975,0.5531634417082611,0.4027777777777778,0.5846153846153846,0.48239604128018215
kazal,.,0.9630434144479995,0.38009404388714607,0.23866275008842477,0.673469387755102,0.6842105263157895,0.48122090552095775
Rhodanese,.,0.9015117268911262,0.41645768025078234,0.38407038494277984,0.5735294117647058,0.6612903225806451,0.48029163745629905
MoCF_biosynth,.,0.8277218422520328,0.2614420062695917,0.45077434081737744,0.7368421052631579,0.6578947368421053,0.47951701161630567
OMPdecase,.,0.7098071447441806,0.5431034482758607,0.7184150091040865,0.5079365079365079,0.4528301886792453,0.47860116996702695
C2,.,0.8601461825226759,0.3634796238244502,0.5961378205019281,0.5714285714285714,0.5370370370370371,0.47723132074778185
PGM_PMM_III,.,0.8606099744620894,0.30156739811912125,0.7444693127014266,0.5,0.5208333333333334,0.47696564716265527
DSBA,.,0.7921390201661431,0.25862068965517165,0.6430426578819715,0.65,0.5833333333333334,0.4768435515314608
TIL,.,0.9547010303225996,0.3995297805642623,0.0,0.6296296296296297,0.9375,0.4747956337927071
Pept_C1-like,.,0.4685179205682919,0.25595611285266395,0.6569567553706218,0.6557377049180327,0.8813559322033898,0.473789977927727
FN2,.,0.918272815334488,0.27382445141065676,0.268640420673755,0.5254237288135594,0.9302325581395349,0.4730345159901788
planttoxin,.,0.9317169107934364,0.18401253918495242,0.2034297508205829,0.5957446808510638,1.0,0.4725061264383913
Peptidase_C15,.,0.7564505239674758,0.33307210031347906,0.5648042883217944,0.6744186046511628,0.5853658536585366,0.47222510070942186
kunitz,.,0.9598555787125371,0.33934169278996784,0.28118632863006504,0.5384615384615384,0.7941176470588235,0.47181781031633274
PH,.,0.9258930930225733,0.19764890282131603,0.5594052412023572,0.6486486486486487,0.5757575757575758,0.4698287338941509
sugbp,.,0.6894120409780726,0.3377742946708455,0.7432043241314186,0.5555555555555556,0.58,0.46932972189722205
gluts,.,0.6865529691490299,0.35313479623824345,0.6051693195579099,0.6515151515151515,0.609375,0.4692591636310674
GroEL,.,0.7003610532186574,0.3147335423197484,0.7042864644544606,0.5,0.6862745098039216,0.46922665846776335
DEFSN,.,0.9083218363812486,0.27351097178683326,0.2766343443287069,0.6,0.8461538461538461,0.46885979768376496
Peptidase_S11,.,0.7477206680952241,0.34592476489028123,0.617751320108842,0.675,0.5161290322580645,0.46811683129030973
biopterin_H,.,0.6403909942172777,0.27884012539184877,0.6943115366011576,0.5961538461538461,0.6923076923076923,0.4679318742994649
Ribosomal_S5_N,.,0.960442657116858,0.39952978056426225,0.10759420926638943,0.6744186046511628,0.7567567567567568,0.4667750971807225
Elicitin,.,0.8349370358411365,0.23307210031347897,0.6147626257881367,0.5151515151515151,0.7,0.466484773607065
NMT,.,0.5457833093609652,0.3934169278996849,0.6868288010194036,0.6164383561643836,0.6527777777777778,0.46553511281607507
ghf22,.,0.8550151172689113,0.3484326018808765,0.6221534792227819,0.559322033898305,0.5084745762711864,0.464880034341722
hormone,.,0.7178442480993337,0.2543887147335417,0.6111655451491657,0.6111111111111112,0.6981132075471698,0.46460522436938345
Phage_integrase,.,0.8301582176299644,0.5079937304075224,0.43983139071161653,0.5873015873015873,0.5245901639344263,0.46363087202319814
